infoStartAddr:	0x4540
numEntries:	0xB8	184
title:	ACTIONBUTTON_PARAM_ST
paramStartAddr:	0x00001180
entryID   	paramAddr 	infoAddr  	regionType	padding1[3]	dummyPoly1	dummyPoly2	radius	angle	depth	width	height	baseHeightOffset	angleCheckType	padding2[3]	allowAngle	textBoxType	padding3[3]	textId	invalidFlag	grayoutFlag	priority	execInvalidTime	execButtonCircle	padding4[3]
0x002191D4	0x00003070	0x000050EA	0		200	-1	1.500000	45	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010100	-1	-1	5	0	1		 505c 7559 6240
0x002191DE	0x000030B8	0x000050F2	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30c0 30df 30dd 30ea 0031 0030 0031 65b9 5411
0x002191E8	0x00003100	0x00005112	0		90	-1	1.700000	180	0.000000	0.000000	2.300000	-1.300000	0		180	0		10010101	-1	-1	3	0	1		 907a 54c1 3092 3068 308b 005f 99ac 5c0f 5c4b 5f15 3063 639b 304b 308a
0x002194E0	0x00003148	0x00005130	1		191	-1	0.000000	0	1.000000	0.800000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x00231860	0x00003190	0x00005140	0		200	-1	2.100000	60	0.000000	0.000000	2.000000	-2.000000	0		90	0		10010100	-1	-1	5	0	1		 796d 58c7 3092 8abf 3079 308b
0x0023186A	0x000031D8	0x0000514E	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0030 0031 65b9 5411
0x0023186B	0x00003220	0x00005180	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0030 0030 65b9 5411
0x00231874	0x00003268	0x000051B2	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010100	-1	-1	5	0	1		 8b66 544a 306e 6249
0x00231B80	0x000032B0	0x000051BC	1		191	-1	0.000000	0	1.000000	1.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x00249F00	0x000032F8	0x000051CC	0		100	-1	1.600000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010511	-1	-1	5	0	1		 9418 3092 9cf4 3089 3059
0x00249F0A	0x00003340	0x000051D8	0		200	-1	2.000000	60	0.000000	0.000000	2.000000	-2.000000	0		90	0		10010100	-1	-1	5	0	1		 982d 84cb 9aa8 3092 8abf 3079 308b
0x00249F14	0x00003388	0x000051E8	0		200	-1	2.000000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010320	-1	-1	5	0	1		 5b64 72ec 306a 8001 5a46 306e 7f6e 304d 624b 7d19
0x00249F1E	0x000033D0	0x000051FE	0		200	-1	2.000000	90	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010310	-1	-1	5	0	1		 5186 5f62 5e83 5834 306e 30b2 30fc 30c8
0x00249F28	0x00003418	0x00005210	0		200	-1	1.200000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 8056 5802 0042 3078 306e 6249 3092 958b 3051 308b
0x0024A220	0x00003460	0x00005226	1		191	-1	0.000000	0	1.200000	4.400000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 8056 5973 30d3 30fc 30b9 30c8 524d
0x0024C610	0x000034A8	0x0000523E	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30dc 30b9 5f8c 65b9
0x0024C611	0x000034F0	0x00005254	0		192	-1	1.700000	45	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010501	-1	-1	5	0	1		 4ed5 639b 3051 3092 8d77 52d5 3059 308b 005f 30dc 30b9 5f8c 65b9
0x0024C61A	0x00003538	0x00005270	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6c11 5bb6 306e 6249 005f 5185 5074
0x0024C61B	0x00003580	0x00005280	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6c11 5bb6 306e 6249 005f 5916 5074
0x0024C624	0x000035C8	0x00005290	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 30ec 30d0 30fc 3067 958b 304f 6249 005f 30c0 30df 30dd 30ea 0031 0030 0030 65b9 5411
0x0024C625	0x00003610	0x000052B4	0		101	-1	1.700000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010402	-1	-1	5	0	1		 30ec 30d0 30fc 3067 958b 304f 6249 005f 4e0d 53ef 006d 0073 0067 4e21 9762 7528
0x0024C62F	0x00003658	0x000052D6	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 8a3a 7642 6240 524d 306e 9580 005f 5916 5074
0x0024C638	0x000036A0	0x000052EA	1		191	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 6559 533a 9577 524d
0x0024C639	0x000036E8	0x000052FC	1		191	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30ac 30b9 30b3 30a4 30f3 795e 7236 524d
0x0024C63A	0x00003730	0x00005316	0		191	-1	0.800000	30	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 6559 533a 9577 0028 8056 5802 8857 ff21 5074 0029
0x0024C642	0x00003778	0x00005334	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010402	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30c0 30df 30dd 30ea 0031 0030 0031 65b9 5411
0x0024C64C	0x000037C0	0x00005354	0		200	-1	1.700000	180	0.000000	0.000000	2.000000	-1.500000	0		180	0		10010100	-1	-1	3	0	1		 8a3a 7642 6240 306e 8a3a 7642 53f0 3092 8abf 3079 308b
0x0024ED20	0x00003808	0x0000536C	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30c0 30df 30dd 30ea 0031 0030 0031 65b9 5411
0x0024ED21	0x00003850	0x0000538C	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0030 0030 65b9 5411
0x0024ED34	0x00003898	0x000053BE	0		100	-1	1.200000	60	0.000000	0.000000	2.300000	-1.300000	0		90	0		10010100	-1	-1	5	0	1		 30dc 30b9 90e8 5c4b 306e 796d 58c7
0x0024ED35	0x000038E0	0x000053CE	0		200	-1	1.200000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010100	-1	-1	5	0	1		 30dc 30b9 90e8 5c4b 306e 796d 58c7 306b 51fa 73fe 3059 308b 5b9d
0x0024EFDC	0x00003928	0x000053EA	1		191	-1	0.000000	0	1.200000	0.800000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d ff08 30c6 30e9 30b9 ff09
0x0024F040	0x00003970	0x00005404	1		191	-1	0.000000	0	1.200000	0.800000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d ff08 6708 306e 843d 3068 3057 5b50 ff09
0x0024F0D6	0x000039B8	0x00005424	0		100	-1	1.200000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010100	-1	-1	5	0	1		 6905 5b50 3092 8abf 3079 308b 005f 8056 676f 53d6 5f97
0x002625AA	0x00003A00	0x0000543C	0		192	-1	1.700000	45	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010501	-1	-1	5	0	1		 0053 0043 30a8 30ec 30d9 30fc 30bf 30fc 30ec 30d0 30fc
0x002625B4	0x00003A48	0x00005454	0		90	-1	1.200000	180	0.000000	0.000000	2.300000	-1.300000	0		180	0		10010100	-1	-1	5	0	1		 7a62 308c 305f 8840 65cf 306e 5973 738b 306e 8089 584a
0x002625BE	0x00003A90	0x0000546C	0		200	-1	1.200000	180	0.000000	0.000000	2.000000	-1.000000	0		180	0		10010100	-1	-1	5	0	1		 30dc 30b9 56fa 5b9a 5b9d 3092 8abf 3079 308b
0x002625C8	0x00003AD8	0x00005480	0		200	-1	1.700000	180	0.000000	0.000000	2.000000	-1.500000	0		180	0		10010100	-1	-1	5	0	1		 8a18 5e33 53f0 3092 8abf 3079 308b
0x002628C0	0x00003B20	0x00005490	1		191	-1	0.000000	0	1.000000	0.800000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x0027AC4A	0x00003B68	0x000054A0	0		102	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30dc 30b9 90e8 5c4b 5165 53e3
0x0027AC54	0x00003BB0	0x000054BA	1		-1	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010100	-1	-1	5	0	1		 30ef 30fc 30d7 3059 308b 93e1
0x0027AC5E	0x00003BF8	0x000054C8	0		200	-1	1.200000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010100	-1	-1	5	0	1		 6c4e 7528 5b9d
0x0027AF60	0x00003C40	0x000054D0	1		191	-1	0.000000	0	1.000000	0.600000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x0027AF92	0x00003C88	0x000054E0	1		191	-1	0.000000	0	1.000000	0.500000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 4e2d 30dc 30b9 524d
0x0027B01E	0x00003CD0	0x000054F2	0		203	-1	10.000000	180	0.000000	0.000000	2.000000	-1.500000	0		90	0		10010200	-1	-1	5	0	1		 90aa 773c
0x002932E0	0x00003D18	0x000054F8	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0032 0031 65b9 5411
0x002932E1	0x00003D60	0x0000552A	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 6249 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0030 0030 65b9 5411
0x002932E2	0x00003DA8	0x0000555C	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010402	-1	-1	5	0	1		 9580 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0032 0031 65b9 5411
0x002932E3	0x00003DF0	0x0000558E	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010402	-1	-1	5	0	1		 9580 3092 958b 3051 308b 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 7528 005f 30c0 30df 30dd 30ea 0031 0030 0030 65b9 5411
0x002AB980	0x00003E38	0x000055C0	1		101	-1	0.000000	0	1.200000	1.200000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 5927 6249 3092 958b 3051 308b 005f 4e0b 5c64 5927 6249
0x002AB981	0x00003E80	0x000055D8	1		101	-1	0.000000	0	1.200000	1.200000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 5927 6249 3092 958b 3051 308b 005f 751f 8d04 5165 53e3 5927 6249
0x002AB994	0x00003EC8	0x000055F4	0		200	-1	1.800000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010550	-1	-1	5	0	1		 60aa 5922 6559 5ba4 0032 0046 3078 306e 30ef 30fc 30d7 004f 0042 004a 3092 8abf 3079 308b
0x002AB99E	0x00003F10	0x0000561A	0		100	-1	0.800000	180	0.000000	0.000000	2.000000	-1.000000	0		180	0		10010551	-1	-1	5	0	1		 0053 0043 30ef 30fc 30d7 004f 0042 004a 3092 8abf 3079 308b
0x002AB9A8	0x00003F58	0x00005634	0		100	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 4e21 958b 304d 6249 3092 958b 3051 308b 005f 30c0 30df 30dd 30ea 0031 0030 0030 65b9 5411
0x002AB9A9	0x00003FA0	0x0000565A	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010400	-1	-1	5	0	1		 4e21 958b 304d 6249 3092 958b 3051 308b 005f 30c0 30df 30dd 30ea 0031 0030 0031 65b9 5411
0x002AB9B2	0x00003FE8	0x00005680	0		90	-1	2.400000	180	0.000000	0.000000	3.300000	-2.300000	0		180	0		10010101	-1	-1	3	0	1		 907a 54c1 3092 3068 308b 005f 99ac 8eca 7528
0x002ABCA0	0x00004030	0x00005694	1		191	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x002C4020	0x00004078	0x000056A4	0		192	-1	1.500000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010185	-1	-1	5	0	1		 77f3 7891 3092 8abf 3079 308b
0x002C4021	0x000040C0	0x000056B2	0		100	-1	1.600000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010511	-1	-1	5	0	1		 9418 3092 9cf4 3089 3059
0x002C4022	0x00004108	0x000056BE	0		100	-1	1.500000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010512	-1	-1	5	0	1		 660e 304b 308a 3092 3064 3051 308b
0x002C4023	0x00004150	0x000056CE	0		-1	-1	1.500000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		70011003	-1	-1	5	0	1		 58ca 308c 305f 30ef 30fc 30d7 6905 5b50
0x002C4024	0x00004198	0x000056E0	0		-1	-1	1.500000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		70011000	-1	-1	5	0	1		 6905 5b50 3092 8d77 52d5 3059 308b
0x002C402A	0x000041E0	0x000056F0	1		191	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x0030D400	0x00004228	0x00005700	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010404	-1	-1	5	0	1		 5927 6249 005f 60aa 5922 6559 5ba4 005f 6545 90f7 884c 304d
0x0030D401	0x00004270	0x0000571A	0		101	-1	1.200000	60	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010405	-1	-1	5	0	1		 5927 6249 005f 60aa 5922 6559 5ba4 005f 0054 0052 884c 304d
0x0030D40A	0x000042B8	0x00005734	0		-1	-1	1.300000	180	0.000000	0.000000	2.000000	-2.000000	0		90	0		10010100	-1	-1	3	0	1		 30c6 30e9 30b9 306e 30ab 30ae 5165 624b
0x0030D720	0x00004300	0x00005746	1		191	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x0030D72A	0x00004348	0x00005756	0		-1	-1	1.200000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010100	-1	-1	3	0	1		 30dc 30b9 6483 7834 5f8c 306b 73fe 308c 308b 0053 0046 0058 3092 8abf 3079 308b
0x00325DC0	0x00004390	0x00005778	1		191	-1	0.000000	0	1.000000	0.900000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d
0x0097D330	0x000043D8	0x00005788	1		191	-1	0.000000	0	1.200000	3.200000	2.000000	-1.000000	1		90	0		10010403	-1	-1	5	0	1		 9727 306e 58c1 005f 30dc 30b9 524d 30c6 30b9 30c8
0x0097EAAA	0x00004420	0x0000579E	0		-1	-1	2.000000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010183	-1	-1	5	0	1		 30c0 30f3 30b8 30e7 30f3 5165 53e3 30ef 30fc 30d7
0x0097EAAB	0x00004468	0x000057B4	1		-1	-1	0.000000	0	2.200000	2.000000	2.000000	-1.000000	1		90	0		10010185	-1	-1	5	0	1		 30c0 30f3 30b8 30e7 30f3 8056 676f 796d 58c7
0x0097EAAC	0x000044B0	0x000057C8	0		-1	-1	2.000000	180	0.000000	0.000000	2.000000	-1.000000	0		90	0		10010185	-1	-1	5	0	1		 30c0 30f3 30b8 30e7 30f3 8056 676f 796d 58c7 005f 4e38 578b
