infoStartAddr:	0x36E24
numEntries:	0x295	661
title:	EQUIP_PARAM_WEAPON_ST
paramStartAddr:	0x00003E38
entryID   	paramAddr 	infoAddr  	behaviorVariationId	sortId	wanderingEquipId	weight	weaponWeightRate	fixPrice	basicPrice	sellValue	correctStrength	correctAgility	correctMagic	correctFaith	physGuardCutRate	magGuardCutRate	fireGuardCutRate	thunGuardCutRate	spEffectBehaviorId0	spEffectBehaviorId1	spEffectBehaviorId2	residentSpEffectId	residentSpEffectId1	residentSpEffectId2	materialSetId	originEquipWep	originEquipWep1	originEquipWep2	originEquipWep3	originEquipWep4	originEquipWep5	originEquipWep6	originEquipWep7	originEquipWep8	originEquipWep9	originEquipWep10	originEquipWep11	originEquipWep12	originEquipWep13	originEquipWep14	originEquipWep15	antiDemonDamageRate	antSaintDamageRate	antWeakA_DamageRate	antWeakB_DamageRate	vagrantItemLotId	vagrantBonusEneDropItemLotId	vagrantItemEneDropItemLotId	equipModelId	iconId	durability	durabilityMax	attackThrowEscape	parryDamageLife	attackBasePhysics	attackBaseMagic	attackBaseFire	attackBaseThunder	attackBaseStamina	saWeaponDamage	saDurability	guardAngle	staminaGuardDef	reinforceTypeId	compTrophySedId	trophySeqId	throwAtkRate	bowDistRate	equipModelCategory	equipModelGender	weaponCategory	wepmotionCategory	guardmotionCategory	atkMaterial	defMaterial	defSfxMaterial	correctType	spAttribute	spAtkcategory	wepmotionOneHandId	wepmotionBothHandId	properStrength	properAgility	properMagic	properFaith	overStrength	attackBaseParry	defenseBaseParry	guardBaseRepel	attackBaseRepel	guardCutCancelRate	guardLevel	slashGuardCutRate	blowGuardCutRate	thrustGuardCutRate	poisonGuardResist	diseaseGuardResist	bloodGuardResist	curseGuardResist	isDurabilityDivergence	rightHandEquipable:1	leftHandEquipable:1	bothHandEquipable:1	arrowSlotEquipable:1	boltSlotEquipable:1	enableGuard:1	enableParry:1	enableMagic:1	enableSorcery:1	enableMiracle:1	enableVowMagic:1	isNormalAttackType:1	isBlowAttackType:1	isSlashAttackType:1	isThrustAttackType:1	isEnhance:1	isLuckCorrect:1	isCustom:1	disableBaseChangeReset:1	disableRepair:1	isDarkHand:1	simpleModelForDlc:1	lanternWep:1	isVersusGhostWep:1	baseChangeCategory:6	isDragonSlayer:1	isDeposit:1	disableMultiDropShare:1	invisibleOnRemo:1	isAttributeWep:1	isEnchantLeftHand:1	isGuestDrop:1	therianthropeGuardResist	PhysAtkMenuDispType	wepmotionHangType	dmypolyId_Slot0RightHang	dmypolyId_Slot0RightFormA	dmypolyId_Slot0RightFormB	dmypolyId_Slot0LeftHang	dmypolyId_Slot0LeftFormA	dmypolyId_Slot0LeftFormB	dmypolyId_Slot1RightHang	dmypolyId_Slot1RightFormA	dmypolyId_Slot1RightFormB	dmypolyId_Slot1LeftHang	dmypolyId_Slot1LeftFormA	dmypolyId_Slot1LeftFormB	dmypolyId_Slot2RightHang	dmypolyId_Slot2RightFormA	dmypolyId_Slot2RightFormB	dmypolyId_Slot2LeftHang	dmypolyId_Slot2LeftFormA	dmypolyId_Slot2LeftFormB	dmypolyId_Slot3RightHang	dmypolyId_Slot3RightFormA	dmypolyId_Slot3RightFormB	dmypolyId_Slot3LeftHang	dmypolyId_Slot3LeftFormA	dmypolyId_Slot3LeftFormB	wepRegainHp	bulletConsumeNum	repositoryCategory
0x004C9B54	0x0000C9B4	0x00037470	500	10305	5090000	6.000	0.000	1125	460	660	55.000	25.000	0.000	44.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	500	5020400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1020	1003	250	250	1	10	143	0	0	0	130	30	0	0	30	0	5	-1	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	9	8	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	0	 65a7 7aff ff0b ff15
0x004C9BB8	0x0000CAF0	0x0003747A	500	10306	5090000	6.000	0.000	1260	500	660	57.000	27.000	0.000	46.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	600	5020500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1020	1003	250	250	1	10	152	0	0	0	134	30	0	0	30	0	5	-1	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	9	8	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	0	 65a7 7aff ff0b ff16
0x004C9C1C	0x0000CC2C	0x00037484	500	10307	5090000	6.000	0.000	1395	560	660	59.000	29.000	0.000	48.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	700	5020600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1020	1003	250	250	1	10	161	0	0	0	138	30	0	0	30	0	5	-1	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	9	8	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	0	 65a7 7aff ff0b ff17
0x004C9C80	0x0000CD68	0x0003748E	500	10308	5090000	6.000	0.000	1530	620	660	61.000	31.000	0.000	50.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	800	5020700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1020	1003	250	250	1	10	170	0	0	0	142	30	0	0	30	0	5	-1	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	9	8	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	0	 65a7 7aff ff0b ff18
0x004C9CE4	0x0000CEA4	0x00037498	500	10309	5090000	6.000	0.000	1665	660	660	63.000	33.000	0.000	52.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	900	5020800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1020	1003	250	250	1	10	179	0	0	0	146	30	0	0	30	0	5	-1	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	9	8	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	0	 65a7 7aff ff0b ff19
0x004C9D48	0x0000CFE0	0x000374A2	500	10310	5090000	6.000	0.000	1800	720	660	65.000	35.000	0.000	55.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	1000	5020900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1020	1003	250	250	1	10	196	0	0	0	150	30	0	0	30	0	5	7	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	9	8	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	0	 65a7 7aff ff0b ff11 ff10
0x004DAAD0	0x0000D11C	0x000374AE	500	-1	5090000	0.000	0.000	0	0	-1	0.000	0.000	0.000	0.000	0.0	0.0	0.0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	4020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	7	0	4	30	2	0	50	50	0	1	0	0	23	0	0	0	0	99	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	15	 5f98 5f8a 65a7 7aff
0x004DD1E0	0x0000D258	0x000374B8	510	25100	5190000	6.000	0.000	450	180	42000	20.000	55.000	0.000	40.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	0	5100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	80	30	0	0	90	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	0	 5263 938c
0x004DD244	0x0000D394	0x000374BE	510	25101	5190000	6.000	0.000	585	240	42000	21.000	57.000	0.000	43.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	100	5100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	88	33	0	0	94	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	0	 5263 938c ff0b ff11
0x004DD2A8	0x0000D4D0	0x000374C8	510	25102	5190000	6.000	0.000	720	280	42000	22.000	59.000	0.000	46.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	200	5100100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	96	36	0	0	98	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	0	 5263 938c ff0b ff12
0x004DD30C	0x0000D60C	0x000374D2	510	25103	5190000	6.000	0.000	855	340	42000	23.000	61.000	0.000	49.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	300	5100200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	104	39	0	0	102	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	0	 5263 938c ff0b ff13
0x004DD370	0x0000D748	0x000374DC	510	25104	5190000	6.000	0.000	990	400	42000	24.000	63.000	0.000	52.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	400	5100300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	112	42	0	0	106	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	62	-1	0	 5263 938c ff0b ff14
0x004DD3D4	0x0000D884	0x000374E6	510	25105	5190000	6.000	0.000	1125	460	42000	25.000	65.000	0.000	55.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	500	5100400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	120	45	0	0	110	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	-1	0	 5263 938c ff0b ff15
0x004DD438	0x0000D9C0	0x000374F0	510	25106	5190000	6.000	0.000	1260	500	42000	26.000	67.000	0.000	58.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	600	5100500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	128	48	0	0	114	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	0	 5263 938c ff0b ff16
0x004DD49C	0x0000DAFC	0x000374FA	510	25107	5190000	6.000	0.000	1395	560	42000	27.000	69.000	0.000	61.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	700	5100600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	136	51	0	0	118	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	71	-1	0	 5263 938c ff0b ff17
0x004DD500	0x0000DC38	0x00037504	510	25108	5190000	6.000	0.000	1530	620	42000	28.000	71.000	0.000	64.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	800	5100700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	144	54	0	0	122	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	0	 5263 938c ff0b ff18
0x004DD564	0x0000DD74	0x0003750E	510	25109	5190000	6.000	0.000	1665	660	42000	29.000	73.000	0.000	67.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	900	5100800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	152	57	0	0	126	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	0	 5263 938c ff0b ff19
0x004DD5C8	0x0000DEB0	0x00037518	510	25110	5190000	6.000	0.000	1800	720	42000	30.000	75.000	0.000	70.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	1000	5100900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	160	60	0	0	130	20	0	0	30	0	5	7	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	0	 5263 938c ff0b ff11 ff10
0x004DF8F0	0x0000DFEC	0x00037524	510	25200	5190000	6.000	0.000	450	180	42000	20.000	55.000	0.000	40.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	0	5110000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	80	30	0	0	90	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	0	 5263 938c
0x004DF954	0x0000E128	0x0003752A	510	25201	5190000	6.000	0.000	585	240	42000	21.000	57.000	0.000	43.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	100	5110000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	88	33	0	0	94	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	0	 5263 938c ff0b ff11
0x004DF9B8	0x0000E264	0x00037534	510	25202	5190000	6.000	0.000	720	280	42000	22.000	59.000	0.000	46.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	200	5110100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	96	36	0	0	98	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	0	 5263 938c ff0b ff12
0x004DFA1C	0x0000E3A0	0x0003753E	510	25203	5190000	6.000	0.000	855	340	42000	23.000	61.000	0.000	49.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	300	5110200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	104	39	0	0	102	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	0	 5263 938c ff0b ff13
0x004DFA80	0x0000E4DC	0x00037548	510	25204	5190000	6.000	0.000	990	400	42000	24.000	63.000	0.000	52.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	400	5110300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	112	42	0	0	106	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	62	-1	0	 5263 938c ff0b ff14
0x004DFAE4	0x0000E618	0x00037552	510	25205	5190000	6.000	0.000	1125	460	42000	25.000	65.000	0.000	55.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	500	5110400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	120	45	0	0	110	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	-1	0	 5263 938c ff0b ff15
0x004DFB48	0x0000E754	0x0003755C	510	25206	5190000	6.000	0.000	1260	500	42000	26.000	67.000	0.000	58.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	600	5110500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	128	48	0	0	114	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	0	 5263 938c ff0b ff16
0x004DFBAC	0x0000E890	0x00037566	510	25207	5190000	6.000	0.000	1395	560	42000	27.000	69.000	0.000	61.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	700	5110600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	136	51	0	0	118	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	71	-1	0	 5263 938c ff0b ff17
0x004DFC10	0x0000E9CC	0x00037570	510	25208	5190000	6.000	0.000	1530	620	42000	28.000	71.000	0.000	64.000	30.0	30.0	30.0	30.0	-1	-1	-1	-1	-1	-1	800	5110700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.00	1.00	1.00	1.00	-1	-1	-1	1021	1004	200	200	1	10	144	54	0	0	122	20	0	0	30	0	5	-1	0	-1	7	0	4	37	2	0	50	50	0	1	0	0	23	10	12	0	0	99	0	0	10	20	0	2	0	0	0	30	30	30	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	10	400	300	-1	-1	-1	-1	415	415	-1	-1	-1	-1	-1	-1	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	0	 5263 938c ff0b ff18
