infoStartAddr:	0x30D0
numEntries:	0x94	148
title:	DUNGEON_SUB_FEAT_LOT_PARAM
paramStartAddr:	0x00000E20
entryID   	paramAddr 	infoAddr  	subFeatureNameId	requiredMaterialId	subFeatureId_1	subFeatureId_2	subFeatureId_3	subFeatureId_4	subFeatureId_5	subFeatureId_6	subFeatureId_7	subFeatureId_8	subFeatureId_9	subFeatureId_10	pad_0[2]	rate_1	rate_2	rate_3	rate_4	rate_5	rate_6	rate_7	rate_8	rate_9	rate_10
0x0097DFD3	0x00002338	0x00003B9A	0	0	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 30e6 30cb 30fc 30af 30a2 30a4 30c6 30e0
0x0097DFE2	0x00002374	0x00003BBA	0	0	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 8056 676f 30bf 30a4 30d7 88dc 6b63
0x0097DFEC	0x000023B0	0x00003BCA	0	0	67	68	-1	-1	-1	-1	-1	-1	-1	-1	0	20.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 0034 0046 958b 653e
0x0097DFBF	0x000023EC	0x00003BE2	0	0	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 8056 676f 30bf 30a4 30d7 88dc 6b63 0032
0x0000EACE	0x00002428	0x00003C02	280110	60110	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30c8 30a5 30e1 30eb 005f 546a 3044 ff1a 6575 5f37 5316
0x0000EAD8	0x00002464	0x00003C32	280120	60120	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30c8 30a5 30e1 30eb 005f 546a 3044 ff1a 7279 6b8a 5f37 6575
0x0000EB0A	0x000024A0	0x00003C64	280170	60170	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30c8 30a5 30e1 30eb 005f 546a 3044 ff1a 546a 3044
0x0000F29E	0x000024DC	0x00003C92	280110	62110	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30ed 30fc 30e9 30f3 005f 546a 3044 ff1a 6575 5f37 5316
0x0000F2A8	0x00002518	0x00003CC2	280120	62120	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30ed 30fc 30e9 30f3 005f 546a 3044 ff1a 7279 6b8a 5f37 6575
0x0000F2DA	0x00002554	0x00003CF4	280170	62170	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30ed 30fc 30e9 30f3 005f 546a 3044 ff1a 546a 3044
0x0000F686	0x00002590	0x00003D22	280110	63110	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30a4 30ba 005f 546a 3044 ff1a 6575 5f37 5316
0x0000F690	0x000025CC	0x00003D4E	280120	63120	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30a4 30ba 005f 546a 3044 ff1a 7279 6b8a 5f37 6575
0x0000F6C2	0x00002608	0x00003D7C	280170	63170	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0036 3011 30a4 30ba 005f 546a 3044 ff1a 546a 3044
0x000111DE	0x00002644	0x00003DA6	280110	70110	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 546a 3044 ff1a 6575 5f37 5316
0x000111E8	0x00002680	0x00003DD6	280120	70120	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 546a 3044 ff1a 7279 6b8a 5f37 6575
0x0001121A	0x000026BC	0x00003E08	280170	70170	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 546a 3044 ff1a 546a 3044
0x00011260	0x000026F8	0x00003E36	280140	70240	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 30de 30eb 30c1 ff1a 6575 5bfe 30de 30eb 30c1
0x000112A6	0x00002734	0x00003E6C	280110	70310	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 3072 3069 3044 546a 3044 ff1a 6575 5f37 5316
0x000112B0	0x00002770	0x00003EA2	280120	70320	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 3072 3069 3044 546a 3044 ff1a 7279 6b8a 5f37 6575
0x000112E2	0x000027AC	0x00003EDA	280170	70370	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 3072 3069 3044 546a 3044 ff1a 546a 3044
0x000112EC	0x000027E8	0x00003F0E	280171	70380	71	72	-1	-1	-1	-1	-1	-1	-1	-1	0	60.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30c8 30a5 30e1 30eb 005f 3072 3069 3044 546a 3044 ff1a 3072 3069 3044 546a 3044
0x000119AE	0x00002824	0x00003F48	280110	72110	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 546a 3044 ff1a 6575 5f37 5316
0x000119B8	0x00002860	0x00003F78	280120	72120	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 546a 3044 ff1a 7279 6b8a 5f37 6575
0x000119EA	0x0000289C	0x00003FAA	280170	72170	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 546a 3044 ff1a 546a 3044
0x00011A30	0x000028D8	0x00003FD8	280140	72240	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 30de 30eb 30c1 ff1a 6575 5bfe 30de 30eb 30c1
0x00011A76	0x00002914	0x0000400E	280110	72310	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 3072 3069 3044 546a 3044 ff1a 6575 5f37 5316
0x00011A80	0x00002950	0x00004044	280120	72320	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 3072 3069 3044 546a 3044 ff1a 7279 6b8a 5f37 6575
0x00011AB2	0x0000298C	0x0000407C	280170	72370	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 3072 3069 3044 546a 3044 ff1a 546a 3044
0x00011ABC	0x000029C8	0x000040B0	280171	72380	71	72	-1	-1	-1	-1	-1	-1	-1	-1	0	60.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30ed 30fc 30e9 30f3 005f 3072 3069 3044 546a 3044 ff1a 3072 3069 3044 546a 3044
0x00011D96	0x00002A04	0x000040EA	280110	73110	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 546a 3044 ff1a 6575 5f37 5316
0x00011DA0	0x00002A40	0x00004116	280120	73120	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 546a 3044 ff1a 7279 6b8a 5f37 6575
0x00011DD2	0x00002A7C	0x00004144	280170	73170	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 546a 3044 ff1a 546a 3044
0x00011E18	0x00002AB8	0x0000416E	280140	73240	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 30de 30eb 30c1 ff1a 6575 5bfe 30de 30eb 30c1
0x00011E5E	0x00002AF4	0x000041A0	280110	73310	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 3072 3069 3044 546a 3044 ff1a 6575 5f37 5316
0x00011E68	0x00002B30	0x000041D2	280120	73320	20	21	22	23	24	25	26	27	28	29	0	20.00	15.00	20.00	15.00	5.00	5.00	5.00	5.00	5.00	5.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 3072 3069 3044 546a 3044 ff1a 7279 6b8a 5f37 6575
0x00011E9A	0x00002B6C	0x00004206	280170	73370	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 3072 3069 3044 546a 3044 ff1a 546a 3044
0x00011EA4	0x00002BA8	0x00004236	280171	73380	71	72	-1	-1	-1	-1	-1	-1	-1	-1	0	60.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 81ea 52d5 751f 6210 8056 676f 3010 30ec 30d9 30eb 0037 3011 30a4 30ba 005f 3072 3069 3044 546a 3044 ff1a 3072 3069 3044 546a 3044
0x3B1175C0	0x00002BE4	0x0000426C	0	0	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 6bd2 ff1a 56fa 5b9a 5c02 7528
0x3B4EA63E	0x00002C20	0x00004288	0	0	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0031 0031
0x3B4EA648	0x00002C5C	0x000042A8	0	0	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0031 0032
0x3B4EA652	0x00002C98	0x000042C8	0	0	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0031 0033
0x3B4EA65C	0x00002CD4	0x000042E8	0	0	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0031 0034
0x3B4EA6AC	0x00002D10	0x00004308	0	0	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0032 0032
0x3B4EA6B6	0x00002D4C	0x00004328	0	0	95	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0032 0033
0x3B4EA724	0x00002D88	0x00004348	0	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0033 0034
0x3B4EA72E	0x00002DC4	0x00004368	0	0	97	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0033 0035
0x3B4EA792	0x00002E00	0x00004388	0	0	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0034 0035
0x3B5DC100	0x00002E3C	0x000043A8	0	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 0034 0046 958b 653e ff1a 56fa 5b9a 5c02 7528
0x3B5F47A0	0x00002E78	0x000043CA	0	0	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 0034 0046 958b 653e ff1a 56fa 5b9a 5c02 7528 ff1a 9b54 77f3 88dc 6b63 0031 0030 0031 0033
0x3B60CE40	0x00002EB4	0x000043FE	0	0	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 9b54 77f3 88dc 6b63 0031 0030 0031 0033 306e 307f
0x3B6D0340	0x00002EF0	0x00004422	0	0	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 30b5 30d6 7279 5fb4 5019 88dc ff1a 546a 3044 ff1a 56fa 5b9a 5c02 7528
0x3B77B1A0	0x00002F2C	0x00004440	0	0	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 751f 6210 30c0 30f3 30b8 30e7 30f3 30fb 30ec 30d9 30eb ff12 30c8 30a5 30e1 30eb
0x3B793840	0x00002F68	0x00004462	0	0	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 56fa 5b9a 30c0 30f3 30b8 30e7 30f3 5171 901a
0x3B83E6A0	0x00002FA4	0x00004476	0	0	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 56fa 5b9a 30c0 30f3 30b8 30e7 30f3 ff1a 30de 30eb 30c1 8056 676f 0031
0x3B856D40	0x00002FE0	0x00004494	0	0	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 56fa 5b9a 30c0 30f3 30b8 30e7 30f3 ff1a 30de 30eb 30c1 8056 676f 0032
0x3B86F3E0	0x0000301C	0x000044B2	0	0	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 56fa 5b9a 30c0 30f3 30b8 30e7 30f3 ff1a 30de 30eb 30c1 8056 676f 0033
0x3B887A80	0x00003058	0x000044D0	0	0	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 56fa 5b9a 30c0 30f3 30b8 30e7 30f3 ff1a 30de 30eb 30c1 8056 676f 0034
