infoStartAddr:	0x2DA00
numEntries:	0x458	1112
title:	GEM_GEN_PARAM_ST
paramStartAddr:	0x00006880
entryID   	paramAddr 	infoAddr  	isUnique:1	pad_0[4]	gemNameIdOffset	disableSlotRateModify:1	slotTypeRateA	slotTypeRateB	slotTypeRateC	slotTypeRateD	slotTypeRateE	slotTypeRateF	gemRankDoping	pad_1[3]	gemeffectGenParamType_0	gemeffectGenParam_0	manifestRate_0	negativizeRate_0	gemeffectGenParamType_1	gemeffectGenParam_1	manifestRate_1	negativizeRate_1	gemeffectGenParamType_2	gemeffectGenParam_2	manifestRate_2	negativizeRate_2	gemeffectGenParamType_3	gemeffectGenParam_3	manifestRate_3	negativizeRate_3	gemeffectGenParamType_4	gemeffectGenParam_4	manifestRate_4	negativizeRate_4	gemeffectGenParamType_5	gemeffectGenParam_5	manifestRate_5	negativizeRate_5	equipableSegmentBody:1	equipableSegmentWeapon:1	unremovable:1	isGuestDrop:1
0x0000CF08	0x0000F5B0	0x0003000A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d5 30ec 30c3 30b7 30e5 30b4 30fc 30ec 30e0
0x0000CF09	0x0000F640	0x0003001E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-7459086882832384.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d5 30ec 30c3 30b7 30e5 30b4 30fc 30ec 30e0
0x0000CF12	0x0000F6D0	0x00030032	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	131072	-0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d5 30ec 30c3 30b7 30e5 30b4 30fc 30ec 30e0 3010 30dc 30b9 3011
0x0000CF13	0x0000F760	0x0003004E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	131072	-7459086882832384.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30d5 30ec 30c3 30b7 30e5 30b4 30fc 30ec 30e0 3010 30dc 30b9 3011
0x0000CF76	0x0000F7F0	0x0003006A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	131072	2214592512.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 708e 306e 7363 3010 30dc 30b9 3011
0x0000CF80	0x0000F880	0x0003007A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	2214592512.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 708e 306e 7363 3010 0044 30dc 30b9 3011
0x0000CFDA	0x0000F910	0x0003008C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	131072	446213011280336749326839528292352.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5d50 306e 7363 3010 30dc 30b9 3011
0x0000CFE4	0x0000F9A0	0x0003009C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	446213011280336749326839528292352.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5d50 306e 7363 3010 0044 30dc 30b9 3011
0x0000D048	0x0000FA30	0x000300AE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	750449155335111805686048297582592.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5d50 306e 7363 ff08 9aa8 ff09 3010 0044 30dc 30b9 3011
0x0000D0AC	0x0000FAC0	0x000300C6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	-0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 59cb 7956 30d3 30fc 30b9 30c8 3010 0044 30dc 30b9 3011
0x0000D0AD	0x0000FB50	0x000300DE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 59cb 7956 30d3 30fc 30b9 30c8 30fb 9996 306a 3057 3010 0044 30dc 30b9 3011
0x0000D106	0x0000FBE0	0x000300FE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	131072	-416.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 767d 75f4 306e 8718 86db 3010 30dc 30b9 3011
0x0000D110	0x0000FC70	0x00030112	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	-416.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 767d 75f4 306e 8718 86db 3010 0044 30dc 30b9 3011
0x0000D174	0x0000FD00	0x00030128	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	131072	-720.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 90aa 795e 3010 0044 30dc 30b9 3011
0x0000D1C4	0x0000FD90	0x00030138	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 6575 30a2 30d0 30bf 30fc
0x0000D1CE	0x0000FE20	0x00030144	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 6575 30a2 30d0 30bf 30fc 3010 30dc 30b9 3011
0x0000D228	0x0000FEB0	0x00030158	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8840 8210 3081
0x000138EE	0x0000FF40	0x00030160	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0031 0046
0x000138F8	0x0000FFD0	0x0003017C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0032 0046 002d 0033 0046
0x0001390C	0x00010060	0x0003019E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0034 0046
0x0001390D	0x000100F0	0x000301BA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-7459086882832384.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0034 0046
0x00013952	0x00010180	0x000301D6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 50fb 5893 0031 0046
0x0001395C	0x00010210	0x000301EE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 50fb 5893 0032 0046 002d 0033 0046
0x00013970	0x000102A0	0x0003020C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 50fb 5893 0034 0046
0x00013971	0x00010330	0x00030224	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 50fb 5893 0034 0046
0x00013972	0x000103C0	0x0003023C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	70328211781017665536.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 50fb 5893 0034 0046
0x000139B6	0x00010450	0x00030254	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-203099537695257701350637568.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0031 0046
0x000139B7	0x000104E0	0x00030270	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0031 0046
0x000139C0	0x00010570	0x0003028C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-338499229492096168917729280.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0032 0046 002d 0033 0046
0x000139C1	0x00010600	0x000302AE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0032 0046 002d 0033 0046
0x000139D4	0x00010690	0x000302D0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0034 0046
0x00013A1A	0x00010720	0x000302EC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-608.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30a4 30ba 0031 0046
0x00013A24	0x000107B0	0x00030304	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-1008.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30a4 30ba 0032 0046 002d 0033 0046
0x00013A38	0x00010840	0x00030322	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-720.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e9 30f3 30c0 30e0 5b9d 7bb1 3000 30a4 30ba 0034 0046
0x00013CD6	0x000108D0	0x0003033A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0031 0046
0x00013CE0	0x00010960	0x00030352	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0032 0046 002d 0033 0046
0x00013CF4	0x000109F0	0x00030370	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0034 0046
0x00013CF5	0x00010A80	0x00030388	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-7459086882832384.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30c8 30a5 30e1 30eb 0034 0046
0x00013D3A	0x00010B10	0x000303A0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 50fb 5893 0031 0046
0x00013D44	0x00010BA0	0x000303B4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 50fb 5893 0032 0046 002d 0033 0046
0x00013D58	0x00010C30	0x000303CE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 50fb 5893 0034 0046
0x00013D59	0x00010CC0	0x000303E2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 50fb 5893 0034 0046
0x00013D5A	0x00010D50	0x000303F6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	70328211781017665536.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 50fb 5893 0034 0046
0x00013D9E	0x00010DE0	0x0003040A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-203099537695257701350637568.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0031 0046
0x00013D9F	0x00010E70	0x00030422	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0031 0046
0x00013DA8	0x00010F00	0x0003043A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-338499229492096168917729280.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0032 0046 002d 0033 0046
0x00013DA9	0x00010F90	0x00030458	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0032 0046 002d 0033 0046
0x00013DBC	0x00011020	0x00030476	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30ed 30fc 30e9 30f3 0034 0046
0x00013E02	0x000110B0	0x0003048E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-608.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30a4 30ba 0031 0046
0x00013E0C	0x00011140	0x000304A2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-1008.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30a4 30ba 0032 0046 002d 0033 0046
0x00013E20	0x000111D0	0x000304BC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	-720.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7d42 7aef 5b9d 7bb1 3000 30a4 30ba 0034 0046
0x00015F90	0x00011260	0x000304D0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 72c2 6c17 306e 60aa 970a 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015F91	0x000112F0	0x000304EC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 72c2 6c17 306e 60aa 970a 0020 3010 50fb 5893 7cfb 3011
0x00015F92	0x00011380	0x00030504	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 72c2 6c17 306e 60aa 970a 0020 3010 30ed 30fc 30e9 30f3 7cfb 3011
0x00015F93	0x00011410	0x00030520	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 72c2 6c17 306e 60aa 970a 0020 3010 30a4 30ba 7cfb 3011
0x00015F9A	0x000114A0	0x00030538	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 307b 304a 305a 304d
0x00015FA4	0x00011530	0x00030542	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015FAE	0x000115C0	0x00030560	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 30fb 8d64 76ee 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015FB8	0x00011650	0x00030584	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 30fb 96cc 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015FC2	0x000116E0	0x000305A6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7fa4 8846 5973 0020 3010 50fb 5893 7cfb 3011
0x00015FCC	0x00011770	0x000305BA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	2293760.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 86c7 7389 ff08 5b50 ff09 30fb 5c0f 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015FD6	0x00011800	0x000305DA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	3932160.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 86c7 7389 ff08 5b50 ff09 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015FE0	0x00011890	0x000305F6	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	131072	10496.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 86c7 6cbc 304b 3089 306e 4f7f 8005 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00015FEA	0x00011920	0x00030616	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 6708 304b 3089 306e 4f7f 8005 0020 3010 30a4 30ba 7cfb 3011
0x00015FF4	0x000119B0	0x00030630	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 9280 306e 7363 306e 7737 5c5e 0020 3010 30ed 30fc 30e9 30f3 7cfb 3011
0x00015FFE	0x00011A40	0x0003064E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8840 8210 3081 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00016008	0x00011AD0	0x00030666	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	475008	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30df 30df 30c3 30af 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011 0020 7363 7279 52b9
0x00016009	0x00011B60	0x00030688	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	475008	131072	-7476907476290151785083914714076938240.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30df 30df 30c3 30af 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011 0020 6708 7279 52b9
0x00016012	0x00011BF0	0x000306AA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	1267650600228229401496703205376.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7262 756a 0041 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x0001601C	0x00011C80	0x000306C2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	2258002631656533621416002584576.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7262 756a 0042 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
0x00016026	0x00011D10	0x000306DA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 51e6 5211 4eba 0020 3010 30c8 30a5 30e1 30eb 7cfb 3011
