infoStartAddr:	0x3058
numEntries:	0xAB	171
title:	OBJ_ACT_PARAM_ST
paramStartAddr:	0x00001048
entryID   	paramAddr 	infoAddr  	actionEnableMsgId	actionFailedMsgId	spQualifiedPassEventFlag	playerAnimId	chrAnimId	validDist	spQualifiedId	spQualifiedId2	objDummyId	pad0[1]	objAnimId	validPlayerAngle	spQualifiedType	spQualifiedType2	validObjAngle	chrSorbType	eventKickTiming	pad1[2]	actionButtonParamId	actionSuccessMsgId
0x0024C656	0x00002788	0x00003DC6	0	10010161	-1	101100	7110	0	4150	0	100		1	0	2	0	0	0	1		7000	-1	 006d 0032 0034 005f 0030 0031 005f 5c0f 6249 005f 958b 9589 53ef 80fd 005f 4e00 65b9 901a 884c
0x0024C660	0x000027B8	0x00003DEE	0	10010163	-1	101112	7120	0	4000	0	120		1	0	1	0	0	0	1		7002	10010850	 006d 0032 0034 005f 0030 0031 005f 6249 005f 30ac 30b9 30b3 30a4 30f3 30dc 30b9 90e8 5c4b
0x0024C66A	0x000027E8	0x00003E14	0	-1	-1	101111	7120	0	0	0	120		1	0	0	0	0	0	1		7002	-1	 006d 0032 0034 005f 0030 0031 005f 6249 005f 0053 0043 7528 9244 683c 5b50 6249
0x0024ED20	0x00002818	0x00003E36	0	-1	-1	101150	7100	0	0	0	191		1	0	0	0	0	0	0		7100	-1	 006d 0032 0034 005f 0030 0032 005f 30ec 30d0 30fc
0x0024ED2A	0x00002848	0x00003E4C	0	10010161	-1	101100	7110	70	0	0	100		1	60	0	0	30	0	1		7000	-1	 006d 0032 0034 005f 0030 0032 005f 5b64 5150 9662 0032 0046 5c0f 6249 005f 9375 306a 3057
0x0024ED34	0x00002878	0x00003E72	0	10010163	-1	101110	7120	0	4006	0	120		1	0	1	0	0	0	1		7000	10010870	 006d 0032 0034 005f 0030 0032 005f 9375 3064 304d 4e21 958b 304d 6249 005f 5b64 5150 9662 0031 0046
0x0024ED3E	0x000028A8	0x00003E9C	0	-1	-1	101110	7120	0	0	0	120		1	0	0	0	0	0	1		7000	-1	 006d 0032 0034 005f 0030 0032 005f 4e21 958b 304d 6249 005f 5b64 5150 9662 0032 0046
0x0024ED48	0x000028D8	0x00003EC0	0	10010161	-1	101100	7110	70	4150	0	100		1	60	2	0	30	0	1		7000	-1	 006d 0032 0034 005f 0030 0032 005f 5b64 5150 9662 0032 0046 5c0f 6249 005f 4e00 65b9 901a 884c
0x002625A0	0x00002908	0x00003EE8	0	-1	-1	101150	7100	0	0	0	191		0	0	0	0	0	0	0		7100	-1	 006d 0032 0035 005f 0030 0030 0020 66f8 5eab 4ed5 639b 3051 30ec 30d0 30fc
0x002625AA	0x00002938	0x00003F08	0	-1	-1	101150	7100	0	0	0	191		0	0	0	0	0	0	0		7100	-1	 006d 0032 0035 005f 0030 0030 0020 0053 0043 30a8 30ec 30d9 30fc 30bf 30fc 30ec 30d0 30fc
0x0027AC40	0x00002968	0x00003F2E	0	-1	-1	101150	7100	0	0	0	191		1	0	0	0	0	0	0		7100	-1	 006d 0032 0036 005f 0030 0030 005f 30ec 30d0 30fc
0x0027AC4A	0x00002998	0x00003F44	0	-1	-1	101112	7120	0	0	0	120		1	0	0	0	0	0	1		7000	-1	 006d 0032 0036 005f 0030 0030 005f 793c 62dd 5802 6249
0x0027AC54	0x000029C8	0x00003F5C	0	10010163	-1	101120	7110	0	4009	0	121		0	0	1	0	0	0	1		7010	10010873	 006d 0032 0036 005f 0030 0030 005f 90aa 773c 6a4b 6249 005f 8868
0x0027AC55	0x000029F8	0x00003F78	0	10010163	-1	101120	7110	0	4009	0	123		0	0	1	0	0	0	1		7011	10010873	 006d 0032 0036 005f 0030 0030 005f 90aa 773c 6a4b 6249 005f 88cf
0x002932E0	0x00002A28	0x00003F94	0	-1	-1	101150	7100	0	0	0	191		1	0	0	0	0	0	0		7100	-1	 30ec 30d0 30fc ff08 30b7 30e7 30fc 30c8 30ab 30c3 30c8 002f 30a8 30ec 30d9 30fc 30bf 30fc 4e0a 4e0b ff09
0x002932EA	0x00002A58	0x00003FC0	0	10010161	-1	101104	7110	0	0	0	121		1	0	0	0	0	0	1		2700000	-1	 006d 0032 0037 005f 0030 0030 005f 4e00 65b9 901a 884c 6249 005f 98a8 8eca 5c0f 5c4b
0x002932F4	0x00002A88	0x00003FE4	0	10010163	-1	101111	7020	0	4008	0	120		1	0	1	0	0	0	1		7000	10010872	 006d 0032 0037 005f 0030 0030 005f 5927 5b66 3078 306e 6249
0x002932FE	0x00002AB8	0x00003FFE	0	10010161	-1	101104	7110	0	0	0	121		1	0	0	0	0	0	1		2700002	-1	 006d 0032 0037 005f 0030 0030 005f 30b7 30e7 30fc 30c8 30ab 30c3 30c8 306e 9580
0x002AB980	0x00002AE8	0x00004020	10010400	10010161	-1	101100	7110	70	4150	0	100		0	60	2	0	30	0	1		7000	-1	 006d 0032 0038 005f 0030 0030 005f 4e00 65b9 901a 884c 306e 6249 0030 0030
0x002AB98A	0x00002B18	0x00004040	0	10010163	-1	101111	7110	0	0	0	121		1	0	0	0	0	0	1		2800041	-1	 006d 0032 0038 005f 0030 0030 005f 4e21 958b 304d 306e 6249
0x002AB994	0x00002B48	0x0000405A	0	-1	-1	101111	7110	0	0	0	121		1	0	0	0	0	0	1		7031	-1	 006d 0032 0038 005f 0030 0030 0020 4e21 958b 304d 5c0f 0030 0034 005f 5c4b 5185 0033 005f 62bc 3059 5074
0x002C4020	0x00002B78	0x00004086	0	10010163	12910440	101120	7110	0	5000	0	121		0	0	1	0	0	0	1		7010	-1	 006d 0032 0039 005f 9375 4ed8 304d 6249 005f 0031 0046 30e1 30a4 30f3 30d6 30ed 30c3 30af 51fa 53e3
0x002C402A	0x00002BA8	0x000040B0	0	10010163	12910440	101120	7110	0	5001	0	121		0	0	1	0	0	0	1		7010	-1	 006d 0032 0039 005f 9375 4ed8 304d 6249 005f 0032 0046 30e1 30a4 30f3 30d6 30ed 30c3 30af 51fa 53e3
0x002C4034	0x00002BD8	0x000040DA	0	10010163	12910440	101120	7110	0	5002	0	121		0	0	1	0	0	0	1		7010	-1	 006d 0032 0039 005f 9375 4ed8 304d 6249 005f 0033 0046 30e1 30a4 30f3 30d6 30ed 30c3 30af 51fa 53e3
0x002C403E	0x00002C08	0x00004104	0	10010163	12910440	101120	7110	0	5003	0	121		0	0	1	0	0	0	1		7010	-1	 006d 0032 0039 005f 9375 4ed8 304d 6249 005f 0034 0046 30e1 30a4 30f3 30d6 30ed 30c3 30af 51fa 53e3
0x002C4084	0x00002C38	0x0000412E	0	10010163	-1	101120	7110	0	0	0	121		0	0	0	0	0	0	1		7010	-1	 006d 0032 0039 005f 0030 0030 0020 30d6 30ed 30c3 30af 6249 8868
0x002C4085	0x00002C68	0x0000414A	0	10010163	-1	101120	7110	0	0	0	123		0	0	0	0	0	0	1		7011	-1	 006d 0032 0039 005f 0030 0030 0020 30d6 30ed 30c3 30af 6249 88cf
0x002C478C	0x00002C98	0x00004166	0	10010740	-1	101112	7120	0	9920	0	121		0	0	2	0	0	0	1		7010	-1	 006d 0032 0039 005f 0030 0030 0020 5927 30dc 30b9 6249
0x002C4796	0x00002CC8	0x0000417E	0	10010740	-1	101112	7120	0	9920	0	121		0	0	2	0	0	0	1		7010	-1	 006d 0032 0039 005f 0030 0030 0020 4e2d 30dc 30b9 6249
0x002C47A0	0x00002CF8	0x00004196	0	10010740	-1	101115	7120	0	9920	0	121		0	0	2	0	0	0	1		7010	-1	 006d 0032 0039 005f 0030 0030 0020 5c0f 30dc 30b9 6249
0x002C47F0	0x00002D28	0x000041AE	0	-1	-1	101151	7100	0	0	0	191		1	0	0	0	0	0	1		7100	-1	 006d 0032 0039 005f 0030 0030 0020 30e1 30a4 30f3 30d6 30ed 30c3 30af 6249 30ec 30d0 30fc
0x002C6730	0x00002D58	0x000041D4	0	10010163	-1	101121	7110	0	0	0	121		0	0	0	0	0	0	1		7010	-1	 006d 0032 0030 005f 0030 0030 0020 6249 6301 3061 4e0a 3052 005f 8868
0x002C673A	0x00002D88	0x000041F2	0	10010163	-1	101121	7110	0	0	0	123		0	0	0	0	0	0	1		7011	-1	 006d 0032 0030 005f 0031 0030 0020 6249 6301 3061 4e0a 3052 005f 88cf
0x002C6B18	0x00002DB8	0x00004210	0	10010163	-1	101120	7110	0	0	0	121		0	0	0	0	0	0	1		7010	-1	 006d 0032 0030 005f 0030 0030 0020 30d6 30ed 30c3 30af 6249 6301 3061 4e0a 3052 005f 8868
0x002C6B22	0x00002DE8	0x00004236	0	10010163	-1	101120	7110	0	0	0	123		0	0	0	0	0	0	1		7011	-1	 006d 0032 0030 005f 0031 0030 0020 30d6 30ed 30c3 30af 6249 6301 3061 4e0a 3052 005f 88cf
0x002C99F8	0x00002E18	0x0000425C	0	-1	-1	101144	7524	0	0	0	191		0	0	0	0	0	0	1		7230	-1	 006d 0032 0039 005f 30d6 30ed 30c3 30af 5b9d 7bb1
0x002C9DE0	0x00002E48	0x00004272	0	-1	-1	101143	7524	0	0	0	191		0	0	0	0	0	0	1		7220	-1	 006d 0032 0039 005f 9ed2 3044 5b9d 7bb1
0x002CB99C	0x00002E78	0x00004284	0	-1	-1	101230	7100	0	0	0	191		1	0	0	0	0	0	0		7100	-1	 006d 0032 0039 005f 0030 0030 005f 8df3 306d 6a4b 30ec 30d0 30fc
0x002CBD20	0x00002EA8	0x000042A0	0	-1	-1	101240	7100	0	0	0	191		1	0	0	0	0	0	1		7100	-1	 006d 0032 0039 005f 0030 0030 005f 5927 7832 767a 5c04
0x0030D400	0x00002ED8	0x000042B8	0	-1	-1	101116	7110	0	0	0	125		10	0	0	0	0	0	1		3200000	-1	 006d 0033 0032 005f 0030 0030 005f 5927 6249 005f 60aa 5922 6559 5ba4 005f 6545 90f7 884c 304d
0x0030D401	0x00002F08	0x000042E0	0	-1	-1	101116	7110	0	0	0	125		10	0	0	0	0	0	1		3200001	-1	 006d 0033 0032 005f 0030 0030 005f 5927 6249 005f 60aa 5922 6559 5ba4 005f 0054 0052 884c 304d
0x0030D414	0x00002F38	0x00004308	0	-1	-1	101114	7110	0	0	0	120		1	0	0	0	0	0	1		3200000	-1	 006d 0033 0032 005f 0030 0030 005f 5c0f 6249 005f 5f15 3044 3066 958b 3051 308b
0x0030D415	0x00002F68	0x0000432A	0	-1	-1	101113	7110	0	0	0	121		1	0	0	0	0	0	1		3200001	-1	 006d 0033 0032 005f 0030 0030 005f 5c0f 6249 005f 62bc 3057 3066 958b 3051 308b
0x0030D41E	0x00002F98	0x0000434C	0	10010163	-1	101114	7110	0	4012	0	120		1	0	1	0	0	0	1		7030	10010876	 006d 0033 0032 005f 0030 0030 005f 4e21 958b 304d 5c0f 6249 005f 5f15 3044 3066 958b 3051 308b 005f 9375 4ed8 304d
0x0030D428	0x00002FC8	0x0000437C	0	10010163	-1	101113	7110	0	4013	0	121		1	0	1	0	0	0	1		7031	10010877	 006d 0033 0032 005f 0030 0030 005f 4e21 958b 304d 5c0f 6249 005f 30c6 30e9 30b9
0x00970FE0	0x00002FF8	0x0000439E	0	-1	-1	0	0	0	0	0	0		1	0	0	0	0	0	1		6000	-1	 006d 0039 0039 005f 0058 0058 005f 68fa
