infoStartAddr:	0x36F0
numEntries:	0x7D	125
title:	DECAL_PARAM_ST
paramStartAddr:	0x00000BF8
entryID   	paramAddr 	infoAddr  	textureId	dmypolyId	pitchAngle	yawAngle	nearDistance	farDistance	nearSize	farSize	maskSpeffectId	randomVariationNum:4	replaceTextureId_byMaterial:1	dmypolyCategory:2	decalShapeType:4	useDeferredDecal:1	usePaintDecal:1	targetAttackChr:1	targetDamageChr:1	targetOtherChr:1	targetMapObj:1	usePom:1	randomSizeMin	randomSizeMax	randomRollMin	randomRollMax	randomPitchMin	randomPitchMax	randomYawMin	randomYawMax	pomHightScale	pomSampleMin	pomSampleMax	pad_00[14]
0x0000032A	0x00002720	0x00003DD6	53021102	7	-146.0	180.0	-1.5	4.2	5.0	5.0	480	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 982d 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000032B	0x00002778	0x00003DFE	53021100	7	-30.0	170.0	0.0	20.0	8.0	8.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 6b63 9762 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000032C	0x000027D0	0x00003E2C	53021100	7	-30.0	170.0	0.0	20.0	8.0	8.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 6b63 9762 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000032D	0x00002828	0x00003E5A	43011000	7	-70.0	-2.0	-1.5	20.0	8.0	8.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 53f3 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000032E	0x00002880	0x00003E86	43011000	7	-70.0	-2.0	-1.5	20.0	8.0	8.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 53f3 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000032F	0x000028D8	0x00003EB2	43011000	7	-70.0	-2.0	-1.5	20.0	8.0	8.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5de6 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000330	0x00002930	0x00003EDE	43011000	7	-70.0	-2.0	-1.5	20.0	8.0	8.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5de6 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000331	0x00002988	0x00003F0A	53021102	7	-146.0	180.0	-1.5	4.2	8.0	8.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 982d 7834 58ca ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000038F	0x000029E0	0x00003F34	53021100	204	-30.0	170.0	0.0	20.0	9.0	9.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 652f 67f1 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000390	0x00002A38	0x00003F64	53021100	204	-30.0	170.0	0.0	20.0	10.0	10.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 652f 67f1 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000391	0x00002A90	0x00003F94	53021101	204	-30.0	170.0	0.0	20.0	12.0	12.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 652f 67f1 7834 58ca 0032 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000392	0x00002AE8	0x00003FC4	53021100	8	-60.0	110.0	-1.5	20.0	9.0	9.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 53f3 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000393	0x00002B40	0x00003FF2	53021100	8	-60.0	80.0	-1.5	20.0	10.0	10.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 53f3 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000394	0x00002B98	0x00004020	53021102	8	-50.0	40.0	-1.5	20.0	8.0	8.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 53f3 7834 58ca 0032 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000395	0x00002BF0	0x0000404E	53021100	8	-70.0	-110.0	-1.5	20.0	9.0	9.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 5de6 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000396	0x00002C48	0x0000407C	53021100	8	-70.0	-70.0	-1.5	20.0	10.0	10.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 5de6 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000397	0x00002CA0	0x000040AA	53021102	8	-50.0	-40.0	-1.5	20.0	8.0	8.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 5de6 7834 58ca 0032 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000398	0x00002CF8	0x000040D8	53021100	8	-90.0	0.0	0.0	20.0	10.0	10.0	-1	0	0	0	0	1	1	1	1	1	1	0	25600	25600	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 982d 7834 58ca 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000399	0x00002D50	0x00004106	53021100	8	-70.0	0.0	0.0	20.0	12.0	12.0	-1	0	0	0	0	1	1	1	1	1	1	0	25600	25600	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 982d 7834 58ca 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x0000039A	0x00002DA8	0x00004134	53021101	8	-90.0	0.0	0.0	20.0	12.0	12.0	-1	0	0	0	0	1	1	0	0	0	1	0	25600	25600	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 306a 308a 305d 3053 306a 3044 306e 90aa 795e ff08 982d 7834 58ca 0032 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x000003E8	0x00002E00	0x00004162	33021100	203	-90.0	0.0	-0.5	8.0	2.0	2.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0031 005f 8840 3000 30de 30c3 30d7
0x000003E9	0x00002E58	0x00004180	33021101	203	-90.0	0.0	-0.5	8.0	2.0	2.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0032 005f 8840 3000 30de 30c3 30d7
0x000003EA	0x00002EB0	0x0000419E	33021102	210	-45.0	90.0	0.0	8.0	4.0	4.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0033 005f 8840 3000 30de 30c3 30d7
0x000003EB	0x00002F08	0x000041BC	33021101	90	-120.0	0.0	-0.1	8.0	2.0	2.0	-1	0	0	0	0	0	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0034 005f 8840 0020 30ad 30e3 30e9
0x000003EC	0x00002F60	0x000041DA	33021100	107	-120.0	0.0	-0.1	8.0	4.0	4.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 9854 0031 005f 8840 3000 30ad 30e3 30e9 002c 30de 30c3 30d7
0x000003ED	0x00002FB8	0x00004200	33021102	210	-67.5	-90.0	0.0	8.0	4.0	4.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 80cc 9762 6295 3052 ff08 0031 0030 0030 0032 306e 5de6 53f3 53cd 8ee2 7248 ff09 3000 30de 30c3 30d7
0x000003F2	0x00003010	0x0000422A	43011002	203	-90.0	0.0	-0.5	8.0	2.0	2.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0031 005f 7c98 6db2 3000 30de 30c3 30d7
0x000003F3	0x00003068	0x0000424A	43011002	203	-90.0	0.0	-0.5	8.0	2.0	2.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0032 005f 7c98 6db2 3000 30de 30c3 30d7
0x000003F4	0x000030C0	0x0000426A	43011002	210	-45.0	90.0	0.0	8.0	4.0	4.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0033 005f 7c98 6db2 3000 30de 30c3 30d7
0x000003F5	0x00003118	0x0000428A	43011002	90	-120.0	0.0	-0.1	8.0	2.0	2.0	-1	0	0	0	0	0	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 80f4 0034 005f 7c98 6db2 0020 30ad 30e3 30e9
0x000003F6	0x00003170	0x000042AA	43011002	107	-120.0	0.0	-0.1	8.0	4.0	4.0	-1	0	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 30d1 30ea 30a3 6295 3052 005f 9854 0031 005f 7c98 6db2 3000 30ad 30e3 30e9 002c 30de 30c3 30d7
0x000003F7	0x000031C8	0x000042D2	43011002	210	-67.5	-90.0	0.0	8.0	4.0	4.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 80cc 9762 6295 3052 ff08 0031 0030 0031 0032 306e 5de6 53f3 53cd 8ee2 7248 ff09 3000 30de 30c3 30d7
0x0000044C	0x00003220	0x000042FC	11011000	203	-90.0	0.0	-1.0	2.0	2.0	2.0	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 5c0f ff09 005f 8840 888b 7834 88c2 005f 4e0a 3000 0050 0043 002d 30de 30c3 30d7
0x0000044D	0x00003278	0x00004326	33021100	5	-90.0	0.0	-1.0	2.0	2.0	2.0	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 5c0f ff09 005f 8840 888b 7834 88c2 005f 4e0b 3000 0050 0043 002d 30de 30c3 30d7
0x0000044E	0x000032D0	0x00004350	11011000	203	-90.0	0.0	-1.0	3.5	3.5	3.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 4e2d ff09 005f 8840 888b 7834 88c2 005f 4e0a 3000 0050 0043 002d 30de 30c3 30d7
0x0000044F	0x00003328	0x0000437A	33021100	5	-90.0	0.0	-1.0	3.5	3.5	3.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 4e2d ff09 005f 8840 888b 7834 88c2 005f 4e0b 3000 0050 0043 002d 30de 30c3 30d7
0x00000450	0x00003380	0x000043A4	11011000	203	-90.0	0.0	-1.0	5.5	5.5	5.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 5927 ff09 005f 8840 888b 7834 88c2 005f 4e0a 3000 0050 0043 002d 30de 30c3 30d7
0x00000451	0x000033D8	0x000043CE	11011000	5	-90.0	0.0	-1.0	5.5	5.5	5.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 5927 ff09 005f 8840 888b 7834 88c2 005f 4e0b 3000 0050 0043 002d 30de 30c3 30d7
0x00000452	0x00003430	0x000043F8	11011000	203	-90.0	0.0	-1.0	8.5	8.5	8.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 7279 5927 ff09 005f 8840 888b 7834 88c2 005f 4e0a 3000 0050 0043 002d 30de 30c3 30d7
0x00000453	0x00003488	0x00004424	11011000	5	-90.0	0.0	-1.0	8.5	8.5	8.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 8210 3081 ff08 7279 5927 ff09 005f 8840 888b 7834 88c2 005f 4e0b 3000 0050 0043 002d 30de 30c3 30d7
0x000004B0	0x000034E0	0x00004450	34011000	203	130.0	0.0	-2.5	5.5	5.5	5.5	-1	0	0	0	0	0	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 751f 8d04 306e 8857 005f 8840 3057 3076 304d 6cb8 304d 4e0a 5411 304d 3000 30ad 30e3 30e9
0x000004B1	0x00003538	0x00004476	34011000	203	-90.0	0.0	-2.5	10.0	5.5	5.5	-1	0	0	0	0	1	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 751f 8d04 306e 8857 005f 8840 3057 3076 304d 6cb8 304d 4e0b 5411 304d 3000 30ad 30e3 30e9 3001 30de 30c3 30d7
0x000004B2	0x00003590	0x000044A4	34011001	203	-90.0	0.0	-0.5	8.0	2.0	2.0	-1	0	0	0	0	1	0	0	0	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 751f 8d04 306e 8857 005f 8840 3057 3076 304d 6cb8 304d 4e0b 5411 304d 0028 5927 0029 3000 30de 30c3 30d7
0x00000514	0x000035E8	0x000044D0	11011000	45	-90.0	0.0	-2.5	2.5	5.0	5.0	-1	0	0	0	0	0	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 90aa 795e 005f 8155 3092 5f15 304d 629c 304f 3000 30ad 30e3 30e9
0x00000515	0x00003640	0x000044EC	11011000	75	-90.0	0.0	-2.5	2.5	5.0	5.0	-1	0	0	0	0	0	1	0	1	0	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 90aa 795e 005f 8155 3092 5f15 304d 629c 304f 3000 30ad 30e3 30e9
