infoStartAddr:	0xEBA68
numEntries:	0x3ED6	16086
title:	GEMEFFECT_PARAM_ST
paramStartAddr:	0x0005E450
entryID   	paramAddr 	infoAddr  	speffectId	categoryId	effectRank	rankMin	rankMax	disposalPrice	gemIconIdOffset	pad0[2]	gemNameIdOffset	speffectId_forAtk
0x00008EA5	0x0007B82C	0x00111976	36517	270500	17	0	100	-850	25	45	2605	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0031 0037
0x00008EA6	0x0007B850	0x001119A2	36518	270500	18	0	100	-900	25	45	2605	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0031 0038
0x00008EA7	0x0007B874	0x001119CE	36519	270500	19	0	100	-950	25	45	2605	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0031 0039
0x00008EA8	0x0007B898	0x001119FA	36520	270500	20	0	100	-1000	26	46	2606	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0032 0030
0x00008EF9	0x0007B8BC	0x00111A26	36601	270600	1	0	100	-60	20	40	2600	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031
0x00008EFA	0x0007B8E0	0x00111A50	36602	270600	2	0	100	-120	20	40	2600	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0032
0x00008EFB	0x0007B904	0x00111A7A	36603	270600	3	0	100	-180	20	40	2600	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0033
0x00008EFC	0x0007B928	0x00111AA4	36604	270600	4	0	100	-240	20	40	2600	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0034
0x00008EFD	0x0007B94C	0x00111ACE	36605	270600	5	0	100	-300	21	41	2601	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0035
0x00008EFE	0x0007B970	0x00111AF8	36606	270600	6	0	100	-360	21	41	2601	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0036
0x00008EFF	0x0007B994	0x00111B22	36607	270600	7	0	100	-420	21	41	2601	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0037
0x00008F00	0x0007B9B8	0x00111B4C	36608	270600	8	0	100	-480	22	42	2602	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0038
0x00008F01	0x0007B9DC	0x00111B76	36609	270600	9	0	100	-540	22	42	2602	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0039
0x00008F02	0x0007BA00	0x00111BA0	36610	270600	10	0	100	-600	22	42	2602	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0030
0x00008F03	0x0007BA24	0x00111BCC	36611	270600	11	0	100	-660	23	43	2603	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0031
0x00008F04	0x0007BA48	0x00111BF8	36612	270600	12	0	100	-720	23	43	2603	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0032
0x00008F05	0x0007BA6C	0x00111C24	36613	270600	13	0	100	-780	23	43	2603	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0033
0x00008F06	0x0007BA90	0x00111C50	36614	270600	14	0	100	-840	24	44	2604	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0034
0x00008F07	0x0007BAB4	0x00111C7C	36615	270600	15	0	100	-900	24	44	2604	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0035
0x00008F08	0x0007BAD8	0x00111CA8	36616	270600	16	0	100	-960	24	44	2604	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0036
0x00008F09	0x0007BAFC	0x00111CD4	36617	270600	17	0	100	-1020	25	45	2605	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0037
0x00008F0A	0x0007BB20	0x00111D00	36618	270600	18	0	100	-1080	25	45	2605	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0038
0x00008F0B	0x0007BB44	0x00111D2C	36619	270600	19	0	100	-1140	25	45	2605	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0031 0039
0x00008F0C	0x0007BB68	0x00111D58	36620	270600	20	0	100	-1200	26	46	2606	-1	 7279 653b 3010 6708 3011 500d 7387 002d 0020 0063 006f 0073 0074 0036 0020 0072 0061 006e 006b 0032 0030
0x000090ED	0x0007BB8C	0x00111D84	-1	280100	1	0	100	10	60	140	2700	37101	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031
0x000090EE	0x0007BBB0	0x00111DBA	-1	280100	2	0	100	20	60	140	2700	37102	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0032
0x000090EF	0x0007BBD4	0x00111DF0	-1	280100	3	0	100	30	60	140	2700	37103	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0033
0x000090F0	0x0007BBF8	0x00111E26	-1	280100	4	0	100	40	60	140	2700	37104	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0034
0x000090F1	0x0007BC1C	0x00111E5C	-1	280100	5	0	100	50	61	141	2701	37105	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0035
0x000090F2	0x0007BC40	0x00111E92	-1	280100	6	0	100	60	61	141	2701	37106	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0036
0x000090F3	0x0007BC64	0x00111EC8	-1	280100	7	0	100	70	61	141	2701	37107	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0037
0x000090F4	0x0007BC88	0x00111EFE	-1	280100	8	0	100	80	62	142	2702	37108	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0038
0x000090F5	0x0007BCAC	0x00111F34	-1	280100	9	0	100	90	62	142	2702	37109	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0039
0x000090F6	0x0007BCD0	0x00111F6A	-1	280100	10	0	100	100	62	142	2702	37110	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0030
0x000090F7	0x0007BCF4	0x00111FA2	-1	280100	11	0	100	110	63	143	2703	37111	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0031
0x000090F8	0x0007BD18	0x00111FDA	-1	280100	12	0	100	120	63	143	2703	37112	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0032
0x000090F9	0x0007BD3C	0x00112012	-1	280100	13	0	100	130	63	143	2703	37113	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0033
0x000090FA	0x0007BD60	0x0011204A	-1	280100	14	0	100	140	64	144	2704	37114	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0034
0x000090FB	0x0007BD84	0x00112082	-1	280100	15	0	100	150	64	144	2704	37115	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0035
0x000090FC	0x0007BDA8	0x001120BA	-1	280100	16	0	100	160	64	144	2704	37116	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0036
0x000090FD	0x0007BDCC	0x001120F2	-1	280100	17	0	100	170	65	145	2705	37117	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0037
0x000090FE	0x0007BDF0	0x0011212A	-1	280100	18	0	100	180	65	145	2705	37118	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0038
0x000090FF	0x0007BE14	0x00112162	-1	280100	19	0	100	190	65	145	2705	37119	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0031 0039
0x00009100	0x0007BE38	0x0011219A	-1	280100	20	0	100	200	66	146	2706	37120	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0031 0020 0072 0061 006e 006b 0032 0030
0x00009151	0x0007BE5C	0x001121D2	-1	280200	1	0	100	20	60	140	2700	37201	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031
0x00009152	0x0007BE80	0x00112208	-1	280200	2	0	100	40	60	140	2700	37202	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0032
0x00009153	0x0007BEA4	0x0011223E	-1	280200	3	0	100	60	60	140	2700	37203	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0033
0x00009154	0x0007BEC8	0x00112274	-1	280200	4	0	100	80	60	140	2700	37204	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0034
0x00009155	0x0007BEEC	0x001122AA	-1	280200	5	0	100	100	61	141	2701	37205	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0035
0x00009156	0x0007BF10	0x001122E0	-1	280200	6	0	100	120	61	141	2701	37206	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0036
0x00009157	0x0007BF34	0x00112316	-1	280200	7	0	100	140	61	141	2701	37207	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0037
0x00009158	0x0007BF58	0x0011234C	-1	280200	8	0	100	160	62	142	2702	37208	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0038
0x00009159	0x0007BF7C	0x00112382	-1	280200	9	0	100	180	62	142	2702	37209	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0039
0x0000915A	0x0007BFA0	0x001123B8	-1	280200	10	0	100	200	62	142	2702	37210	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0030
0x0000915B	0x0007BFC4	0x001123F0	-1	280200	11	0	100	220	63	143	2703	37211	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0031
0x0000915C	0x0007BFE8	0x00112428	-1	280200	12	0	100	240	63	143	2703	37212	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0032
0x0000915D	0x0007C00C	0x00112460	-1	280200	13	0	100	260	63	143	2703	37213	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0033
0x0000915E	0x0007C030	0x00112498	-1	280200	14	0	100	280	64	144	2704	37214	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0034
0x0000915F	0x0007C054	0x001124D0	-1	280200	15	0	100	300	64	144	2704	37215	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0035
0x00009160	0x0007C078	0x00112508	-1	280200	16	0	100	320	64	144	2704	37216	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0036
0x00009161	0x0007C09C	0x00112540	-1	280200	17	0	100	340	65	145	2705	37217	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0037
0x00009162	0x0007C0C0	0x00112578	-1	280200	18	0	100	360	65	145	2705	37218	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0038
0x00009163	0x0007C0E4	0x001125B0	-1	280200	19	0	100	380	65	145	2705	37219	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0031 0039
0x00009164	0x0007C108	0x001125E8	-1	280200	20	0	100	400	66	146	2706	37220	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0032 0020 0072 0061 006e 006b 0032 0030
0x000091B5	0x0007C12C	0x00112620	-1	280300	1	0	100	30	60	140	2700	37301	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031
0x000091B6	0x0007C150	0x00112656	-1	280300	2	0	100	60	60	140	2700	37302	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0032
0x000091B7	0x0007C174	0x0011268C	-1	280300	3	0	100	90	60	140	2700	37303	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0033
0x000091B8	0x0007C198	0x001126C2	-1	280300	4	0	100	120	60	140	2700	37304	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0034
0x000091B9	0x0007C1BC	0x001126F8	-1	280300	5	0	100	150	61	141	2701	37305	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0035
0x000091BA	0x0007C1E0	0x0011272E	-1	280300	6	0	100	180	61	141	2701	37306	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0036
0x000091BB	0x0007C204	0x00112764	-1	280300	7	0	100	210	61	141	2701	37307	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0037
0x000091BC	0x0007C228	0x0011279A	-1	280300	8	0	100	240	62	142	2702	37308	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0038
0x000091BD	0x0007C24C	0x001127D0	-1	280300	9	0	100	270	62	142	2702	37309	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0039
0x000091BE	0x0007C270	0x00112806	-1	280300	10	0	100	300	62	142	2702	37310	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0030
0x000091BF	0x0007C294	0x0011283E	-1	280300	11	0	100	330	63	143	2703	37311	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0031
0x000091C0	0x0007C2B8	0x00112876	-1	280300	12	0	100	360	63	143	2703	37312	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0032
0x000091C1	0x0007C2DC	0x001128AE	-1	280300	13	0	100	390	63	143	2703	37313	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0033
0x000091C2	0x0007C300	0x001128E6	-1	280300	14	0	100	420	64	144	2704	37314	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0034
0x000091C3	0x0007C324	0x0011291E	-1	280300	15	0	100	450	64	144	2704	37315	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0035
0x000091C4	0x0007C348	0x00112956	-1	280300	16	0	100	480	64	144	2704	37316	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0036
0x000091C5	0x0007C36C	0x0011298E	-1	280300	17	0	100	510	65	145	2705	37317	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0037
0x000091C6	0x0007C390	0x001129C6	-1	280300	18	0	100	540	65	145	2705	37318	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0038
0x000091C7	0x0007C3B4	0x001129FE	-1	280300	19	0	100	570	65	145	2705	37319	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0031 0039
0x000091C8	0x0007C3D8	0x00112A36	-1	280300	20	0	100	600	66	146	2706	37320	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0033 0020 0072 0061 006e 006b 0032 0030
0x00009219	0x0007C3FC	0x00112A6E	-1	280400	1	0	100	40	60	140	2700	37401	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031
0x0000921A	0x0007C420	0x00112AA4	-1	280400	2	0	100	80	60	140	2700	37402	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0032
0x0000921B	0x0007C444	0x00112ADA	-1	280400	3	0	100	120	60	140	2700	37403	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0033
0x0000921C	0x0007C468	0x00112B10	-1	280400	4	0	100	160	60	140	2700	37404	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0034
0x0000921D	0x0007C48C	0x00112B46	-1	280400	5	0	100	200	61	141	2701	37405	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0035
0x0000921E	0x0007C4B0	0x00112B7C	-1	280400	6	0	100	240	61	141	2701	37406	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0036
0x0000921F	0x0007C4D4	0x00112BB2	-1	280400	7	0	100	280	61	141	2701	37407	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0037
0x00009220	0x0007C4F8	0x00112BE8	-1	280400	8	0	100	320	62	142	2702	37408	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0038
0x00009221	0x0007C51C	0x00112C1E	-1	280400	9	0	100	360	62	142	2702	37409	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0039
0x00009222	0x0007C540	0x00112C54	-1	280400	10	0	100	400	62	142	2702	37410	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0030
0x00009223	0x0007C564	0x00112C8C	-1	280400	11	0	100	440	63	143	2703	37411	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0031
0x00009224	0x0007C588	0x00112CC4	-1	280400	12	0	100	480	63	143	2703	37412	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0032
0x00009225	0x0007C5AC	0x00112CFC	-1	280400	13	0	100	520	63	143	2703	37413	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0033
0x00009226	0x0007C5D0	0x00112D34	-1	280400	14	0	100	560	64	144	2704	37414	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0034
0x00009227	0x0007C5F4	0x00112D6C	-1	280400	15	0	100	600	64	144	2704	37415	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0035
0x00009228	0x0007C618	0x00112DA4	-1	280400	16	0	100	640	64	144	2704	37416	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0036
0x00009229	0x0007C63C	0x00112DDC	-1	280400	17	0	100	680	65	145	2705	37417	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0037
0x0000922A	0x0007C660	0x00112E14	-1	280400	18	0	100	720	65	145	2705	37418	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0038
0x0000922B	0x0007C684	0x00112E4C	-1	280400	19	0	100	760	65	145	2705	37419	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0031 0039
0x0000922C	0x0007C6A8	0x00112E84	-1	280400	20	0	100	800	66	146	2706	37420	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0034 0020 0072 0061 006e 006b 0032 0030
0x0000927D	0x0007C6CC	0x00112EBC	-1	280500	1	0	100	50	60	140	2700	37501	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0031
0x0000927E	0x0007C6F0	0x00112EF2	-1	280500	2	0	100	100	60	140	2700	37502	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0032
0x0000927F	0x0007C714	0x00112F28	-1	280500	3	0	100	150	60	140	2700	37503	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 56fa 5b9a 5024 002b 0020 0063 006f 0073 0074 0035 0020 0072 0061 006e 006b 0033
