infoStartAddr:	0xB710
numEntries:	0x28A	650
title:	WEAPON_GEN_PARAM_ST
paramStartAddr:	0x00003D30
entryID   	paramAddr 	infoAddr  	wepParamId	gemSlotType_0	gemGenId_0	gemSlotType_1	gemGenId_1	gemSlotType_2	gemGenId_2	gemSlotType_3	gemGenId_3	gemSlotType_4	gemGenId_4	equipableGemSegmentMask	reserveGemSlotNo_0	reserveGemSlotNo_1	reserveGemSlotNo_2
0x005B9168	0x000059E0	0x0000BE26	6001000	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 9577 9283 ff0b ff11 ff10
0x005CED10	0x00005A10	0x0000BE36	6090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 5de5 623f 9577 9283
0x005D1420	0x00005A40	0x0000BE44	6100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283
0x005D1484	0x00005A70	0x0000BE4E	6100100	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff11
0x005D14E8	0x00005AA0	0x0000BE5C	6100200	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff12
0x005D154C	0x00005AD0	0x0000BE6A	6100300	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff13
0x005D15B0	0x00005B00	0x0000BE78	6100400	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff14
0x005D1614	0x00005B30	0x0000BE86	6100500	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff15
0x005D1678	0x00005B60	0x0000BE94	6100600	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff16
0x005D16DC	0x00005B90	0x0000BEA2	6100700	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff17
0x005D1740	0x00005BC0	0x0000BEB0	6100800	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff18
0x005D17A4	0x00005BF0	0x0000BEBE	6100900	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff19
0x005D1808	0x00005C20	0x0000BECC	6101000	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 9577 9283 ff0b ff11 ff10
0x005E4CA0	0x00005C50	0x0000BEDC	6180000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09
0x005E4D04	0x00005C80	0x0000BEFA	6180100	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff11
0x005E4D68	0x00005CB0	0x0000BF1C	6180200	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff12
0x005E4DCC	0x00005CE0	0x0000BF3E	6180300	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff13
0x005E4E30	0x00005D10	0x0000BF60	6180400	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff14
0x005E4E94	0x00005D40	0x0000BF82	6180500	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff15
0x005E4EF8	0x00005D70	0x0000BFA4	6180600	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff16
0x005E4F5C	0x00005DA0	0x0000BFC6	6180700	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff17
0x005E4FC0	0x00005DD0	0x0000BFE8	6180800	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff18
0x005E5024	0x00005E00	0x0000C00A	6180900	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff19
0x005E5088	0x00005E30	0x0000C02C	6181000	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 3010 004e 0050 0043 5c02 7528 3011 6559 4f1a 9283 ff08 8840 7cca ff09 ff0b ff11 ff10
0x005E73B0	0x00005E60	0x0000C050	6190000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 6559 4f1a 9577 9283
0x006ACFC0	0x00005E90	0x0000C05E	7000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf
0x006AD024	0x00005EC0	0x0000C068	7000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff11
0x006AD088	0x00005EF0	0x0000C076	7000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff12
0x006AD0EC	0x00005F20	0x0000C084	7000300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff13
0x006AD150	0x00005F50	0x0000C092	7000400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff14
0x006AD1B4	0x00005F80	0x0000C0A0	7000500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff15
0x006AD218	0x00005FB0	0x0000C0AE	7000600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff16
0x006AD27C	0x00005FE0	0x0000C0BC	7000700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff17
0x006AD2E0	0x00006010	0x0000C0CA	7000800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff18
0x006AD344	0x00006040	0x0000C0D8	7000900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff19
0x006AD3A8	0x00006070	0x0000C0E6	7001000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 30ca 30bf ff0b ff11 ff10
0x006AF6D0	0x000060A0	0x0000C0F6	7010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf
0x006AF734	0x000060D0	0x0000C100	7010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff11
0x006AF798	0x00006100	0x0000C10E	7010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff12
0x006AF7FC	0x00006130	0x0000C11C	7010300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff13
0x006AF860	0x00006160	0x0000C12A	7010400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff14
0x006AF8C4	0x00006190	0x0000C138	7010500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff15
0x006AF928	0x000061C0	0x0000C146	7010600	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff16
0x006AF98C	0x000061F0	0x0000C154	7010700	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff17
0x006AF9F0	0x00006220	0x0000C162	7010800	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff18
0x006AFA54	0x00006250	0x0000C170	7010900	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff19
0x006AFAB8	0x00006280	0x0000C17E	7011000	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 30ca 30bf ff0b ff11 ff10
0x006B1DE0	0x000062B0	0x0000C18E	7020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf
0x006B1E44	0x000062E0	0x0000C198	7020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff11
0x006B1EA8	0x00006310	0x0000C1A6	7020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff12
0x006B1F0C	0x00006340	0x0000C1B4	7020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff13
0x006B1F70	0x00006370	0x0000C1C2	7020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff14
0x006B1FD4	0x000063A0	0x0000C1D0	7020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff15
0x006B2038	0x000063D0	0x0000C1DE	7020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff16
0x006B209C	0x00006400	0x0000C1EC	7020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff17
0x006B2100	0x00006430	0x0000C1FA	7020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff18
0x006B2164	0x00006460	0x0000C208	7020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff19
0x006B21C8	0x00006490	0x0000C216	7021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 30ca 30bf ff0b ff11 ff10
0x006C2F50	0x000064C0	0x0000C226	7090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 30ce 30b3 30ca 30bf
0x006C5660	0x000064F0	0x0000C234	7100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd
0x006C56C4	0x00006520	0x0000C23C	7100100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff11
0x006C5728	0x00006550	0x0000C248	7100200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff12
0x006C578C	0x00006580	0x0000C254	7100300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff13
0x006C57F0	0x000065B0	0x0000C260	7100400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff14
0x006C5854	0x000065E0	0x0000C26C	7100500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff15
0x006C58B8	0x00006610	0x0000C278	7100600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff16
0x006C591C	0x00006640	0x0000C284	7100700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff17
0x006C5980	0x00006670	0x0000C290	7100800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff18
0x006C59E4	0x000066A0	0x0000C29C	7100900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff19
0x006C5A48	0x000066D0	0x0000C2A8	7101000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 30ce 30b3 69cd ff0b ff11 ff10
0x006C7D70	0x00006700	0x0000C2B6	7110000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd
0x006C7DD4	0x00006730	0x0000C2BE	7110100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff11
0x006C7E38	0x00006760	0x0000C2CA	7110200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff12
0x006C7E9C	0x00006790	0x0000C2D6	7110300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff13
0x006C7F00	0x000067C0	0x0000C2E2	7110400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff14
0x006C7F64	0x000067F0	0x0000C2EE	7110500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff15
0x006C7FC8	0x00006820	0x0000C2FA	7110600	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff16
0x006C802C	0x00006850	0x0000C306	7110700	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff17
0x006C8090	0x00006880	0x0000C312	7110800	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff18
0x006C80F4	0x000068B0	0x0000C31E	7110900	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff19
0x006C8158	0x000068E0	0x0000C32A	7111000	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 30ce 30b3 69cd ff0b ff11 ff10
0x006CA480	0x00006910	0x0000C338	7120000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd
0x006CA4E4	0x00006940	0x0000C340	7120100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff11
0x006CA548	0x00006970	0x0000C34C	7120200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff12
0x006CA5AC	0x000069A0	0x0000C358	7120300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff13
0x006CA610	0x000069D0	0x0000C364	7120400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff14
0x006CA674	0x00006A00	0x0000C370	7120500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff15
0x006CA6D8	0x00006A30	0x0000C37C	7120600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff16
0x006CA73C	0x00006A60	0x0000C388	7120700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff17
0x006CA7A0	0x00006A90	0x0000C394	7120800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff18
0x006CA804	0x00006AC0	0x0000C3A0	7120900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff19
0x006CA868	0x00006AF0	0x0000C3AC	7121000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 30ce 30b3 69cd ff0b ff11 ff10
0x006DB5F0	0x00006B20	0x0000C3BA	7190000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 30ce 30b3 69cd
0x007A1200	0x00006B50	0x0000C3C6	8000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc
0x007A1264	0x00006B80	0x0000C3CE	8000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff11
0x007A12C8	0x00006BB0	0x0000C3DA	8000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff12
0x007A132C	0x00006BE0	0x0000C3E6	8000300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff13
0x007A1390	0x00006C10	0x0000C3F2	8000400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff14
0x007A13F4	0x00006C40	0x0000C3FE	8000500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff15
0x007A1458	0x00006C70	0x0000C40A	8000600	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff16
0x007A14BC	0x00006CA0	0x0000C416	8000700	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff17
0x007A1520	0x00006CD0	0x0000C422	8000800	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff18
0x007A1584	0x00006D00	0x0000C42E	8000900	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff19
0x007A15E8	0x00006D30	0x0000C43A	8001000	00000001	-1	00000002	-1	00000001	-1	80000100	-1	80000100	-1	1	1	2	1	 5263 5927 69cc ff0b ff11 ff10
0x007A3910	0x00006D60	0x0000C448	8010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc
0x007A3974	0x00006D90	0x0000C450	8010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff11
0x007A39D8	0x00006DC0	0x0000C45C	8010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff12
0x007A3A3C	0x00006DF0	0x0000C468	8010300	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff13
0x007A3AA0	0x00006E20	0x0000C474	8010400	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff14
0x007A3B04	0x00006E50	0x0000C480	8010500	00000001	-1	00000004	-1	80000100	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff15
0x007A3B68	0x00006E80	0x0000C48C	8010600	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff16
0x007A3BCC	0x00006EB0	0x0000C498	8010700	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff17
0x007A3C30	0x00006EE0	0x0000C4A4	8010800	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff18
0x007A3C94	0x00006F10	0x0000C4B0	8010900	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff19
0x007A3CF8	0x00006F40	0x0000C4BC	8011000	00000001	-1	00000004	-1	00000001	-1	80000100	-1	80000100	-1	1	1	3	1	 5263 5927 69cc ff0b ff11 ff10
0x007A6020	0x00006F70	0x0000C4CA	8020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc
0x007A6084	0x00006FA0	0x0000C4D2	8020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff11
0x007A60E8	0x00006FD0	0x0000C4DE	8020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff12
0x007A614C	0x00007000	0x0000C4EA	8020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff13
0x007A61B0	0x00007030	0x0000C4F6	8020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff14
0x007A6214	0x00007060	0x0000C502	8020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff15
0x007A6278	0x00007090	0x0000C50E	8020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff16
0x007A62DC	0x000070C0	0x0000C51A	8020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff17
0x007A6340	0x000070F0	0x0000C526	8020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff18
0x007A63A4	0x00007120	0x0000C532	8020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff19
0x007A6408	0x00007150	0x0000C53E	8021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 5263 5927 69cc ff0b ff11 ff10
0x007B7190	0x00007180	0x0000C54C	8090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 5263 5927 69cc
0x007B98A0	0x000071B0	0x0000C558	8100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263
0x007B9904	0x000071E0	0x0000C560	8100100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff11
0x007B9968	0x00007210	0x0000C56C	8100200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff12
0x007B99CC	0x00007240	0x0000C578	8100300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff13
0x007B9A30	0x00007270	0x0000C584	8100400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff14
0x007B9A94	0x000072A0	0x0000C590	8100500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff15
0x007B9AF8	0x000072D0	0x0000C59C	8100600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff16
0x007B9B5C	0x00007300	0x0000C5A8	8100700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff17
0x007B9BC0	0x00007330	0x0000C5B4	8100800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff18
0x007B9C24	0x00007360	0x0000C5C0	8100900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff19
0x007B9C88	0x00007390	0x0000C5CC	8101000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 69cc 5927 5263 ff0b ff11 ff10
0x007BBFB0	0x000073C0	0x0000C5DA	8110000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263
0x007BC014	0x000073F0	0x0000C5E2	8110100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff11
0x007BC078	0x00007420	0x0000C5EE	8110200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff12
0x007BC0DC	0x00007450	0x0000C5FA	8110300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff13
0x007BC140	0x00007480	0x0000C606	8110400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff14
0x007BC1A4	0x000074B0	0x0000C612	8110500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff15
0x007BC208	0x000074E0	0x0000C61E	8110600	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff16
0x007BC26C	0x00007510	0x0000C62A	8110700	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff17
0x007BC2D0	0x00007540	0x0000C636	8110800	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff18
0x007BC334	0x00007570	0x0000C642	8110900	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 69cc 5927 5263 ff0b ff19
