infoStartAddr:	0x36C60
numEntries:	0x518	1304
title:	NPC_THINK_PARAM_ST
paramStartAddr:	0x00007A80
entryID   	paramAddr 	infoAddr  	logicId	battleGoalID	nearDist	midDist	farDist	outDist	BackHomeLife_OnHitEneWal	goalID_ToCaution	idAttackCannotMove	goalID_ToFind	callHelp_ActionAnimId	callHelp_CallActionId	eye_dist	ear_dist	ear_soundcut_dist	nose_dist	maxBackhomeDist	backhomeDist	backhomeBattleDist	nonBattleActLife	BackHome_LookTargetTime	BackHome_LookTargetDist	SightTargetForgetTime	SoundTargetForgetTime	BattleStartDist	callHelp_MyPeerId	callHelp_CallPeerId	targetSys_DmgEffectRate	TeamAttackEffectivity	eye_angX	eye_angY	ear_angX	ear_angY	callHelp_CallValidMinDistTarget	callHelp_CallValidRange	callHelp_ForgetTimeByArrival	callHelp_MinWaitTime	callHelp_MaxWaitTime	goalAction_ToCaution	goalAction_ToFind	callHelp_ReplyBehaviorType	disablePathMove	skipArrivalVisibleCheck	thinkAttr_doAdmirer	enableNaviFlg_Edge:1	enableNaviFlg_LargeSpace:1	enableNaviFlg_Ladder:1	enableNaviFlg_Hole:1	enableNaviFlg_Door:1	enableNaviFlg_InSideWall:1	enableNaviFlg_Edge_Ordinary:1	enableNaviFlg_reserve0:1	enableNaviFlg_reserve1[3]	eyeDist_forDark	battleStartDist_forDark	eyeDist_forPitchDark	battleStartDist_forPitchDark	platoonReplyTime	platoonReplyAddRandomTime	eye_BackOffsetDist	eye_BeginDist	target_ArriveDist	point_ArriveDist	changeStateAction_ToFind	changeStateAction_ToCaution	changeStateAction_ToBattle	goalAction_ToDisappear	disableLocalSteering	actTypeOnFailedPath	interestCategory	goalAction_ToInterest	goalID_ToInterest	changeStateAction_ToInterest	changeStateAction_ToNormal	pad[6]
0x00018EA8	0x0000D2F4	0x00037F02	10000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	10	0	0	75	50	6	5	10	20	150	150	8	0	0	100	25	70	75	90	180	0	0	20	0	0	2	3	1	0	0	1	1	1	1	0	1	0	1	0		6	5	5	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6b66 5668 3000 938c 3000 30c6 30e9 30b9 5c02 7528
0x00018EA9	0x0000D388	0x00037F2C	10000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	45	30	90	180	0	0	20	0	0	1	2	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6b66 5668 ff08 938c 6226 95d8 8ddd 96e2 77ed 3001 3086 3063 304f 308a 8fd1 3065 304f ff09
0x00018EAA	0x0000D41C	0x00037F66	10000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	9	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6b66 5668 ff08 938c 30a4 30d9 30f3 30c8 6b69 884c 3001 8b66 6212 306a 3057 ff09
0x00018EAB	0x0000D4B0	0x00037F9C	10000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	3	1	0	0	1	1	1	1	0	1	0	1	0		10	9	7	6	1.000000	2.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6b66 5668 ff08 938c 30a4 30d9 30f3 30c8 6b69 884c 30fb 8b66 6212 306a 3057 30fb 5c0f 968a 9045 5ef6 6709 ff09
0x00018EAC	0x0000D544	0x00037FDE	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 624b 65a7 ff09
0x00018EAD	0x0000D5D8	0x00038004	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 624b 65a7 8b66 6212 884c 52d5 3057 306a 3044 ff09
0x00018EAE	0x0000D66C	0x00038038	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	45	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 624b 65a7 5c02 5b88 0031 0030 ff4d ff09
0x00018EAF	0x0000D700	0x00038068	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 624b 65a7 0029 3000 30a4 30d9 30f3 30c8 79fb 52d5 3001 8b66 6212 306a 3057
0x00018EB1	0x0000D794	0x000380A6	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 706b 708e 74f6 ff09
0x00018EB2	0x0000D828	0x000380CE	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 706b 708e 74f6 8b66 6212 884c 52d5 3057 306a 3044 ff09
0x00018EB3	0x0000D8BC	0x00038104	10000	102060	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	45	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 5c02 5b88 0031 0030 ff4d ff09
0x00018EB4	0x0000D950	0x00038130	10000	102061	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 6cb9 74f6 ff09
0x00018EB5	0x0000D9E4	0x00038156	10000	102061	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 6cb9 74f6 8b66 6212 884c 52d5 3057 306a 3044 ff09
0x00018EB6	0x0000DA78	0x0003818A	10000	102070	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b ff08 92e4 ff09
0x00018EB7	0x0000DB0C	0x000381AE	10000	102070	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	45	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b ff08 92e4 5c02 5b88 0031 0030 006d ff09
0x00018EB8	0x0000DBA0	0x000381DC	10000	102070	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	45	30	90	180	0	0	20	0	0	1	2	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b ff08 6226 95d8 8ddd 96e2 77ed 3001 3086 3063 304f 308a 8fd1 3065 304f ff09
0x00018EB9	0x0000DC34	0x00038218	10000	102070	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	9	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b ff08 92e4 30a4 30d9 30f3 30c8 6b69 884c 3001 8b66 6212 306a 3057 ff09
0x00018EBA	0x0000DCC8	0x00038252	10000	102070	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b ff08 92e4 3001 8b66 6212 7121 ff09
0x00018EBB	0x0000DD5C	0x0003827E	10000	102070	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	9	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b ff08 92e4 30fb 30a4 30d9 30f3 30c8 6b69 884c 30fb 8b66 6212 306a 3057 30fb 5c0f 968a 9045 5ef6 6709 ff09
0x00018EBE	0x0000DDF0	0x000382C6	24000	102012	1.500000	3.500000	10.000000	10.000000	5.000000	0	3000	0	-1	0	40	1	0	40	75	50	6	5	10	20	150	150	4	0	0	100	25	50	50	90	180	0	0	20	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 0053 0050 3000 7fa4 8846 0041 3000 76fe ff06 677e 660e ff3f 5927 7832
0x00018EBF	0x0000DE84	0x000382EC	24000	102009	1.500000	3.500000	6.000000	8.000000	5.000000	0	3000	0	-1	0	15	1	0	0	75	50	6	5	10	20	150	150	8	0	0	100	25	50	50	90	180	0	0	20	0	0	3	2	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 677e 660e ff06 65a7 005f 6b69 3044 3066 63a5 8fd1
0x00018EC0	0x0000DF18	0x0003831E	10000	102062	1.500000	3.500000	10.000000	35.000000	5.000000	0	3000	0	-1	0	35	10	0	0	75	50	6	5	10	20	150	150	35	0	0	100	25	25	30	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		35	35	35	35	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6295 64f2 ff06 76fe ff08 6cb9 74f6 3000 72d9 6483 7528
0x00018EC1	0x0000DFAC	0x0003834A	24000	102012	1.500000	3.500000	10.000000	10.000000	5.000000	0	3000	0	-1	0	10	1	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	50	50	90	180	0	0	20	0	0	1	2	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 76fe ff06 677e 660e ff3f 6b69 3044 3066 63a5 8fd1
0x00018EC2	0x0000E040	0x0003837C	24000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	10	1	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	50	100	90	180	0	0	20	0	0	0	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	0	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6b66 5668 ff08 938c 30a4 30d9 30f3 30c8 6b69 884c 3001 8b66 6212 306a 3057 ff09
0x00018EC3	0x0000E0D4	0x000383BA	24000	102071	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	10	1	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 9577 7269 4e21 624b 8d70 3063 3066 63a5 8fd1
0x00018EC4	0x0000E168	0x000383EA	24000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	10	1	0	0	75	50	6	5	10	20	150	150	10	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 6b66 5668 ff08 30b5 30fc 30d9 30eb 8056 5802 8857 ff09
0x00018ECA	0x0000E1FC	0x0003841E	10011	102000	1.500000	3.500000	10.000000	10.000000	5.000000	0	3000	0	-1	0	40	1	0	40	10	10	4	5	2	14	20	20	4	0	0	100	25	50	25	90	180	0	0	20	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 677e 660e ff06 65a7 005f 5927 7832
0x00018ECB	0x0000E290	0x00038442	10000	102030	1.500000	3.500000	10.000000	38.000000	5.000000	0	3000	0	-1	0	38	10	0	0	75	50	6	5	10	20	150	150	43	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 0041 3000 7fa4 8846 0041 3000 30ea 30fc 30c0 30fc 3000 63a5 8fd1 3057 306a 3044
0x00018ECD	0x0000E324	0x0003846A	10000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	10	0	0	75	50	6	5	10	20	150	150	15	0	0	100	25	40	40	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 0041 3000 7fa4 8846 0041 3000 30ea 30fc 30c0 30fc 3000 8996 899a 0031 0035 006d 7248
0x00018ED0	0x0000E3B8	0x00038494	10000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	10	0	0	75	50	6	5	10	20	150	150	40	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 0041 3000 7fa4 8846 0041 3000 30ea 30fc 30c0 30fc 0020 5f31 8996
0x00018ED3	0x0000E44C	0x000384B6	10000	102000	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	0	0	0	0	75	50	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0		0	12	0	8	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	0	0	2	100	3	0	0	0	0	 0053 0050 30d7 30ed 30c8 3000 7fa4 8846 0041 3000 5171 901a 3000 4f55 3082 3057 306a 3044
0x00018ED4	0x0000E4E0	0x000384DC	10000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	30	10	0	0	75	50	6	5	10	20	150	150	30	0	0	100	25	40	40	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0		15	15	8	8	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 5893 5730 8857 005f 7fa4 8846 0041 3000 9283
0x00018F38	0x0000E574	0x000384F0	24000	102009	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 677e 660e ff06 65a7 3000 8d70 3063 3066 304f 308b
0x00018F39	0x0000E608	0x00038514	10000	102010	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 677e 660e ff06 76fe 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F3A	0x0000E69C	0x00038548	10000	102020	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 706b 304b 304d 68d2 ff06 76fe 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F3B	0x0000E730	0x00038580	24000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 30b5 30fc 30d9 30eb 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F3C	0x0000E7C4	0x000385B4	24000	102040	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 5305 4e01 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F3D	0x0000E858	0x000385E4	24000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	6	0	75	50	6	5	10	20	150	500	17	0	0	100	25	50	50	90	180	0	0	20	0	0	2	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 938c 3000 97f3 3067 6b69 3044 3066 304f 308b
0x00018F3E	0x0000E8EC	0x00038606	24000	102071	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 9577 67c4 3000
0x00018F3F	0x0000E980	0x0003861C	24000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	17	10	0	0	75	50	6	5	10	20	150	150	30	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	10	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 3010 30c6 30b9 30c8 3011 0053 0050 3000 7fa4 8846 0041 3000 30ea 30fc 30c0 30fc 0020 8996 91ce 77ed 3081
0x00018F42	0x0000EA14	0x0003864E	24000	102009	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	15	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	1.000000	5.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 677e 660e ff06 65a7 3000 5c0f 968a 9045 5ef6 0020 5fd8 308c 306a 3044
0x00018F43	0x0000EAA8	0x0003867A	24000	102010	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 677e 660e ff06 76fe 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F44	0x0000EB3C	0x000386AE	24000	102020	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 706b 304b 304d 68d2 ff06 76fe 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F45	0x0000EBD0	0x000386E6	24000	102030	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	1.000000	5.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 30b5 30fc 30d9 30eb 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F46	0x0000EC64	0x0003871A	24000	102040	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	0	0	75	50	6	5	10	20	150	150	17	0	0	100	25	50	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	1.000000	5.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 5305 4e01 3000 8996 754c 901a 5e38 3001 97f3 3067 8d70 3063 3066 304f 308b 3002
0x00018F47	0x0000ECF8	0x0003874A	24000	102050	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	0	12	1	10	9	75	50	6	5	10	20	150	150	17	0	0	100	25	93	50	90	180	0	0	20	0	0	3	3	1	0	0	1	1	1	1	0	1	0	1	0		10	6	7	6	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8056 5802 8857 005f 7fa4 8846 0041 938c 3000 4e0a 4e0b 306b 8996 754c 3072 308d 3044 005f 4e0a 304b 3089 306e 4e0d 610f 6253 3061 3001 97f3 3067 8d70 3063 3066 304f 308b 3002 55c5 899a 0039 006d
