infoStartAddr:	0x9570
numEntries:	0x2AA	682
title:	SHOP_LINEUP_PARAM
paramStartAddr:	0x00004030
entryID   	paramAddr 	infoAddr  	equipId	value	mtrlId	eventFlag	qwcId	sellQuantity	shopType	equipType	value_SAN	pad_0[6]
0x0001D783	0x00005970	0x00009F8C	140000	6000	-1	70009110	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 982d
0x0001D784	0x00005990	0x00009F9E	141000	18000	-1	70009120	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 80f4
0x0001D785	0x000059B0	0x00009FB0	142000	6000	-1	70009130	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 8155
0x0001D786	0x000059D0	0x00009FC2	143000	6000	-1	70009140	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 811a
0x0001D7E0	0x000059F0	0x00009FD4	12000000	13000	-1	-1	12101006	-1	0	0	-1		 8eca 8f2a
0x0001D7E1	0x00005A10	0x00009FDA	150000	60000	-1	70009150	12101006	1	0	1	-1		 8840 65cf 72e9 308a 005f 982d
0x0001D844	0x00005A30	0x00009FE8	10100000	18000	-1	-1	12101007	-1	0	0	-1		 9283 5263
0x0001D845	0x00005A50	0x00009FEE	2000000	50000	-1	-1	12101007	-1	0	0	-1		 5200
0x0001D846	0x00005A70	0x00009FF2	14100000	16000	-1	-1	12101007	-1	0	0	-1		 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283
0x0001D847	0x00005A90	0x0000A004	100000	27000	-1	70009160	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 982d
0x0001D848	0x00005AB0	0x0000A01A	101000	44000	-1	70009170	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 80f4
0x0001D849	0x00005AD0	0x0000A030	102000	21000	-1	70009180	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 8155
0x0001D84A	0x00005AF0	0x0000A046	103000	21000	-1	70009190	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 811a
0x0001D8A8	0x00005B10	0x0000A05C	18000000	60000	-1	-1	12101009	-1	0	0	-1		 5674 5c04 5668
0x0001D8A9	0x00005B30	0x0000A064	1210	1300	-1	-1	12101009	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x0001D8AA	0x00005B50	0x0000A06E	1101	2600	-1	-1	12101009	-1	0	3	-1		 72c2 6c17 30fb 7363 5316 56de 5fa9
0x0001D8AB	0x00005B70	0x0000A07E	3010	10000	-1	-1	12101009	-1	0	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x0001D90C	0x00005B90	0x0000A09A	9000000	34000	-1	-1	12101010	-1	0	0	-1		 62f3 7363
0x0001D90D	0x00005BB0	0x0000A0A0	15000000	18000	-1	-1	12101011	-1	0	0	-1		 5927 7b52
0x0001D90E	0x00005BD0	0x0000A0A6	20000000	2000	-1	-1	12101012	-1	0	0	-1		 72e9 4eba 306e 677e 660e
0x0001FBD0	0x00005BF0	0x0000A0B2	1000	720	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x0001FBD1	0x00005C10	0x0000A0BA	900	400	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x0001FBD2	0x00005C30	0x0000A0C0	1200	1600	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x0001FBD3	0x00005C50	0x0000A0C8	1230	10	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x0001FBD4	0x00005C70	0x0000A0D0	60000	500	-1	70009000	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x0001FBD5	0x00005C90	0x0000A0E2	61000	1000	-1	70009010	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x0001FBD6	0x00005CB0	0x0000A0F4	62000	500	-1	70009020	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x0001FBD7	0x00005CD0	0x0000A106	63000	500	-1	70009030	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x0001FBD8	0x00005CF0	0x0000A118	7000	2500	-1	-1	5000	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0031 3011
0x0001FBD9	0x00005D10	0x0000A128	7001	6000	-1	-1	5005	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0032 3011
0x0001FBDA	0x00005D30	0x0000A138	7002	12000	-1	-1	5007	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0033 3011
0x0001FBDB	0x00005D50	0x0000A148	7003	24000	-1	-1	5053	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0034 3011
0x0001FBDC	0x00005D70	0x0000A158	7020	2000	-1	-1	5004	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0031 3011
0x0001FBDD	0x00005D90	0x0000A168	7021	5000	-1	-1	5005	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0032 3011
0x0001FBDE	0x00005DB0	0x0000A178	7022	10000	-1	-1	5007	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0033 3011
0x0001FBDF	0x00005DD0	0x0000A188	7023	20000	-1	-1	5053	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0034 3011
0x0001FC34	0x00005DF0	0x0000A198	7000000	1000	-1	-1	12101000	-1	0	0	-1		 30ce 30b3 30ca 30bf
0x0001FC35	0x00005E10	0x0000A1A2	5000000	1100	-1	-1	12101000	-1	0	0	-1		 65a7 7aff
0x0001FC36	0x00005E30	0x0000A1A8	22000000	1200	-1	-1	12101000	-1	0	0	-1		 6756 97ad
0x0001FC37	0x00005E50	0x0000A1AE	7100000	1000	-1	-1	12101000	-1	0	0	-1		 30ce 30b3 69cd
0x0001FC38	0x00005E70	0x0000A1B6	14000000	1600	-1	-1	12101000	-1	0	0	-1		 5de5 623f 77ed 9283
0x0001FC39	0x00005E90	0x0000A1C0	6000000	1700	-1	-1	12101000	-1	0	0	-1		 5de5 623f 9577 9283
0x0001FC3A	0x00005EB0	0x0000A1CA	1240	800	-1	-1	12101000	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x0001FC3B	0x00005ED0	0x0000A1D6	1260	10000	-1	-1	12101000	-1	0	3	-1		 7363 8a98 3044
0x0001FC98	0x00005EF0	0x0000A1DE	11000000	8000	-1	-1	12101002	-1	0	0	-1		 5263 676d
0x0001FC99	0x00005F10	0x0000A1E4	10000000	4000	-1	-1	12101002	-1	0	0	-1		 9283 69cd
0x0001FC9A	0x00005F30	0x0000A1EA	1220	2400	-1	-1	12101002	-1	0	3	-1		 6cb9 58fa
0x0001FC9B	0x00005F50	0x0000A1F0	1250	1700	-1	-1	12101002	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6
0x0001FCFC	0x00005F70	0x0000A1FC	5100000	60000	-1	-1	12101003	-1	0	0	-1		 5263 938c
0x0001FCFD	0x00005F90	0x0000A202	200000	7000	-1	70009040	12101003	1	0	1	-1		 62e0 70b9 8001 4eba 005f 982d
0x0001FCFE	0x00005FB0	0x0000A210	201000	17000	-1	70009050	12101003	1	0	1	-1		 62e0 70b9 8001 4eba 005f 80f4
0x0001FCFF	0x00005FD0	0x0000A21E	203000	7000	-1	70009060	12101003	1	0	1	-1		 62e0 70b9 8001 4eba 005f 811a
0x0001FD60	0x00005FF0	0x0000A22C	4000000	40000	-1	-1	12101001	-1	0	0	-1		 53cc 5263
0x0001FD61	0x00006010	0x0000A232	180000	10000	-1	70009070	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 982d
0x0001FD62	0x00006030	0x0000A248	181000	18000	-1	70009080	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 80f4
0x0001FD63	0x00006050	0x0000A25E	182000	8000	-1	70009090	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 8155
0x0001FD64	0x00006070	0x0000A274	183000	8000	-1	70009100	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 811a
0x0001FDC4	0x00006090	0x0000A28A	13000000	26000	-1	-1	12101008	-1	0	0	-1		 7206 69cc
0x0001FDC5	0x000060B0	0x0000A290	1320	9600	-1	-1	12101008	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 96f7 3011
0x0001FE28	0x000060D0	0x0000A2A4	8000000	3000	-1	-1	12101004	-1	0	0	-1		 5263 69cc
0x0001FE29	0x000060F0	0x0000A2AA	14200000	3000	-1	-1	12101004	-1	0	0	-1		 6559 4f1a 77ed 9283
0x0001FE2A	0x00006110	0x0000A2B4	1100	2300	-1	-1	12101004	-1	0	3	-1		 89e3 6bd2 85ac
0x0001FE2B	0x00006130	0x0000A2BC	1400	1200	-1	-1	12101004	-1	0	3	-1		 5e30 9084
0x0001FE2C	0x00006150	0x0000A2C2	1412	2000	-1	-1	12101004	-1	0	3	-1		 30e9 30f3 30bf 30f3
0x0001FE2D	0x00006170	0x0000A2CC	4011	10000	-1	70009250	12101004	1	0	3	-1		 9280 306e 30da 30f3 30c0 30f3 30c8
0x0001FE8C	0x00006190	0x0000A2DC	8100000	20000	-1	-1	12101005	-1	0	0	-1		 5263 5927 5263
0x0001FE8D	0x000061B0	0x0000A2E4	6100000	10000	-1	-1	12101005	-1	0	0	-1		 6559 4f1a 9577 9283
0x0001FE8E	0x000061D0	0x0000A2EE	18100000	8000	-1	-1	12101005	-1	0	0	-1		 706b 708e 653e 5c04 5668
0x0001FE8F	0x000061F0	0x0000A2FA	1300	8400	-1	-1	12101005	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 708e 3011
0x0001FE90	0x00006210	0x0000A30E	1330	3600	-1	-1	12101005	-1	0	3	-1		 9283 5a01 529b 30a2 30c3 30d7
0x0001FE91	0x00006230	0x0000A31C	1410	20	-1	-1	12101005	-1	0	3	-1		 9053 6a19
0x0001FE92	0x00006250	0x0000A322	3000	2000	-1	-1	12101005	-1	0	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x0001FE93	0x00006270	0x0000A33A	140000	6000	-1	70009110	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 982d
0x0001FE94	0x00006290	0x0000A34C	141000	18000	-1	70009120	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 80f4
0x0001FE95	0x000062B0	0x0000A35E	142000	6000	-1	70009130	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 8155
0x0001FE96	0x000062D0	0x0000A370	143000	6000	-1	70009140	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 811a
0x0001FEF0	0x000062F0	0x0000A382	12000000	13000	-1	-1	12101006	-1	0	0	-1		 8eca 8f2a
0x0001FEF1	0x00006310	0x0000A388	150000	60000	-1	70009150	12101006	1	0	1	-1		 8840 65cf 72e9 308a 005f 982d
0x0001FF54	0x00006330	0x0000A396	10100000	18000	-1	-1	12101007	-1	0	0	-1		 9283 5263
0x0001FF55	0x00006350	0x0000A39C	2000000	50000	-1	-1	12101007	-1	0	0	-1		 5200
0x0001FF56	0x00006370	0x0000A3A0	14100000	16000	-1	-1	12101007	-1	0	0	-1		 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283
0x0001FF57	0x00006390	0x0000A3B2	100000	27000	-1	70009160	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 982d
0x0001FF58	0x000063B0	0x0000A3C8	101000	44000	-1	70009170	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 80f4
0x0001FF59	0x000063D0	0x0000A3DE	102000	21000	-1	70009180	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 8155
0x0001FF5A	0x000063F0	0x0000A3F4	103000	21000	-1	70009190	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 811a
0x0001FFB8	0x00006410	0x0000A40A	18000000	60000	-1	-1	12101009	-1	0	0	-1		 5674 5c04 5668
0x0001FFB9	0x00006430	0x0000A412	1210	2300	-1	-1	12101009	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x0001FFBA	0x00006450	0x0000A41C	1101	4600	-1	-1	12101009	-1	0	3	-1		 72c2 6c17 30fb 7363 5316 56de 5fa9
0x0001FFBB	0x00006470	0x0000A42C	3010	10000	-1	-1	12101009	-1	0	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x0002001C	0x00006490	0x0000A448	9000000	34000	-1	-1	12101010	-1	0	0	-1		 62f3 7363
0x0002001D	0x000064B0	0x0000A44E	15000000	18000	-1	-1	12101011	-1	0	0	-1		 5927 7b52
0x0002001E	0x000064D0	0x0000A454	20000000	2000	-1	-1	12101012	-1	0	0	-1		 72e9 4eba 306e 677e 660e
0x000222E0	0x000064F0	0x0000A460	1000	900	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x000222E1	0x00006510	0x0000A468	900	500	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x000222E2	0x00006530	0x0000A46E	1200	2000	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x000222E3	0x00006550	0x0000A476	1230	10	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x000222E4	0x00006570	0x0000A47E	60000	500	-1	70009000	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x000222E5	0x00006590	0x0000A490	61000	1000	-1	70009010	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x000222E6	0x000065B0	0x0000A4A2	62000	500	-1	70009020	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x000222E7	0x000065D0	0x0000A4B4	63000	500	-1	70009030	-1	1	0	1	-1		 4e0b 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x000222E8	0x000065F0	0x0000A4C6	7000	2500	-1	-1	5000	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0031 3011
0x000222E9	0x00006610	0x0000A4D6	7001	6000	-1	-1	5005	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0032 3011
0x000222EA	0x00006630	0x0000A4E6	7002	12000	-1	-1	5007	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0033 3011
0x000222EB	0x00006650	0x0000A4F6	7003	24000	-1	-1	5053	-1	0	3	-1		 5100 5f0f 306e 8840 3010 0034 3011
0x000222EC	0x00006670	0x0000A506	7020	2000	-1	-1	5004	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0031 3011
0x000222ED	0x00006690	0x0000A516	7021	5000	-1	-1	5005	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0032 3011
0x000222EE	0x000066B0	0x0000A526	7022	10000	-1	-1	5007	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0033 3011
0x000222EF	0x000066D0	0x0000A536	7023	20000	-1	-1	5053	-1	0	3	-1		 5893 6240 30ab 30d3 3010 0034 3011
0x00022344	0x000066F0	0x0000A546	7000000	1000	-1	-1	12101000	-1	0	0	-1		 30ce 30b3 30ca 30bf
0x00022345	0x00006710	0x0000A550	5000000	1100	-1	-1	12101000	-1	0	0	-1		 65a7 7aff
0x00022346	0x00006730	0x0000A556	22000000	1200	-1	-1	12101000	-1	0	0	-1		 6756 97ad
0x00022347	0x00006750	0x0000A55C	7100000	1000	-1	-1	12101000	-1	0	0	-1		 30ce 30b3 69cd
0x00022348	0x00006770	0x0000A564	14000000	1600	-1	-1	12101000	-1	0	0	-1		 5de5 623f 77ed 9283
0x00022349	0x00006790	0x0000A56E	6000000	1700	-1	-1	12101000	-1	0	0	-1		 5de5 623f 9577 9283
0x0002234A	0x000067B0	0x0000A578	1240	1000	-1	-1	12101000	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x0002234B	0x000067D0	0x0000A584	1260	15000	-1	-1	12101000	-1	0	3	-1		 7363 8a98 3044
0x000223A8	0x000067F0	0x0000A58C	11000000	8000	-1	-1	12101002	-1	0	0	-1		 5263 676d
0x000223A9	0x00006810	0x0000A592	10000000	4000	-1	-1	12101002	-1	0	0	-1		 9283 69cd
0x000223AA	0x00006830	0x0000A598	1220	3000	-1	-1	12101002	-1	0	3	-1		 6cb9 58fa
0x000223AB	0x00006850	0x0000A59E	1250	2100	-1	-1	12101002	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6
0x0002240C	0x00006870	0x0000A5AA	5100000	60000	-1	-1	12101003	-1	0	0	-1		 5263 938c
0x0002240D	0x00006890	0x0000A5B0	200000	7000	-1	70009040	12101003	1	0	1	-1		 62e0 70b9 8001 4eba 005f 982d
0x0002240E	0x000068B0	0x0000A5BE	201000	17000	-1	70009050	12101003	1	0	1	-1		 62e0 70b9 8001 4eba 005f 80f4
0x0002240F	0x000068D0	0x0000A5CC	203000	7000	-1	70009060	12101003	1	0	1	-1		 62e0 70b9 8001 4eba 005f 811a
0x00022470	0x000068F0	0x0000A5DA	4000000	40000	-1	-1	12101001	-1	0	0	-1		 53cc 5263
0x00022471	0x00006910	0x0000A5E0	180000	10000	-1	70009070	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 982d
0x00022472	0x00006930	0x0000A5F6	181000	18000	-1	70009080	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 80f4
0x00022473	0x00006950	0x0000A60C	182000	8000	-1	70009090	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 8155
0x00022474	0x00006970	0x0000A622	183000	8000	-1	70009100	12101001	1	0	1	-1		 5207 308a 88c2 304d 30b8 30e3 30c3 30af 005f 811a
0x000224D4	0x00006990	0x0000A638	13000000	26000	-1	-1	12101008	-1	0	0	-1		 7206 69cc
0x000224D5	0x000069B0	0x0000A63E	1320	14000	-1	-1	12101008	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 96f7 3011
0x00022538	0x000069D0	0x0000A652	8000000	3000	-1	-1	12101004	-1	0	0	-1		 5263 69cc
0x00022539	0x000069F0	0x0000A658	14200000	3000	-1	-1	12101004	-1	0	0	-1		 6559 4f1a 77ed 9283
0x0002253A	0x00006A10	0x0000A662	1100	2800	-1	-1	12101004	-1	0	3	-1		 89e3 6bd2 85ac
0x0002253B	0x00006A30	0x0000A66A	1400	1200	-1	-1	12101004	-1	0	3	-1		 5e30 9084
0x0002253C	0x00006A50	0x0000A670	1412	2000	-1	-1	12101004	-1	0	3	-1		 30e9 30f3 30bf 30f3
0x0002253D	0x00006A70	0x0000A67A	4011	10000	-1	70009250	12101004	1	0	3	-1		 9280 306e 30da 30f3 30c0 30f3 30c8
0x0002259C	0x00006A90	0x0000A68A	8100000	20000	-1	-1	12101005	-1	0	0	-1		 5263 5927 5263
0x0002259D	0x00006AB0	0x0000A692	6100000	10000	-1	-1	12101005	-1	0	0	-1		 6559 4f1a 9577 9283
0x0002259E	0x00006AD0	0x0000A69C	18100000	8000	-1	-1	12101005	-1	0	0	-1		 706b 708e 653e 5c04 5668
0x0002259F	0x00006AF0	0x0000A6A8	1300	12600	-1	-1	12101005	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 708e 3011
0x000225A0	0x00006B10	0x0000A6BC	1330	5600	-1	-1	12101005	-1	0	3	-1		 9283 5a01 529b 30a2 30c3 30d7
0x000225A1	0x00006B30	0x0000A6CA	1410	20	-1	-1	12101005	-1	0	3	-1		 9053 6a19
0x000225A2	0x00006B50	0x0000A6D0	3000	2000	-1	-1	12101005	-1	0	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x000225A3	0x00006B70	0x0000A6E8	140000	6000	-1	70009110	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 982d
0x000225A4	0x00006B90	0x0000A6FA	141000	18000	-1	70009120	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 80f4
0x000225A5	0x00006BB0	0x0000A70C	142000	6000	-1	70009130	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 8155
0x000225A6	0x00006BD0	0x0000A71E	143000	6000	-1	70009140	12101005	1	0	1	-1		 6559 4f1a 30cf 30f3 30bf 30fc 005f 811a
0x00022600	0x00006BF0	0x0000A730	12000000	13000	-1	-1	12101006	-1	0	0	-1		 8eca 8f2a
0x00022601	0x00006C10	0x0000A736	150000	60000	-1	70009150	12101006	1	0	1	-1		 8840 65cf 72e9 308a 005f 982d
0x00022664	0x00006C30	0x0000A744	10100000	18000	-1	-1	12101007	-1	0	0	-1		 9283 5263
0x00022665	0x00006C50	0x0000A74A	2000000	50000	-1	-1	12101007	-1	0	0	-1		 5200
0x00022666	0x00006C70	0x0000A74E	14100000	16000	-1	-1	12101007	-1	0	0	-1		 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283
0x00022667	0x00006C90	0x0000A760	100000	27000	-1	70009160	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 982d
0x00022668	0x00006CB0	0x0000A776	101000	44000	-1	70009170	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 80f4
0x00022669	0x00006CD0	0x0000A78C	102000	21000	-1	70009180	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 8155
0x0002266A	0x00006CF0	0x0000A7A2	103000	21000	-1	70009190	12101007	1	0	1	-1		 30f4 30a1 30f3 30d1 30a4 30a2 9a0e 58eb 005f 811a
0x000226C8	0x00006D10	0x0000A7B8	18000000	60000	-1	-1	12101009	-1	0	0	-1		 5674 5c04 5668
0x000226C9	0x00006D30	0x0000A7C0	1210	2800	-1	-1	12101009	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x000226CA	0x00006D50	0x0000A7CA	1101	5600	-1	-1	12101009	-1	0	3	-1		 72c2 6c17 30fb 7363 5316 56de 5fa9
0x000226CB	0x00006D70	0x0000A7DA	3010	10000	-1	-1	12101009	-1	0	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x0002272C	0x00006D90	0x0000A7F6	9000000	34000	-1	-1	12101010	-1	0	0	-1		 62f3 7363
0x0002272D	0x00006DB0	0x0000A7FC	15000000	18000	-1	-1	12101011	-1	0	0	-1		 5927 7b52
0x0002272E	0x00006DD0	0x0000A802	20000000	2000	-1	-1	12101012	-1	0	0	-1		 72e9 4eba 306e 677e 660e
0x00030D40	0x00006DF0	0x0000A80E	205	1	-1	6610	12101024	1	5	3	-1		 5171 9cf4 3059 308b 5c0f 3055 306a 9418
0x00030D41	0x00006E10	0x0000A820	225	1	-1	6650	12101024	1	5	3	-1		 5171 9cf4 3059 308b 4e0d 5409 306a 9418
0x00030D42	0x00006E30	0x0000A832	1260	1	-1	-1	-1	-1	5	3	-1		 7363 8a98 3044
0x00030D43	0x00006E50	0x0000A83A	1300	1	-1	-1	12101005	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 708e
0x00030D44	0x00006E70	0x0000A84A	1110	1	-1	-1	12101009	-1	5	3	-1		 7363 5316 85ac
0x00030D45	0x00006E90	0x0000A852	1120	2	-1	-1	12101009	-1	5	3	-1		 77f3 3053 308d 5e3d 5b50
0x00030D46	0x00006EB0	0x0000A85E	1320	1	-1	-1	12101008	-1	5	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 96f7
0x00030D47	0x00006ED0	0x0000A86E	1270	2	-1	-1	12101007	-1	5	3	-1		 0048 0050 56de 5fa9 4e0d 53ef
0x00030D48	0x00006EF0	0x0000A87C	3000	1	-1	-1	9801	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30b3 30e2 30f3 3011
0x00030D49	0x00006F10	0x0000A894	2030	2	-1	-1	9802	-1	5	3	-1		 9244 306e 4f53
0x00030D4A	0x00006F30	0x0000A89C	3010	2	-1	-1	9802	-1	5	3	-1		 6b66 5668 5f37 5316 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 3011
0x00030D4B	0x00006F50	0x0000A8B8	2090	1	-1	-1	5003	-1	5	3	-1		 796d 7940 8005 306e 9aa8 306e 5203
0x00030D4C	0x00006F70	0x0000A8C8	7150	2	-1	-1	12201800	-1	5	3	-1		 8840 8d70 3063 305f 76ee 7389
0x00030D4D	0x00006F90	0x0000A8D6	7012	2	-1	-1	5006	-1	5	3	-1		 6b7b 8840 82b1 306e 82bd 751f 3048
0x00030D4E	0x00006FB0	0x0000A8E6	7100	3	-1	-1	5009	-1	5	3	-1		 771f 73e0 30ca 30e1 30af 30b8
0x00030D4F	0x00006FD0	0x0000A8F4	7200	10	-1	-1	12600028	-1	5	3	-1		 751f 304d 3066 3044 308b 3072 3082
0x00030D50	0x00006FF0	0x0000A904	7110	5	-1	-1	6192	-1	5	3	-1		 30ec 30c3 30c9 30bc 30ea 30fc
0x00030D54	0x00007010	0x0000A912	50000	1	-1	70009260	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 982d
0x00030D55	0x00007030	0x0000A924	51000	3	-1	70009270	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 80f4
0x00030D56	0x00007050	0x0000A936	52000	1	-1	70009280	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 8155
0x00030D57	0x00007070	0x0000A948	53000	1	-1	70009290	12410802	1	5	1	-1		 4e0a 7d1a 30cf 30f3 30bf 30fc 005f 811a
0x00030D5E	0x00007090	0x0000A95A	130000	1	-1	70009300	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 982d
0x00030D5F	0x000070B0	0x0000A96E	131000	3	-1	70009310	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 80f4
0x00030D60	0x000070D0	0x0000A982	132000	1	-1	70009320	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 8155
0x00030D61	0x000070F0	0x0000A996	133000	1	-1	70009330	12411800	1	5	1	-1		 30ac 30b9 30b3 30a4 30f3 795e 7236 005f 811a
0x00030D68	0x00007110	0x0000A9AA	10000	1	-1	70009340	1324	1	5	1	-1		 72fc 306e 5e3d 5b50
0x00030D69	0x00007130	0x0000A9B4	241000	3	-1	70009350	1324	1	5	1	-1		 96a0 5bc6 005f 80f4
0x00030D6A	0x00007150	0x0000A9BE	242000	1	-1	70009360	1324	1	5	1	-1		 96a0 5bc6 005f 8155
0x00030D6B	0x00007170	0x0000A9C8	243000	1	-1	70009370	1324	1	5	1	-1		 96a0 5bc6 005f 811a
0x00030D72	0x00007190	0x0000A9D2	40000	2	-1	70009380	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 982d
0x00030D73	0x000071B0	0x0000A9E6	41000	4	-1	70009390	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 80f4
0x00030D74	0x000071D0	0x0000A9FA	42000	2	-1	70009400	5090	1	5	1	-1		 6ec5 3073 306e 708e 306e 7737 5c5e 005f 8155
