infoStartAddr:	0x1B20
numEntries:	0xD7	215
title:	ITEMLOT_LVDEP_PARAM_ST
paramStartAddr:	0x00001468
entryID   	paramAddr 	infoAddr  	itemCategory	itemId
0x000AE984	0x00001AB8	0x00002E66	4	1000	 4ee3 66ff 30a2 30a4 30c6 30e0
0x000AE98E	0x00001AC0	0x00002E74	4	1000	 5100 5f0f 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 0046 3011 30ec 30d9 30eb 0031
0x000AE998	0x00001AC8	0x00002E96	4	1000	 5100 5f0f 7d20 6750 3010 30a2 30f3 30b3 30e2 30f3 0046 3011 30ec 30d9 30eb 0031
0x000DBBA0	0x00001AD0	0x00002EB8	4	1000	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 ff1a 004c 0076 0030 0030 ff1a 547d 306e 9152
0x000DBBB4	0x00001AD8	0x00002EDA	0	11000000	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 ff1a 004c 0076 0032 0030 ff1a 30d1 30a4 30eb 30d0 30f3 30ab 30fc
0x000DBBC8	0x00001AE0	0x00002F04	1	20000	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 ff1a 004c 0076 0034 0030 ff1a 4e0d 6b7b 306e 5de1 793c 8005 005f 982d
0x000DBBDC	0x00001AE8	0x00002F30	2	138	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 ff1a 004c 0076 0036 0030 ff1a 95c7 6b69 304d
0x000DBC03	0x00001AF0	0x00002F52	8	0	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 ff1a 004c 0076 0039 0039 ff1a 653b 6483 529b 30a2 30c3 30d7
0x000DBC04	0x00001AF8	0x00002F7A	4	1000	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 0032 ff1a 004c 0076 0030 0030 ff1a 547d 306e 9152
0x000DBC18	0x00001B00	0x00002F9E	4	1200	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 0032 ff1a 004c 0076 0032 0030 ff1a 7dd1 82b1 8349
0x000DBC2C	0x00001B08	0x00002FC2	4	1500	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 0032 ff1a 004c 0076 0034 0030 ff1a 706b 708e 58fa
0x000DBC40	0x00001B10	0x00002FE6	4	2002	 52d5 4f5c 78ba 8a8d 30c6 30b9 30c8 0032 ff1a 004c 0076 0036 0030 ff1a 30bd 30a6 30eb 3010 5927 3011
