infoStartAddr:	0x529AC
numEntries:	0xE5D	3677
title:	TALK_PARAM_ST
paramStartAddr:	0x000158F8
entryID   	paramAddr 	infoAddr  	msgId	voiceId	spEffectId0	motionId0	spEffectId1	motionId1	spEffectId2	motionId2	spEffectId3	motionId3	spEffectId4	motionId4	spEffectId5	motionId5	returnPos	reactionId	eventId
0x0019FA64	0x0001D658	0x000567CA	702500	250702500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 8cb4 516c 3001 60b2 3057 3044 304b 306a
0x0019FA65	0x0001D69C	0x000567DC	702501	250702501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 306e 7a0b 5ea6 3001 6211 304c 547d 306f 7d42 308f 308a 306f 305b 306c 2026
0x0019FAC8	0x0001D6E0	0x000567FE	702600	250702600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 8cb4 516c 3001 3082 3046 3044 3044
0x0019FAC9	0x0001D724	0x0005680E	702601	250702601	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 306e 7a0b 5ea6 3001 6211 304c 547d 306f 7d42 308f 308a 306f 305b 306c 2026
0x0019FACA	0x0001D768	0x00056830	702602	250702602	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 8f9b 3051 308c 3070 3001 3082 3046 3084 3081 305f 307e 3048 3088 2026
0x0019FB2C	0x0001D7AC	0x0005684E	702700	250702700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 8dea 304d 305f 307e 3048 3088 2026
0x0019FB90	0x0001D7F0	0x00056860	702800	250702800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 8cb4 516c 3001 5927 3057 305f 9762 306e 76ae 3088 306a
0x0019FB91	0x0001D834	0x0005687A	702801	250702801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 30d5 30d5 30d5 30c3
0x0019FB92	0x0001D878	0x00056884	702802	250702802	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 307e 3042 3001 3088 3044 3002 6240 8a6e 4e0d 6b7b 306e 8eab 3060
0x0019FB93	0x0001D8BC	0x000568A0	702803	250702803	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 308c 3067 3001 79c1 306b 4f55 7528 304b 306a ff1f
0x0019FBC2	0x0001D900	0x000568B8	702850	250702850	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 8cb4 516c 3001 5927 3057 305f 9762 306e 76ae 3088 306a
0x0019FBC3	0x0001D944	0x000568D2	702801	250702801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 30d5 30d5 30d5 30c3
0x0019FBC4	0x0001D988	0x000568DC	702802	250702802	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 307e 3042 3001 3088 3044 3002 6240 8a6e 4e0d 6b7b 306e 8eab 3060
0x0019FBC5	0x0001D9CC	0x000568F8	702803	250702803	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 308c 3067 3001 79c1 306b 4f55 7528 304b 306a ff1f
0x0019FBF4	0x0001DA10	0x00056910	702900	250702900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 8cb4 516c 2026
0x0019FBF5	0x0001DA54	0x0005691A	702901	250702901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 306a 3093 3068 307e 3042 3001 8c79 5909 3082 3059 308b 3082 306e 3060 306a
0x0019FBF6	0x0001DA98	0x0005693C	702902	250702902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 30d5 30d5 30d5 30c3
0x0019FBF7	0x0001DADC	0x00056946	702903	250702903	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 307e 3042 3001 3088 3044 3002 6240 8a6e 4e0d 6b7b 306e 8eab 3001 79c1 306f 6c17 306b 3057 306a 3044 3088
0x0019FBF8	0x0001DB20	0x00056972	702904	250702904	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 308c 3067 3001 79c1 306b 4f55 7528 304b 306a ff1f
0x0019FC58	0x0001DB64	0x0005698A	703000	250703000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 8cb4 516c 2026
0x0019FC59	0x0001DBA8	0x00056994	703001	250703001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 30d5 30d5 2026
0x0019FC5A	0x0001DBEC	0x0005699C	703002	250703002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 6240 8a6e 4e0d 6b7b 306e 8eab 3001 4ed5 65b9 304c 306a 3044 306e 3060
0x0019FC5B	0x0001DC30	0x000569BA	703003	250703003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 304a 4e92 3044 3001 6c17 306b 3059 308b 306e 306f 3084 3081 3066 304a 3053 3046
0x0019FC5C	0x0001DC74	0x000569DC	703004	250703004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 305d 308c 3067 3001 79c1 306b 4f55 7528 304b 306a ff1f
0x0019FCBC	0x0001DCB8	0x000569F6	703100	250703100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 ff08 7015 6b7b 306e 8352 3044 606f 9063 3044 3002 8272 3063 307d 304f 3002 4f55 7a2e 985e 304b ff09
0x001B7740	0x0001DCFC	0x00056A20	800000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3093 305f 3001 4f55 8005 3060 3044 ff1f 2026 3082 3057 304b 3057 3066 3001 72e9 4eba 3063 3066 3084 3064 304b 3044 ff1f
0x001B7741	0x0001DD40	0x00056A56	800001	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 304a 3046 3001 3060 3063 305f 3089 4e01 5ea6 3044 3044 3002 4ffa 306e 540d 306f 30a2 30fc 30c1 30dc 30eb 30c9
0x001B7742	0x0001DD84	0x00056A84	800002	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 306a 3093 3068 3044 3046 304b 2026 7814 7a76 8005 3060 3002 795e 306e 8840 3068 3001 8840 306e 529b 306e 306d
0x001B7743	0x0001DDC8	0x00056AB2	800003	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 3001 8b66 6212 3057 306a 304f 3066 3082 5927 4e08 592b 3002 3042 3093 305f 3068 540c 3058 3001 3088 305d 8005 3060 3057 3001 307e 3042 3001 307e 3068 3082 3060 304b 3089 3055
0x001B7744	0x0001DE0C	0x00056AFE	800004	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 4ffa 306f 305f 3060 3001 30e4 30fc 30ca 30e0 306e 672c 5f53 3068 3001 305d 306e 5148 3092 898b 305f 3044 3060 3051
0x001B7745	0x0001DE50	0x00056B2E	800005	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 308c 3088 308a 3082 3042 3093 305f 3001 72e9 4eba 306a 3089 3001 795e 306e 5893 306b 6f5c 308b 3093 3060 308d 3046 ff1f
0x001B7746	0x0001DE94	0x00056B62	800006	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3060 3063 305f 3089 3001 795e 306e 8840 3092 3001 8840 6676 3092 6301 3063 3066 304d 3066 304a 304f 308c 3088
0x001B7747	0x0001DED8	0x00056B90	800007	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 4ffa 306f 305d 308c 3092 3001 3042 3093 305f 306e 529b 306b 3067 304d 308b 3068 601d 3046 305c 2026
0x001B77A4	0x0001DF1C	0x00056BBA	800100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3093 305f 3001 72e9 4eba 306a 3089 3001 795e 306e 8840 3092 3001 8840 6676 3092 6301 3063 3066 304d 3066 304a 304f 308c 3088
0x001B77A5	0x0001DF60	0x00056BF0	800101	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 4ffa 306f 305d 308c 3092 3001 3042 3093 305f 306e 529b 306b 3067 304d 308b 3068 601d 3046 305c 2026
0x001B7808	0x0001DFA4	0x00056C1A	800200	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 304a 3046 3001 3042 3093 305f 3001 7121 4e8b 3060 3063 305f 304b
0x001B7809	0x0001DFE8	0x00056C36	800201	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 308c 3067 3001 3069 3046 3060 3044 ff1f 73cd 3057 3044 8840 6676 304c 3042 308b 3093 3060 308d 3046 ff1f
0x001B780A	0x0001E02C	0x00056C64	800202	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 3046 3044 3046 9854 3092 3057 3066 3044 308b 305c
0x001B786C	0x0001E070	0x00056C7C	800300	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3069 3046 3057 305f ff1f 307e 3060 4f55 304b 3042 308b 306e 304b 3044 ff1f
0x001B78D0	0x0001E0B4	0x00056C9C	800400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3058 3083 3042 306a
0x001B78D1	0x0001E0F8	0x00056CA6	800401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 307e 305f 3001 73cd 3057 3044 8840 6676 3092 671f 5f85 3057 3066 3044 308b 305c
0x001B78D2	0x0001E13C	0x00056CC8	800402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3093 305f 3001 307e 308b 3067 5438 8840 9b3c 307f 305f 3044 3060 304b 3089 306a 3042 2026
0x001B7934	0x0001E180	0x00056CF0	800500	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 304a 3044 3001 3042 3093 305f 3001 305d 306e 8840 6676 306f 2026
0x001B7935	0x0001E1C4	0x00056D0C	800501	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 304a 304a 3001 3059 3054 3044 2026 7d20 6674 3089 3057 3044 3001 5302 3044 7acb 3064 3088 3046 3058 3083 3042 306a 3044 304b
0x001B7936	0x0001E208	0x00056D40	800502	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 306a 3042 3001 306f 3084 304f 6e21 3057 3066 304f 308c 3088 2026 3078 3078 3078 2026
0x001B7998	0x0001E24C	0x00056D64	800600	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 582a 3089 306a 3044 306a 3042 2026 30d3 30eb 30b2 30f3 30ef 30fc 30b9 304c 72c2 3063 305f 306e 3082 3001 3088 304f 308f 304b 308b 305c 2026
0x001B7999	0x0001E290	0x00056DA4	800601	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 4ffa 3060 3063 3066 3001 982d 304c 304a 304b 3057 304f 306a 308a 305d 3046 3060 2026
0x001B799A	0x0001E2D4	0x00056DC8	800602	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026
0x001B799B	0x0001E318	0x00056DCC	800603	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 307b 3089 3001 3053 308c 306f 3042 3093 305f 306e 3082 306e 3060
0x001B799C	0x0001E35C	0x00056DE8	800604	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 7d20 6674 3089 3057 3044 3060 308d 3046 ff1f 3060 304c 3001 8840 306b 72c2 308f 306c 3088 3046 6ce8 610f 3059 308b 3053 3068 3060 306a 2026
0x001B79FC	0x0001E3A0	0x00056E22	800700	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 3093 306a ff01 306a 305c ff01 9177 3044 3058 3083 3042 306a 3044 304b ff01
0x001B79FD	0x0001E3E4	0x00056E44	800701	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3053 3093 306a 2026 3053 308c 3058 3083 3042 3001 751f 6bba 3057 3058 3083 306a 3044 304b ff01
0x001B79FE	0x0001E428	0x00056E6C	800702	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 ff01 3042 3042 ff01
0x001B79FF	0x0001E46C	0x00056E7A	800703	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 2026
0x001B7A00	0x0001E4B0	0x00056E84	800704	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 2026
0x001B7A01	0x0001E4F4	0x00056E8E	800705	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 306a 3042 3001 4eca 3059 3050 3067 306a 304f 3066 3082 3044 3044 3002 8003 3048 76f4 3057 3066 304a 304f 308c 3088 2026
0x001B7A60	0x0001E538	0x00056EC0	800800	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 3001 3042 3093 305f 2026 8003 3048 76f4 3057 3066 304f 308c 305f 306e 304b 3044 ff1f
0x001B7AC4	0x0001E57C	0x00056EEA	800900	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3093 305f 3001 5f85 3063 3066 305f 3088 2026
0x001B7AC5	0x0001E5C0	0x00056F02	800901	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 8840 6676 304c 3042 308b 3093 3060 308d 3046 ff1f 3078 3078 2026 305d 3046 3044 3046 5302 3044 3060 2026
0x001B7AC6	0x0001E604	0x00056F2E	800902	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 306f 3084 304f 304f 308c 3088 2026 306f 3084 304f 3055 2026
0x001B7B28	0x0001E648	0x00056F48	801000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 307e 3060 5302 3063 3066 308b 305c 2026
0x001B7B8C	0x0001E68C	0x00056F60	801100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3093 305f 3001 6b21 306f 3044 3064 306b 306a 308b 3093 3060 3044 ff1f
0x001B7B8D	0x0001E6D0	0x00056F80	801101	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 3042 3093 307e 308a 5f85 305f 305b 306a 3044 3067 304a 304f 308c 3088
0x001B7B8E	0x0001E714	0x00056FA4	801102	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 4ffa 306b 306f 8840 6676 304c 5fc5 8981 306a 3093 3060 2026
0x001B7BF0	0x0001E758	0x00056FBE	801200	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 3042 3093 305f 3001 5302 3063 3066 308b 305c 2026
0x001B7BF1	0x0001E79C	0x00056FDA	801201	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 6fc3 539a 3060 2026 ff08 5927 8888 88df 306a 820c 8210 3081 305a 308a ff09 2026 3082 306f 3084 5473 308f 3048 308b 3058 3083 3042 306a 3044 304b 2026
0x001B7BF2	0x0001E7E0	0x00057018	801202	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 306a 3042 3001 306f 3084 304f 3001 306f 3084 304f 304f 308c 3088 3063 2026 ff01
0x001B7C54	0x0001E824	0x0005703A	801300	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 3078 3078 3078 3078 2026
0x001B7C55	0x0001E868	0x0005704A	801301	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 ff08 5927 8888 88df 306a 820c 8210 3081 305a 308a ff09
0x001B7C56	0x0001E8AC	0x00057062	801302	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026
0x001B7C57	0x0001E8F0	0x00057066	801303	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 3001 3053 308c 306f 3042 3093 305f 306b 2026
0x001B7C58	0x0001E934	0x0005707E	801304	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3068 5c11 3057 3060 3002 3042 3068 5c11 3057 3067 3001 6c5a 6ce5 306e 5e95 304c 307f 3048 308b 3093 3060 2026
0x001B7C59	0x0001E978	0x000570AE	801305	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 3078 3078 3078 2026
0x001B7CB8	0x0001E9BC	0x000570BC	801400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 3042 3042 3042 3042 3042 3042 3042 3042 3042 ff01
0x001B7CB9	0x0001EA00	0x000570D6	801401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 3042 3042 3042 3042 3042 3042 3042 3042 3042 ff01
0x001B7CBA	0x0001EA44	0x000570F0	801402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 2026
0x001B7CBB	0x0001EA88	0x000570FA	801403	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 2026
0x001B7CBC	0x0001EACC	0x00057104	801404	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 3001 3069 3046 3057 3066 2026
0x001B7CBD	0x0001EB10	0x00057118	801405	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3069 3046 3057 3066 3001 305d 3093 306a 3044 3058 308f 308b 3092 8a00 3046 3093 3060 3044 2026
0x001B7CBE	0x0001EB54	0x00057140	801406	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3042 2026
0x001B7D1C	0x0001EB98	0x0005714A	801500	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 3064 307e 3089 306a 3044 3044 3058 308f 308b 306f 3084 3081 3066 304f 308c 3088 2026
0x001B7D80	0x0001EBDC	0x00057174	801600	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 ff08 30c0 30e1 30fc 30b8 3092 53d7 3051 305f 3068 304d 306e 60c5 3051 306a 3044 60b2 9cf4 3002 300c 30d2 30a4 30c3 300d 300c 30d2 30a8 30c3 300d 306a 3069 3001 4f55 7a2e 985e 304b ff09
0x001B7DE4	0x0001EC20	0x000571C0	801700	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 ff08 6b7b 4ea1 6642 306e 65ad 672b 9b54 3002 300c 304e 3048 3048 3048 3048 3048 3048 3063 ff01 300d 300c 3046 304e 3083 3042 3042 3042 3042 3042 3063 ff01 300d 306a 3069 3001 4f55 7a2e 985e 304b ff09
0x001B7E48	0x0001EC64	0x00057212	801800	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3093 305f 3001 3069 3046 3057 3066 2026 ff1f
0x001B7E49	0x0001ECA8	0x0005722A	801801	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 30af 30bd 30c3 3001 3053 3093 306a 3053 3068 3063 3066 2026 9177 3044 3058 3083 3042 306a 3044 304b 2026
0x001B7EAC	0x0001ECEC	0x00057256	801900	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3078 3078 2026 3078 3078 3078 2026
0x001B7EAD	0x0001ED30	0x00057268	801901	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 306a 3093 3060 3001 4ffa 306e 4e2d 304b 3089 3060 3063 3066 2026
0x001B7EAE	0x0001ED74	0x00057286	801902	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3088 304f 5302 3046 3058 3083 3042 306a 3044 304b 2026
0x001B7F10	0x0001EDB8	0x0005729E	802000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3093 305f 3001 72c2 3063 3066 308b 306e 304b 2026 ff1f
0x001B7F11	0x0001EDFC	0x000572BA	802001	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 307e 3042 3067 3082 3001 305d 308c 3067 3053 305d 3055
0x001B7F12	0x0001EE40	0x000572D4	802002	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 4eca 306f 3001 307e 3068 3082 306a 3093 3060 308d 3046 2026 ff1f
0x001B7F74	0x0001EE84	0x000572F6	802100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 3042 3093 305f 3001 72c2 3063 3066 308b 3093 3060 308d 3046 ff1f
0x001B7F75	0x0001EEC8	0x00057314	802101	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 4ffa 306f 3001 3082 3046 7121 7406 3060 3088 2026 52d8 5f01 3057 3066 304f 308c 2026
0x001B7FD8	0x0001EF0C	0x00057338	802200	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3078 3078 2026 3042 3093 305f 2026
0x001B7FD9	0x0001EF50	0x00057348	802201	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3064 307e 3089 306a 3044 3044 3058 308f 308b 306f 3084 3081 3066 304f 308c 3088 2026
0x001B7FDA	0x0001EF94	0x0005736C	802202	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 75db 3044 3058 3083 3042 306a 3044 304b 2026 3078 3078 3078 3078 3078 3078 2026
0x001CFDE0	0x0001EFD8	0x0005738E	900000	240900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 2026 7570 90a6 4eba 3088 3002 9060 65b9 304b 3089 3001 53e4 90fd 30e4 30fc 30ca 30e0 306b 3088 3046 3053 305d
0x001CFDE1	0x0001F01C	0x000573BC	900001	240900001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 8a71 306f 3001 3088 304f 308f 304b 3063 305f
0x001CFDE2	0x0001F060	0x000573D0	900002	240900002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 541b 306e 6545 90f7 306f 3001 75c5 304c 8513 5ef6 308a 3001 7686 3072 3069 304f 82e6 3057 3093 3067 3044 308b
0x001CFDE3	0x0001F0A4	0x000573FE	900003	240900003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 541b 3082 3001 541b 306e 5927 4e8b 306a 4eba 3082 3002 307e 308b 3067 546a 3044 306e 3088 3046 306b
0x001CFDE4	0x0001F0E8	0x00057428	900004	240900004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3060 304c 3001 541b 306f 6b63 3057 304f 3001 305d 3057 3066 5e78 904b 3060
0x001CFDE5	0x0001F12C	0x00057448	900005	240900005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 307e 3055 306b 30e4 30fc 30ca 30e0 306e 8840 306e 533b 7642 3001 3053 306e 7279 5225 306a 8840 6db2 3060 3051 304c
0x001CFDE6	0x0001F170	0x00057478	900006	240900006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 305a 3063 3068 541b 305f 3061 3092 82e6 3057 3081 305f 3001 305d 306e 75c5 3092 7652 3059 306e 3060 304b 3089
0x001CFDE7	0x0001F1B4	0x000574A6	900007	240900007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3055 3042 3001 3067 306f 65e9 901f 3001 8a93 7d04 66f8 3092 4f5c 6210 3057 3088 3046 3058 3083 3042 306a 3044 304b 2026
0x001CFE44	0x0001F1F8	0x000574D8	900100	240900100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3088 308d 3057 3044 3002 3053 308c 3067 8a93 7d04 306f 5b8c 4e86 3060
0x001CFE45	0x0001F23C	0x000574F6	900101	240900101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 305d 308c 3067 306f 3001 307e 305a 541b 306b 3001 8f38 8840 3092 306f 3058 3081 3088 3046 304b 2026 306a 3042 306b 3001 306a 306b 3082 5fc3 914d 3059 308b 3053 3068 306f 306a 3044
0x001CFE46	0x0001F280	0x00057540	900102	240900102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3084 304c 3066 75c5 306a 3069 3001 7dba 9e97 306b 5fd8 308c 3066 3057 307e 3046 3060 308d 3046 3055 2026 60aa 3044 5922 306e 3088 3046 306b 306d 2026
0x001CFE47	0x0001F2C4	0x0005757E	900103	240900103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 2026 30d2 30d2 3001 30d2 30d2 3001 30d2 30d2 30d2 30d2 30c3 2026
0x001CFE48	0x0001F308	0x0005759A	900104	240900104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 2026 30d2 30d2 30d2 30d2 30c3 2026
0x001CFE76	0x0001F34C	0x000575AA	900100	240900100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3088 308d 3057 3044 3002 3053 308c 3067 8a93 7d04 306f 5b8c 4e86 3060
0x001CFE77	0x0001F390	0x000575C8	900101	240900101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 305d 308c 3067 306f 3001 307e 305a 541b 306b 3001 8f38 8840 3092 306f 3058 3081 3088 3046 304b 2026 306a 3042 306b 3001 306a 306b 3082 5fc3 914d 3059 308b 3053 3068 306f 306a 3044
0x001CFE78	0x0001F3D4	0x00057612	900152	240900152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3084 304c 3066 75c5 306a 3069 3001 7dba 9e97 306b 5fd8 308c 3066 3057 307e 3046 3060 308d 3046 3055 2026 60aa 3044 5922 306e 3088 3046 306b 306d 2026
0x001CFE79	0x0001F418	0x00057650	900103	240900103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 2026 30d2 30d2 3001 30d2 30d2 3001 30d2 30d2 30d2 30d2 30c3 2026
