infoStartAddr:	0x552D8
numEntries:	0x1855	6229
title:	BEHAVIOR_PARAM_ST
paramStartAddr:	0x00024838
entryID   	paramAddr 	infoAddr  	variationId	behaviorJudgeId	ezStateBehaviorType_old	refType	pad0[2]	refId	sfxVariationId	stamina	mp	category	heroPoint	pad1[2]
0x00004F66	0x00027CF8	0x000599AC	0	0	0	0		3326	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0031 0031 0030 0030 4e0b 6c34 30cd 30ba 30df 3011
0x00004F67	0x00027D18	0x000599D4	0	0	0	0		3327	0	0	0	0	0		 5171 901a 653b 6483 3010 5439 3063 98db 3076 30fb 0063 0031 0031 0030 0030 4e0b 6c34 30cd 30ba 30df 3011
0x00004F68	0x00027D38	0x00059A00	0	0	0	0		3328	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 30fb 0063 0031 0031 0037 0030 5c4d 8089 9ce5 3011
0x00004F69	0x00027D58	0x00059A28	0	0	0	0		3329	0	0	0	0	0		 5171 901a 653b 6483 3010 843d 4e0b 30fb 0063 0031 0031 0037 0030 5c4d 8089 9ce5 3011
0x00004F6A	0x00027D78	0x00059A4C	0	0	0	0		3330	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0031 0031 0037 0030 5c4d 8089 9ce5 3011
0x00004F6B	0x00027D98	0x00059A70	0	0	0	0		3331	0	0	0	0	0		 5171 901a 653b 6483 3010 5439 3063 98db 3076 30fb 0063 0031 0031 0037 0030 5c4d 8089 9ce5 3011
0x00004F6C	0x00027DB8	0x00059A98	0	0	0	0		3332	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 ff08 53f3 8db3 ff09 30fb 0063 0035 0030 0032 0030 8056 5973 30d3 30fc 30b9 30c8 3011
0x00004F6D	0x00027DD8	0x00059ACE	0	0	0	0		3333	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 ff08 5de6 8db3 ff09 30fb 0063 0035 0030 0032 0030 8056 5973 30d3 30fc 30b9 30c8 3011
0x00004F6E	0x00027DF8	0x00059B04	0	0	0	0		3334	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 ff08 5de6 624b ff09 30fb 0063 0035 0030 0032 0030 8056 5973 30d3 30fc 30b9 30c8 3011
0x00004F6F	0x00027E18	0x00059B3A	0	0	0	0		3335	0	0	0	0	0		 5171 901a 653b 6483 3010 843d 4e0b 30fb 0063 0035 0030 0032 0030 8056 5973 30d3 30fc 30b9 30c8 3011
0x00004F70	0x00027E38	0x00059B64	0	0	0	0		3336	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0035 0030 0032 0030 8056 5973 30d3 30fc 30b9 30c8 3011
0x00004F71	0x00027E58	0x00059B8E	0	0	0	0		3337	0	0	0	0	0		 5171 901a 653b 6483 3010 8e0f 307f 8fbc 307f ff08 53f3 8db3 ff09 30fb 0063 0035 0030 0030 0030 6559 533a 9577 3011
0x00004F72	0x00027E78	0x00059BBE	0	0	0	0		3338	0	0	0	0	0		 5171 901a 653b 6483 3010 8e0f 307f 8fbc 307f ff08 5de6 8db3 ff09 30fb 0063 0035 0030 0030 0030 6559 533a 9577 3011
0x00004F73	0x00027E98	0x00059BEE	0	0	0	0		3339	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 30fb 0063 0031 0031 0034 0030 72c2 4fe1 8005 306e 7363 3011
0x00004F74	0x00027EB8	0x00059C1A	0	0	0	0		3340	0	0	0	0	0		 5171 901a 653b 6483 3010 5439 3063 98db 3076 30fb 0063 0031 0031 0034 0030 72c2 4fe1 8005 306e 7363 3011
0x00004F75	0x00027ED8	0x00059C46	0	0	0	0		3341	0	0	0	0	0		 5171 901a 653b 6483 3010 6253 3061 4e0a 3052 30fb 0063 0031 0031 0034 0030 72c2 4fe1 8005 306e 7363 3011
0x00004F76	0x00027EF8	0x00059C72	0	0	0	0		3342	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 30c0 30e1 30fc 30b8 7121 3057 30fb 0063 0035 0035 0032 0030 30ec 30c3 30b5 30fc 30c7 30fc 30e2 30f3 30d0 30ea 30a8 30fc 30b7 30e7 30f3 3011
0x00004F77	0x00027F18	0x00059CBC	0	0	0	0		3343	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0032 0035 0031 0030 6708 306e 843d 3068 3057 5b50 3011
0x00004F78	0x00027F38	0x00059CE6	0	0	0	0		3344	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 30fb 0063 0032 0031 0033 0030 8840 8210 3081 3011
0x00004F79	0x00027F58	0x00059D0E	0	0	0	0		3345	0	0	0	0	0		 5171 901a 653b 6483 3010 843d 4e0b 30fb 0063 0032 0031 0033 0030 8840 8210 3081 3011
0x00004F7A	0x00027F78	0x00059D32	0	0	0	0		3346	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0032 0031 0033 0030 8840 8210 3081 3011
0x00004F7B	0x00027F98	0x00059D56	0	0	0	0		3347	0	0	0	0	0		 5171 901a 653b 6483 3010 5439 3063 98db 3076 30fb 0063 0032 0031 0033 0030 8840 8210 3081 3011
0x00004F7C	0x00027FB8	0x00059D7E	0	0	0	0		3348	0	0	0	0	0		 5171 901a 653b 6483 3010 30b9 30c6 30c3 30d7 30fb 0063 0032 0035 0033 0030 661f 306e 82b1 3011
0x00004F7D	0x00027FD8	0x00059DA6	0	0	0	0		3349	0	0	0	0	0		 5171 901a 653b 6483 3010 843d 4e0b 30fb 0063 0035 0030 0039 0030 59cb 7956 30d3 30fc 30b9 30c8 3011
0x00004F7E	0x00027FF8	0x00059DD0	0	0	0	0		3350	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0035 0030 0039 0030 59cb 7956 30d3 30fc 30b9 30c8 3011
0x00004F7F	0x00028018	0x00059DFA	0	0	0	0		3351	0	0	0	0	0		 5171 901a 653b 6483 3010 843d 4e0b 30fb 0063 0035 0031 0030 0030 767d 75f4 306e 8718 86db 3011
0x00004F80	0x00028038	0x00059E22	0	0	0	0		3352	0	0	0	0	0		 5171 901a 653b 6483 3010 7740 5730 30fb 0063 0035 0031 0030 0030 767d 75f4 306e 8718 86db 3011
0x00004F81	0x00028058	0x00059E4A	0	0	0	0		3353	0	0	0	0	0		 5171 901a 653b 6483 3010 62bc 3057 30fb 0063 0032 0036 0031 0030 7fa4 8846 5973 3011
0x00007530	0x00028078	0x00059E6E	0	0	0	0		4020	0	0	0	0	0		 5171 901a 653b 6483 3010 6295 3052 30c0 30e1 30fc 30b8 5468 56f2 602f 307e 305b 30fb 3064 304b 307f 3011
0x00007531	0x00028098	0x00059E9A	0	0	0	0		4021	0	0	0	0	0		 5171 901a 653b 6483 3010 6295 3052 30c0 30e1 30fc 30b8 5468 56f2 602f 307e 305b 30fb 3075 3063 3068 3073 3011
0x0C8458E4	0x000280B8	0x00059EC8	10000	100	2	0		100000	0	0	0	7	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 5f15 3063 63bb 304f 0031
0x0C8458E5	0x000280D8	0x00059EE6	10000	101	2	0		100001	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 5f15 3063 63bb 304f 0032
0x0C8458EE	0x000280F8	0x00059F04	10000	110	2	0		100010	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 565b 307f 3064 304f 0031
0x0C8458EF	0x00028118	0x00059F22	10000	111	2	0		100011	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 565b 307f 3064 304f 0032
0x0C8458F8	0x00028138	0x00059F40	10000	120	2	0		100020	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 98db 3073 639b 304b 308b ff08 77ed ff09
0x0C845902	0x00028158	0x00059F64	10000	130	2	0		100030	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 98db 3073 639b 304b 308b ff08 9577 ff09
0x0C84590C	0x00028178	0x00059F88	10000	140	2	0		100040	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 8d70 308a 629c 3051 308b
0x0C845916	0x00028198	0x00059FA6	10000	150	2	0		100050	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 306e 3057 304b 304b 3063 3066 565b 307f 3064 304f
0x0C845920	0x000281B8	0x00059FCE	10000	160	2	0		100060	0	0	0	7	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 3042 3070 308c 5f15 3063 63bb 304d ff08 0031 6bb5 76ee ff09
0x0C845921	0x000281D8	0x00059FFA	10000	161	2	0		100061	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 3042 3070 308c 5f15 3063 63bb 304d ff08 0032 6bb5 76ee ff09
0x0C845922	0x000281F8	0x0005A026	10000	162	2	0		100062	0	0	0	7	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 3042 3070 308c 5f15 3063 63bb 304d ff08 0033 6bb5 76ee ff09
0x0C845923	0x00028218	0x0005A052	10000	163	2	0		100063	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 3042 3070 308c 5f15 3063 63bb 304d ff08 0034 6bb5 76ee ff09
0x0C845924	0x00028238	0x0005A07E	10000	164	2	0		100064	0	0	0	7	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 3042 3070 308c 5f15 3063 63bb 304d ff08 0035 6bb5 76ee ff09
0x0C845925	0x00028258	0x0005A0AA	10000	165	2	0		100065	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 3042 3070 308c 5f15 3063 63bb 304d ff08 0036 6bb5 76ee ff09
0x0C845926	0x00028278	0x0005A0D6	10000	166	2	0		100066	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 565b 307f 3064 304f 0033
0x0C84592A	0x00028298	0x0005A0F4	10000	170	2	0		100070	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 005f 6295 3052 653b 6483
0x0C845934	0x000282B8	0x0005A112	10000	180	2	0		100080	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 005f 4f53 5f53 305f 308a 7528
0x0C845948	0x000282D8	0x0005A132	10000	200	2	0		100090	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 005f 7a93 7834 58ca 7528
0x0C845949	0x000282F8	0x0005A150	10000	201	2	0		100091	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 005f 7a93 7834 58ca 7528 0020 5f15 3063 63bb 304d 0031
0x0C84594A	0x00028318	0x0005A17A	10000	202	2	0		100092	0	0	0	7	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 005f 7a93 7834 58ca 7528 0020 5f15 3063 63bb 304d 0032
0x0C84594B	0x00028338	0x0005A1A4	10000	203	2	0		100093	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 005f 6249 304f 3050 308a 7528
0x0C845C04	0x00028358	0x0005A1C4	10000	900	2	1		20000	0	0	0	6	0		 0063 0031 0030 0030 0030 005f 731f 72ac 005f 5ef6 713c 5dfb 304d 8fbc 307f 653b 6483
0x0C85DF84	0x00028378	0x0005A1E8	10100	100	2	1		101000	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 708e 9b54 6cd5 ff08 5c0f ff09
0x0C85DF85	0x00028398	0x0005A208	10100	101	2	1		101001	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 708e 9b54 6cd5 ff08 5c0f ff09 005f 5ef6 713c 7528 30c0 30df 30fc
0x0C85DF8E	0x000283B8	0x0005A236	10100	110	2	1		101010	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 708e 9b54 6cd5 ff08 4e2d ff09
0x0C85DF8F	0x000283D8	0x0005A256	10100	111	2	1		101011	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 708e 9b54 6cd5 ff08 4e2d ff09 005f 5ef6 713c 7528 30c0 30df 30fc
0x0C85DF98	0x000283F8	0x0005A284	10100	120	2	0		101020	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 6756 3092 3076 3093 3076 3093 306a 304e 6255 3046 ff08 0031 6483 76ee ff09
0x0C85DF99	0x00028418	0x0005A2B6	10100	121	2	0		101021	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 6756 3092 3076 3093 3076 3093 306a 304e 6255 3046 ff08 0032 6483 76ee ff09
0x0C85DFA2	0x00028438	0x0005A2E8	10100	130	2	0		101030	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 546a 3046
0x0C85DFAC	0x00028458	0x0005A300	10100	140	2	1		101040	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 708e 9b54 6cd5 ff08 30b3 30f3 30dc ff09
0x0C85DFAD	0x00028478	0x0005A324	10100	141	2	1		101041	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 708e 9b54 6cd5 ff08 30b3 30f3 30dc ff09 005f 5ef6 713c 7528 30c0 30df 30fc
0x0C85DFE8	0x00028498	0x0005A356	10100	200	2	1		101100	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 5ec3 589f 30b9 30ca 30a4 30d1 30fc 005f 5c04 6483
0x0C85DFF2	0x000284B8	0x0005A378	10100	210	2	1		101110	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 5ec3 589f 30b9 30ca 30a4 30d1 30fc 005f 9023 5c04
0x0C85DFFC	0x000284D8	0x0005A39A	10100	220	2	1		101120	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 5ec3 589f 30b9 30ca 30a4 30d1 30fc 005f 901f 5c04
0x0C85E04C	0x000284F8	0x0005A3BC	10100	300	2	1		101800	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 8fd1 8ddd 96e2 ff09
0x0C85E04D	0x00028518	0x0005A3DA	10100	301	2	1		101801	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 4e2d 8ddd 96e2 ff09
0x0C85E04E	0x00028538	0x0005A3F8	10100	302	2	1		101802	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 9060 8ddd 96e2 ff09
0x0C85E04F	0x00028558	0x0005A416	10100	303	2	1		101803	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 0033 0030 ff5e 0034 0030 006d ff09
0x0C85E050	0x00028578	0x0005A43A	10100	304	2	1		101804	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 0032 0030 ff5e 0033 0030 006d ff09
0x0C85E051	0x00028598	0x0005A45E	10100	305	2	1		101805	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 0031 0035 ff5e 0032 0030 006d ff09
0x0C85E052	0x000285B8	0x0005A482	10100	306	2	1		101806	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 68ee 7832 53f0 ff08 ff5e 0031 0035 006d ff09 5f53 305f 308a 5927 304d 3081
0x0C85E056	0x000285D8	0x0005A4AE	10100	310	2	1		101820	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 751f 8d04 8857 7832 53f0 ff08 30ac 30c8 30ea 30f3 30b0 ff09
0x0C85E0B0	0x000285F8	0x0005A4D4	10100	400	2	1		101900	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 708e 9b54 6cd5 ff08 5c0f ff09
0x0C85E0BA	0x00028618	0x0005A4FA	10100	410	2	1		101910	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 708e 9b54 6cd5 ff08 4e2d ff09
0x0C85E0C4	0x00028638	0x0005A520	10100	420	2	0		101920	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 6756 3092 306a 304e 6255 3046 ff08 ff11 6483 76ee ff09
0x0C85E0CE	0x00028658	0x0005A550	10100	430	2	1		101930	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 708e 9b54 6cd5 ff08 30b3 30f3 30dc ff09
0x0C85E0D8	0x00028678	0x0005A57A	10100	440	2	0		101940	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 6756 3092 306a 304e 6255 3046 ff08 ff12 6483 76ee ff09
0x0C85E0E2	0x00028698	0x0005A5AA	10100	450	2	1		101950	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 9ad8 901f 706b 584a
0x0C85E0EC	0x000286B8	0x0005A5CC	10100	460	2	1		101960	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 8a98 5c0e 706b 584a
0x0C85E0F6	0x000286D8	0x0005A5EE	10100	470	2	1		101970	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 30de 30b0 30de 6ce2 767a 5c04
0x0C85E100	0x000286F8	0x0005A614	10100	480	2	1		101980	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 6563 5f3e ff08 0031 6483 76ee ff09
0x0C85E10A	0x00028718	0x0005A63C	10100	490	2	1		101990	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 30dc 30b9 005f 6563 5f3e ff08 0032 6483 76ee ff09
0x0C85E2A4	0x00028738	0x0005A664	10100	900	2	1		20000	0	0	0	6	0		 0063 0031 0030 0031 0030 005f 53f8 796d 005f 5ef6 713c 5dfb 304d 8fbc 307f 653b 6483
0x0C876624	0x00028758	0x0005A688	10200	100	2	0		102000	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 65a7 3092 632f 308b
0x0C87662E	0x00028778	0x0005A6A6	10200	110	2	0		102001	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 0032 9023 7d9a 653b 6483 ff08 0031 6483 76ee ff09
0x0C876638	0x00028798	0x0005A6D0	10200	120	2	0		102002	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 0032 9023 7d9a 653b 6483 ff08 0032 6483 76ee ff09
0x0C876642	0x000287B8	0x0005A6FA	10200	130	2	0		102003	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 632f 308a 304b 3076 3063 3066 53e9 304d 3064 3051 308b
0x0C87664C	0x000287D8	0x0005A726	10200	140	2	0		102004	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 8d70 3063 3066 632f 308a 4e0b 308d 3059
0x0C876656	0x000287F8	0x0005A74C	10200	150	2	0		102005	0	0	0	7	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3067 6bb4 308b 0028 53f3 624b ff09
0x0C876660	0x00028818	0x0005A774	10200	160	2	0		102006	0	0	0	7	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 632f 308a 56de 3059 0028 53f3 624b ff09 ff08 5de6 304b 3089 ff09
0x0C876661	0x00028838	0x0005A7AA	10200	161	2	0		102007	0	0	0	7	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 632f 308a 56de 3059 0028 53f3 624b ff09 ff08 53f3 304b 3089 ff09
0x0C87666A	0x00028858	0x0005A7E0	10200	170	2	0		102008	0	0	0	7	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 7a81 304d 51fa 3059 0028 53f3 624b ff09
0x0C876674	0x00028878	0x0005A80C	10200	180	2	0		102009	0	0	0	7	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 63b2 3052 3066 53eb 3076 0028 53f3 624b ff09
0x0C87667E	0x00028898	0x0005A83A	10200	190	2	0		102010	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 76fe 3067 6bb4 308a 3064 3051 308b
0x0C876688	0x000288B8	0x0005A85E	10200	200	2	0		102011	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 62bc 3057 51fa 3057 3066 76fe 3092 3076 3064 3051 308b
0x0C876692	0x000288D8	0x0005A88A	10200	210	2	0		102012	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 76fe 3092 69cb 3048 3066 7a81 9032
0x0C87669C	0x000288F8	0x0005A8AE	10200	220	2	0		102013	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3067 6bb4 308b 0028 5de6 624b ff09
0x0C8766A6	0x00028918	0x0005A8D6	10200	230	2	0		102014	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 632f 308a 56de 3059 0028 5de6 624b ff09 ff08 53f3 304b 3089 ff09
0x0C8766A7	0x00028938	0x0005A90C	10200	231	2	0		102015	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 632f 308a 56de 3059 0028 5de6 624b ff09 ff08 5de6 304b 3089 ff09
0x0C8766B0	0x00028958	0x0005A942	10200	240	2	0		102016	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 7a81 304d 51fa 3059 0028 5de6 624b ff09
0x0C8766BA	0x00028978	0x0005A96E	10200	250	2	0		102017	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 677e 660e 3092 63b2 3052 3066 53eb 3076 0028 5de6 624b ff09
0x0C8766C4	0x00028998	0x0005A99C	10200	260	2	0		102020	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 0032 56de 7a81 304f ff08 0031 6483 76ee ff09
0x0C8766CE	0x000289B8	0x0005A9C4	10200	270	2	0		102021	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 0032 56de 7a81 304f ff08 0032 6483 76ee ff09
0x0C8766D8	0x000289D8	0x0005A9EC	10200	280	2	0		102022	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 52e2 3044 3092 3064 3051 3066 7a81 304f
0x0C8766E2	0x000289F8	0x0005AA12	10200	290	2	0		102023	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 76fe 306b 96a0 308c 3066 7a81 304f
0x0C8766EC	0x00028A18	0x0005AA36	10200	300	2	0		102024	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 53e9 304d 3064 3051 308b
0x0C8766F6	0x00028A38	0x0005AA56	10200	310	2	0		102030	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 7247 624b 3067 9023 7d9a 653b 6483 ff08 ff11 6483 76ee ff09 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09
0x0C876700	0x00028A58	0x0005AA94	10200	320	2	0		102031	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 7247 624b 3067 9023 7d9a 653b 6483 ff08 ff12 6483 76ee ff09 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09
0x0C87670A	0x00028A78	0x0005AAD2	10200	330	2	0		102032	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 7247 624b 3067 9023 7d9a 653b 6483 ff08 ff13 6483 76ee ff09 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09
0x0C876714	0x00028A98	0x0005AB10	10200	340	2	0		102033	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 4e21 624b 3067 529b 4efb 305b 306b 653b 6483 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09
0x0C87671E	0x00028AB8	0x0005AB48	10200	350	2	0		102034	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 66b4 308c 308b ff08 632f 308a 56de 3059 ff09 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09 ff08 5de6 304b 3089 ff09
0x0C87671F	0x00028AD8	0x0005AB8A	10200	351	2	0		102035	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 66b4 308c 308b ff08 632f 308a 56de 3059 ff09 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09 ff08 53f3 304b 3089 ff09
0x0C876728	0x00028AF8	0x0005ABCC	10200	360	2	0		102036	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 98db 3073 8fbc 3093 3067 653b 6483 ff08 30b5 30fc 30d9 30eb 30fb 938c ff09
0x0C876732	0x00028B18	0x0005AC00	10200	370	2	0		102037	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 4e21 624b 3067 529b 5f37 304f 7a81 304f ff08 30b5 30fc 30d9 30eb 30fb 938c ff09
0x0C87673C	0x00028B38	0x0005AC36	10200	380	2	0		102040	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 7247 624b 3067 9023 7d9a 653b 6483 ff08 ff11 6483 76ee ff09 ff08 5305 4e01 ff09
0x0C876746	0x00028B58	0x0005AC6C	10200	390	2	0		102041	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 7247 624b 3067 9023 7d9a 653b 6483 ff08 ff12 6483 76ee ff09 ff08 5305 4e01 ff09
0x0C876750	0x00028B78	0x0005ACA2	10200	400	2	0		102042	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 7247 624b 3067 9023 7d9a 653b 6483 ff08 ff13 6483 76ee ff09 ff08 5305 4e01 ff09
0x0C87675A	0x00028B98	0x0005ACD8	10200	410	2	0		102043	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 4e21 624b 3067 529b 4efb 305b 306b 653b 6483 ff08 5305 4e01 ff09
0x0C876764	0x00028BB8	0x0005AD08	10200	420	2	0		102044	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 66b4 308c 308b ff08 632f 308a 56de 3059 ff09 ff08 5305 4e01 ff09 ff08 5de6 304b 3089 ff09
0x0C876765	0x00028BD8	0x0005AD42	10200	421	2	0		102045	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 66b4 308c 308b ff08 632f 308a 56de 3059 ff09 ff08 5305 4e01 ff09 ff08 53f3 304b 3089 ff09
0x0C87676E	0x00028BF8	0x0005AD7C	10200	430	2	0		102046	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 98db 3073 8fbc 3093 3067 653b 6483 ff08 5305 4e01 ff09
0x0C876778	0x00028C18	0x0005ADA8	10200	440	2	0		102047	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 4e21 624b 3067 529b 5f37 304f 7a81 304f ff08 5305 4e01 ff09
0x0C876782	0x00028C38	0x0005ADD6	10200	450	2	1		102050	0	0	0	6	0		 0063 0031 0030 0032 0030 005f 7fa4 8846 0041 005f 9283 3092 6483 3064
