infoStartAddr:	0x11DFB8
numEntries:	0x1A9A	6810
title:	ITEMLOT_PARAM_ST
paramStartAddr:	0x00027EB0
entryID   	paramAddr 	infoAddr  	lotItemId01	lotItemId02	lotItemId03	lotItemId04	lotItemId05	lotItemId06	lotItemId07	lotItemId08	lotItemCategory01	lotItemCategory02	lotItemCategory03	lotItemCategory04	lotItemCategory05	lotItemCategory06	lotItemCategory07	lotItemCategory08	lotItemBasePoint01	lotItemBasePoint02	lotItemBasePoint03	lotItemBasePoint04	lotItemBasePoint05	lotItemBasePoint06	lotItemBasePoint07	lotItemBasePoint08	cumulateLotPoint01	cumulateLotPoint02	cumulateLotPoint03	cumulateLotPoint04	cumulateLotPoint05	cumulateLotPoint06	cumulateLotPoint07	cumulateLotPoint08	getItemFlagId01	getItemFlagId02	getItemFlagId03	getItemFlagId04	getItemFlagId05	getItemFlagId06	getItemFlagId07	getItemFlagId08	getItemFlagId	cumulateNumFlagId	cumulateNumMax	lotItem_Rarity	lotItemNum01	lotItemNum02	lotItemNum03	lotItemNum04	lotItemNum05	lotItemNum06	lotItemNum07	lotItemNum08	enableLuck01:1	enableLuck02:1	enableLuck03:1	enableLuck04:1	enableLuck05:1	enableLuck06:1	enableLuck07:1	enableLuck08:1	cumulateReset01:1	cumulateReset02:1	cumulateReset03:1	cumulateReset04:1	cumulateReset05:1	cumulateReset06:1	cumulateReset07:1	cumulateReset08:1
0x00A09628	0x000571B8	0x00125BFC	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 8056 5802 8857 0043
0x00A09948	0x0005724C	0x00125C24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 53e4 57ce
0x00A09D30	0x000572E0	0x00125C48	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 30c8 30e9 30c3 30d7 30ed 30fc 30c9
0x00A0A118	0x00057374	0x00125C76	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 68ee
0x00A0A500	0x00057408	0x00125C98	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 751f 8d04
0x00A0B4A0	0x0005749C	0x00125CBC	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 5927 5b66
0x00A0B888	0x00057530	0x00125CE0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 3055 307e 3088 3046 5be1 5a66 ff08 4fb5 5165 0050 0043 53ec 559a ff09 3000 6545 90f7
0x00A1C228	0x000575C4	0x00125D04	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C28C	0x00057658	0x00125D0E	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C2F0	0x000576EC	0x00125D18	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C354	0x00057780	0x00125D22	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C3B8	0x00057814	0x00125D2C	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C41C	0x000578A8	0x00125D36	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C480	0x0005793C	0x00125D40	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C4E4	0x000579D0	0x00125D4A	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C548	0x00057A64	0x00125D54	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044
0x00A1C7A0	0x00057AF8	0x00125D5E	0	900	900	2090	0	0	0	0	-1	4	4	4	0	0	0	0	0	250	700	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	4	3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 8056 5802 8857 0041
0x00A1C7AA	0x00057B8C	0x00125D72	0	900	900	2090	0	0	0	0	-1	4	4	4	0	0	0	0	0	250	700	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	4	3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 8056 5802 8857 0042
0x00A1C7B4	0x00057C20	0x00125D86	0	900	900	2090	0	0	0	0	-1	4	4	4	0	0	0	0	700	80	200	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	4	3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 8056 5802 8857 0043
0x00A1C7B6	0x00057CB4	0x00125D9A	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 005f 59ff 96a0 3057 3000 8056 5802 8857 0043
0x00A1C994	0x00057D48	0x00125DB6	0	50300	900	900	2090	0	0	0	-1	8	4	4	4	0	0	0	0	180	250	520	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	4	3	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 30c0 30f3 30b8 30e7 30f3
0x00A1C996	0x00057DDC	0x00125DCC	0	50300	900	900	2090	0	0	0	-1	8	4	4	4	0	0	0	0	250	250	450	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	4	3	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 30d5 30fc 30c9 3000 30c0 30f3 30b8 30e7 30f3
0x00A1C9A8	0x00057E70	0x00125DEA	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 30c0 30f3 30b8 30e7 30f3 3000 5b87 5b99
0x00A1C9BC	0x00057F04	0x00125E06	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00A1CAC0	0x00057F98	0x00125E20	0	900	900	2090	0	0	0	0	-1	4	4	4	0	0	0	0	0	250	700	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	4	3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 5927 5b66
0x00A1CDE0	0x0005802C	0x00125E30	0	50300	900	900	2090	0	0	0	-1	8	4	4	4	0	0	0	0	180	250	520	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	4	3	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	 8133 55b0 3089 3044 3000 30c0 30f3 30b8 30e7 30f3 3000 546a 3044
0x00A65B1C	0x000580C0	0x00125E4C	0	90020	1000	0	0	0	0	0	-1	8	4	0	0	0	0	0	880	40	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 3000 5ec3 589f
0x00A65B26	0x00058154	0x00125E60	0	90030	1000	0	0	0	0	0	-1	8	4	0	0	0	0	0	760	80	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 005f 8d64 76ee 3000 5ec3 589f
0x00A65D74	0x000581E8	0x00125E7A	0	50400	1000	0	0	0	0	0	-1	8	4	0	0	0	0	0	900	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3
0x00A65D76	0x0005827C	0x00125E94	0	50400	1000	0	0	0	0	0	-1	8	4	0	0	0	0	0	800	40	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 005f 8d64 76ee 3000 30c0 30f3 30b8 30e7 30f3
0x00A65D7E	0x00058310	0x00125EB4	0	50400	1000	0	0	0	0	0	-1	8	4	0	0	0	0	0	900	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3 3000 5d50
0x00A65D80	0x000583A4	0x00125ED2	0	50400	1000	0	0	0	0	0	-1	8	4	0	0	0	0	0	800	40	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 005f 8d64 76ee 3000 30c0 30f3 30b8 30e7 30f3 3000 5d50
0x00A65D9C	0x00058438	0x00125EF6	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00A7E22A	0x000584CC	0x00125F14	0	1240	1240	0	0	0	0	0	-1	4	4	0	0	0	0	0	800	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 8056 5802 8857 0042
0x00A7E414	0x00058560	0x00125F2A	0	702000	702000	0	0	0	0	0	-1	15	15	0	0	0	0	0	956	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 30c0 30f3 30b8 30e7 30f3
0x00A7E416	0x000585F4	0x00125F42	0	702000	702000	0	0	0	0	0	-1	15	15	0	0	0	0	0	956	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 81bf 307f 4ed8 304d 3000 30c0 30f3 30b8 30e7 30f3
0x00A7E41E	0x00058688	0x00125F64	0	702000	702000	0	0	0	0	0	-1	15	15	0	0	0	0	0	956	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 30c0 30f3 30b8 30e7 30f3 3000 5d50
0x00A7E428	0x0005871C	0x00125F80	0	702000	702000	0	0	0	0	0	-1	15	15	0	0	0	0	0	956	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 30c0 30f3 30b8 30e7 30f3 3000 5b87 5b99
0x00A7E43C	0x000587B0	0x00125F9E	0	702000	702000	0	0	0	0	0	-1	15	15	0	0	0	0	0	956	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00A7E43E	0x00058844	0x00125FBA	0	702000	702000	0	0	0	0	0	-1	15	15	0	0	0	0	0	956	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 4e0b 6c34 30cd 30ba 30df 3000 81bf 307f 4ed8 304d 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00A96988	0x000588D8	0x00125FE0	0	900	0	0	0	0	0	0	-1	4	0	0	0	0	0	0	700	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e 3000 0054 0052
0x00A96AB4	0x0005896C	0x00125FF4	0	900	1101	0	0	0	0	0	-1	4	4	0	0	0	0	0	650	300	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	4	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 3042 308a 3000 30c0 30f3 30b8 30e7 30f3
0x00A96AB6	0x00058A00	0x0012601E	0	900	0	0	0	0	0	0	-1	4	0	0	0	0	0	0	700	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 306a 3057 3000 30c0 30f3 30b8 30e7 30f3
0x00A96AB8	0x00058A94	0x00126048	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 306a 3057 ff08 30b8 30a7 30cd 30ec 30fc 30c8 ff09 3000 30c0 30f3 30b8 30e7 30f3
0x00A96ABE	0x00058B28	0x00126082	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 3042 308a 3000 30c0 30f3 30b8 30e7 30f3 3000 5d50
0x00A96AC8	0x00058BBC	0x001260B0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 3042 308a 3000 30c0 30f3 30b8 30e7 30f3 3000 5b87 5b99
0x00A96ADC	0x00058C50	0x001260E0	0	900	1101	0	0	0	0	0	-1	4	4	0	0	0	0	0	650	300	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	4	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 3042 308a 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00A96ADE	0x00058CE4	0x0012610E	0	900	0	0	0	0	0	0	-1	4	0	0	0	0	0	0	700	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 306a 3057 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00A96AE0	0x00058D78	0x0012613C	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6b7b 3068 95c7 306e 7737 5c5e ff08 30af 30e2 ff09 3000 9996 306a 3057 ff08 30b8 30a7 30cd 30ec 30fc 30c8 ff09 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00AAEF74	0x00058E0C	0x0012617A	0	1000	1400	0	0	0	0	0	-1	4	4	0	0	0	0	0	780	200	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 6c34 6b7b 4f53 30d3 30fc 30b9 30c8 3000 8056 5802 8857 0042
0x00AAF08C	0x00058EA0	0x00126194	0	1000	1101	0	0	0	0	0	-1	4	4	0	0	0	0	0	750	240	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 6c34 6b7b 4f53 30d3 30fc 30b9 30c8 3000 68ee
0x00AAF154	0x00058F34	0x001261A8	0	1000	1400	0	0	0	0	0	-1	4	4	0	0	0	0	0	780	200	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 6c34 6b7b 4f53 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3
0x00AAF15E	0x00058FC8	0x001261C4	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6c34 6b7b 4f53 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3 3000 5d50
0x00AAF168	0x0005905C	0x001261E4	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6c34 6b7b 4f53 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3 3000 5b87 5b99
0x00AAF17C	0x000590F0	0x00126206	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 6c34 6b7b 4f53 30d3 30fc 30b9 30c8 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
0x00AC77F4	0x00059184	0x00126226	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 30c7 30fc 30e2 30f3 306e 72c2 4fe1 8005 3000 30c0 30f3 30b8 30e7 30f3
0x00ADFBD8	0x00059218	0x00126244	0	3010	3000	0	0	0	0	0	-1	4	4	0	0	0	0	0	660	40	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 72c2 4fe1 8005 306e 7363 3000 5893 5730 8857
0x00ADFD04	0x000592AC	0x00126258	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 72c2 4fe1 8005 306e 7363 3000 53e4 57ce
0x00ADFE94	0x00059340	0x0012626A	0	300100	300000	0	0	0	0	0	-1	15	15	0	0	0	0	0	660	40	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 72c2 4fe1 8005 306e 7363 3000 30c0 30f3 30b8 30e7 30f3
0x00ADFE9E	0x000593D4	0x00126282	0	300100	300000	0	0	0	0	0	-1	15	15	0	0	0	0	0	660	40	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 72c2 4fe1 8005 306e 7363 3000 30c0 30f3 30b8 30e7 30f3 3000 5d50
0x00ADFEA8	0x00059468	0x0012629E	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 72c2 4fe1 8005 306e 7363 3000 30c0 30f3 30b8 30e7 30f3 3000 5b87 5b99
0x00ADFEBC	0x000594FC	0x001262BC	0	300100	300000	0	0	0	0	0	-1	15	15	0	0	0	0	0	660	40	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	 72c2 4fe1 8005 306e 7363 3000 30c0 30f3 30b8 30e7 30f3 3000 6bd2
