infoStartAddr:	0x8AB0
numEntries:	0x1BB	443
title:	GEM_CATEGORY_PARAM_ST
paramStartAddr:	0x000029C8
entryID   	paramAddr 	infoAddr  	sortNo	manifestRate	directionalId	cateGroupId	excludeGroupId	isNegative:1	enableSlotTypeA:1	enableSlotTypeB:1	enableSlotTypeC:1	enableSlotTypeD:1	enableSlotTypeE:1	enableSlotTypeF:1	holygrailTypeGroup:7	affinityCateId_0	affinityModifyRate_0	affinityCateId_1	affinityModifyRate_1	affinityCateId_2	affinityModifyRate_2	affinityCateId_3	affinityModifyRate_3
0x000276DC	0x00003CD0	0x0000988A	11600	0.20	15	4015	1600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00027740	0x00003D08	0x000098B2	1600	0.20	16	4016	1600	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00027934	0x00003D40	0x000098DA	51610	0.05	11	4011	1600	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x00027998	0x00003D78	0x00009910	41610	0.05	12	4012	1600	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x000279FC	0x00003DB0	0x00009946	31610	0.05	13	4013	1600	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x00027A60	0x00003DE8	0x0000997C	21610	0.05	14	4014	1600	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x00027AC4	0x00003E20	0x000099B2	11610	0.05	15	4015	1600	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x00027B28	0x00003E58	0x000099E8	1610	0.05	16	4016	1600	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 96f7 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x00029C5C	0x00003E90	0x00009A1E	51700	0.90	11	1011	1700	0	1	1	1	1	1	1	11	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00029CC0	0x00003EC8	0x00009A48	41700	0.90	12	1012	1700	0	1	1	1	1	1	1	11	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00029D24	0x00003F00	0x00009A72	31700	0.90	13	1013	1700	0	1	1	1	1	1	1	11	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x00029D88	0x00003F38	0x00009A9C	21700	0.90	14	1014	1700	0	1	1	1	1	1	1	11	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x00029DEC	0x00003F70	0x00009AC6	11700	0.90	15	1015	1700	0	1	1	1	1	1	1	11	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00029E50	0x00003FA8	0x00009AF0	1700	0.90	16	1016	1700	0	1	1	1	1	1	1	11	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x0002A044	0x00003FE0	0x00009B1A	51710	0.75	11	3011	1700	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0002A0A8	0x00004018	0x00009B54	41710	0.75	12	3012	1700	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0002A10C	0x00004050	0x00009B8E	31710	0.75	13	3013	1700	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0002A170	0x00004088	0x00009BC8	21710	0.75	14	3014	1700	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0002A1D4	0x000040C0	0x00009C02	11710	0.75	15	3015	1700	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0002A238	0x000040F8	0x00009C3C	1710	0.75	16	3016	1700	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0002A42C	0x00004130	0x00009C76	51720	0.30	11	4011	1700	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0002A490	0x00004168	0x00009CAE	41720	0.30	12	4012	1700	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0002A4F4	0x000041A0	0x00009CE6	31720	0.30	13	4013	1700	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0002A558	0x000041D8	0x00009D1E	21720	0.30	14	4014	1700	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0002A5BC	0x00004210	0x00009D56	11720	0.30	15	4015	1700	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0002A620	0x00004248	0x00009D8E	1720	0.30	16	4016	1700	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0002A814	0x00004280	0x00009DC6	51730	0.50	11	5011	1700	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x0002A878	0x000042B8	0x00009DFE	41730	0.50	12	5012	1700	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x0002A8DC	0x000042F0	0x00009E36	31730	0.50	13	5013	1700	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x0002A940	0x00004328	0x00009E6E	21730	0.50	14	5014	1700	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x0002A9A4	0x00004360	0x00009EA6	11730	0.50	15	5015	1700	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x0002AA08	0x00004398	0x00009EDE	1730	0.50	16	5016	1700	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 7269 7406 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0043
0x0002C36C	0x000043D0	0x00009F16	51800	0.01	11	5011	1800	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x0002C3D0	0x00004408	0x00009F40	41800	0.01	12	5012	1800	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x0002C434	0x00004440	0x00009F6A	31800	0.01	13	5013	1800	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x0002C498	0x00004478	0x00009F94	21800	0.01	14	5014	1800	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0002C4FC	0x000044B0	0x00009FBE	11800	0.01	15	5015	1800	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x0002C560	0x000044E8	0x00009FE8	1800	0.01	16	5016	1800	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x0002E694	0x00004520	0x0000A012	351900	0.01	101	101	1900	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x0002E6F8	0x00004558	0x0000A03A	341900	0.01	102	102	1900	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0002E75C	0x00004590	0x0000A062	331900	0.01	103	103	1900	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x0002E7C0	0x000045C8	0x0000A08A	321900	0.01	104	104	1900	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x0002E824	0x00004600	0x0000A0B2	311900	0.01	105	105	1900	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x0002E888	0x00004638	0x0000A0DA	301900	0.01	106	106	1900	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 3010 5168 3011 ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0003118C	0x00004670	0x0000A102	52000	0.03	11	1011	2000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x000311F0	0x000046A8	0x0000A130	42000	0.03	12	1012	2000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00031254	0x000046E0	0x0000A15E	32000	0.03	13	1013	2000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x000312B8	0x00004718	0x0000A18C	22000	0.03	14	1014	2000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0003131C	0x00004750	0x0000A1BA	12000	0.03	15	1015	2000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00031380	0x00004788	0x0000A1E8	2000	0.03	16	1016	2000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00031574	0x000047C0	0x0000A216	52010	0.03	11	3011	2000	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x000315D8	0x000047F8	0x0000A254	42010	0.03	12	3012	2000	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0003163C	0x00004830	0x0000A292	32010	0.03	13	3013	2000	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x000316A0	0x00004868	0x0000A2D0	22010	0.03	14	3014	2000	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00031704	0x000048A0	0x0000A30E	12010	0.03	15	3015	2000	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00031768	0x000048D8	0x0000A34C	2010	0.03	16	3016	2000	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 7b4b 529b 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x0003389C	0x00004910	0x0000A38A	52100	0.03	11	1011	2100	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00033900	0x00004948	0x0000A3B8	42100	0.03	12	1012	2100	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00033964	0x00004980	0x0000A3E6	32100	0.03	13	1013	2100	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x000339C8	0x000049B8	0x0000A414	22100	0.03	14	1014	2100	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x00033A2C	0x000049F0	0x0000A442	12100	0.03	15	1015	2100	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00033A90	0x00004A28	0x0000A470	2100	0.03	16	1016	2100	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00033C84	0x00004A60	0x0000A49E	52110	0.03	11	3011	2100	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00033CE8	0x00004A98	0x0000A4DC	42110	0.03	12	3012	2100	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00033D4C	0x00004AD0	0x0000A51A	32110	0.03	13	3013	2100	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00033DB0	0x00004B08	0x0000A558	22110	0.03	14	3014	2100	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00033E14	0x00004B40	0x0000A596	12110	0.03	15	3015	2100	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00033E78	0x00004B78	0x0000A5D4	2110	0.03	16	3016	2100	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 6280 91cf 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0041 0027
0x00035FAC	0x00004BB0	0x0000A612	52200	0.01	11	2011	2200	0	1	1	1	1	1	1	0	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 5c04 6483 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00036010	0x00004BE8	0x0000A640	42200	0.01	12	2012	2200	0	1	1	1	1	1	1	0	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 5c04 6483 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00036074	0x00004C20	0x0000A66E	32200	0.01	13	2013	2200	0	1	1	1	1	1	1	0	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 5c04 6483 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x000360D8	0x00004C58	0x0000A69C	22200	0.01	14	2014	2200	0	1	1	1	1	1	1	0	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 5c04 6483 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0003613C	0x00004C90	0x0000A6CA	12200	0.01	15	2015	2200	0	1	1	1	1	1	1	0	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 5c04 6483 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x000361A0	0x00004CC8	0x0000A6F8	2200	0.01	16	2016	2200	0	1	1	1	1	1	1	0	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 5c04 6483 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x000386BC	0x00004D00	0x0000A726	52300	0.01	11	5011	2300	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 9b54 6cd5 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00038720	0x00004D38	0x0000A754	42300	0.01	12	5012	2300	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 9b54 6cd5 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00038784	0x00004D70	0x0000A782	32300	0.01	13	5013	2300	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 9b54 6cd5 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x000387E8	0x00004DA8	0x0000A7B0	22300	0.01	14	5014	2300	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 9b54 6cd5 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0003884C	0x00004DE0	0x0000A7DE	12300	0.01	15	5015	2300	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 9b54 6cd5 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x000388B0	0x00004E18	0x0000A80C	2300	0.01	16	5016	2300	0	1	1	1	1	1	1	45	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 529b 88dc 6b63 3010 9b54 6cd5 3011 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
