infoStartAddr:	0x1AE88
numEntries:	0x7AF	1967
title:	OBJECT_PARAM_ST
paramStartAddr:	0x0000B8A8
entryID   	paramAddr 	infoAddr  	hp	defense	extRefTexId	materialId	animBreakIdMax	isCamHit:1	isBreakByPlayerCollide:1	isAnimBreak:1	isPenetrationBulletHit:1	isChrHit:1	isAttackBacklash:1	isDisableBreakForFirstAppear:1	isLadder:1	isAnimPauseOnRemoPlay:1	isDamageNoHit:1	isMoveObj:1	pad_1:5	defaultLodParamId	breakSfxId	navimeshFlag	pad_2[1]	paintRenderTargetSize	breakAiSoundId	pad_3[8]
0x00000D53	0x0000EF68	0x0001C466	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 58fa ff22
0x00000D54	0x0000EF88	0x0001C46C	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 58fa ff23
0x00000D55	0x0000EFA8	0x0001C472	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 58fa ff24
0x00000D56	0x0000EFC8	0x0001C478	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 58fa ff25
0x00000D57	0x0000EFE8	0x0001C47E	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 58fa ff26
0x00000D5B	0x0000F008	0x0001C484	-1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 305f 65d7
0x00000D5C	0x0000F028	0x0001C48E	-1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 65d7
0x00000D5D	0x0000F048	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D5E	0x0000F068	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D5F	0x0000F088	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D66	0x0000F0A8	0x00000000	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D67	0x0000F0C8	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D68	0x0000F0E8	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D70	0x0000F108	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000D7A	0x0000F128	0x0001C492	1	0	-1	3	0	1	0	1	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 96a0 3057 6249
0x00000D7B	0x0000F148	0x0001C49A	1	0	-1	3	0	1	0	1	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 96a0 3057 6249
0x00000D7C	0x0000F168	0x0001C4A2	1	0	-1	1	0	1	0	1	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 96a0 3057 6249
0x00000D84	0x0000F188	0x0001C4AA	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 7834 58ca 6728
0x00000D85	0x0000F1A8	0x0001C4B2	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 7834 58ca 6728
0x00000D86	0x0000F1C8	0x0001C4BA	1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 7834 58ca 6728
0x00000D8E	0x0000F1E8	0x0001C4C2	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 305f 6a3d ff21
0x00000D8F	0x0000F208	0x0001C4CE	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 6a3d ff22
0x00000DAC	0x0000F228	0x0001C4D4	1	0	-1	4	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	0		256	0		 679d
0x00000DAD	0x0000F248	0x0001C4D8	1	0	-1	4	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	0		256	0		 679d
0x00000DB7	0x0000F268	0x0001C4DC	1	0	-1	29	0	0	1	0	1	0	0	0	0	0	0	0		-1	-1	0		256	0		 679d
0x00000DB8	0x0000F288	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DBB	0x0000F2A8	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DC1	0x0000F2C8	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DC2	0x0000F2E8	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DC5	0x0000F308	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DCB	0x0000F328	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DCC	0x0000F348	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000DCF	0x0000F368	0x00000000	-1	0	-1	29	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000E10	0x0000F388	0x0001C4E0	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 0031 0033 005f 0030 0031 30dc 30b9 90e8 5c4b 524d
0x00000E11	0x0000F3A8	0x0001C4F6	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 0031 0033 005f 0030 0031 30dc 30b9 90e8 5c4b 524d
0x00000E1A	0x0000F3C8	0x0001C50C	1	0	-1	3	0	1	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 9aa8
0x00000E1B	0x0000F3E8	0x0001C510	1	0	-1	3	0	1	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 9aa8
0x00000E1C	0x0000F408	0x0001C514	1	0	-1	3	0	1	1	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 9aa8
0x00000E42	0x0000F428	0x0001C518	1	0	-1	3	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5927 9aa8
0x00000E43	0x0000F448	0x0001C51E	1	0	-1	3	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5927 9aa8
0x00000E44	0x0000F468	0x0001C524	1	0	-1	3	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5927 9aa8
0x00000E45	0x0000F488	0x0001C52A	1	0	-1	3	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5927 9aa8
0x00000E46	0x0000F4A8	0x0001C530	1	0	-1	3	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5927 9aa8
0x00000E4C	0x0000F4C8	0x0001C536	1	0	-1	1	0	1	0	1	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 96a0 3057 6249
0x00000E4D	0x0000F4E8	0x0001C53E	1	0	-1	3	0	1	0	1	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 96a0 3057 6249
0x00000E4E	0x0000F508	0x00000000	1	0	-1	3	0	1	0	1	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000F1E	0x0000F528	0x0001C546	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 935b 51b6
0x00000F1F	0x0000F548	0x0001C54C	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 58c1
0x00000F20	0x0000F568	0x0001C550	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 58c1 88cf
0x00000F21	0x0000F588	0x0001C556	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 30dd 30ea 5287 30d6 30ed 30c3 30af
0x00000F32	0x0000F5A8	0x0001C566	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 30dd 30ea 5287 673a
0x00000F3C	0x0000F5C8	0x0001C570	1	3	-1	1	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 5893 738b 7834 58ca
0x00000F3D	0x0000F5E8	0x0001C57A	1	3	-1	1	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 5893 738b 7834 58ca
0x00000F3E	0x0000F608	0x0001C584	1	3	-1	1	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 5893 738b 7834 58ca
0x00000F6E	0x0000F628	0x0001C58E	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1 0031 0033 002d 0030
0x00000F6F	0x0000F648	0x0001C59E	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1 0031 0033 002d 0030
0x00000F70	0x0000F668	0x0001C5AE	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F71	0x0000F688	0x0001C5B6	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F72	0x0000F6A8	0x0001C5BE	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F73	0x0000F6C8	0x0001C5C6	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F78	0x0000F6E8	0x0001C5CE	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1 0031 0033 002d 0031
0x00000F79	0x0000F708	0x0001C5DE	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1 0031 0033 002d 0031
0x00000F7A	0x0000F728	0x0001C5EE	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F7B	0x0000F748	0x0001C5F6	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F7C	0x0000F768	0x0001C5FE	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F7D	0x0000F788	0x0001C606	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F82	0x0000F7A8	0x0001C60E	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1 0031 0033 002d 0032
0x00000F83	0x0000F7C8	0x0001C61E	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F84	0x0000F7E8	0x0001C626	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F85	0x0000F808	0x0001C62E	-1	0	-1	29	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 5149 306e 58c1
0x00000F9E	0x0000F828	0x0001C636	-1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 6b7b 4f53 5b9d 7bb1
0x00000F9F	0x0000F848	0x0001C640	-1	0	-1	29	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 6b7b 4f53 5b9d 7bb1
0x00000FA0	0x0000F868	0x0001C64A	-1	3	-1	4	0	1	0	0	0	1	1	0	0	1	0	1		-1	-1	0		256	0		 6c34 8eca
0x00000FA1	0x0000F888	0x00000000	-1	0	-1	4	0	0	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FA2	0x0000F8A8	0x00000000	-1	0	-1	1	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FA5	0x0000F8C8	0x00000000	-1	0	-1	2	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FA6	0x0000F8E8	0x00000000	1	3	-1	4	0	1	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FA7	0x0000F908	0x00000000	1	3	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FAA	0x0000F928	0x00000000	-1	0	-1	9	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FB4	0x0000F948	0x00000000	1	3	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FBE	0x0000F968	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FC8	0x0000F988	0x00000000	-1	0	-1	9	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FD2	0x0000F9A8	0x0001C650	1	3	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 5d29 308c 677f
0x00000FDC	0x0000F9C8	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FE6	0x0000F9E8	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FF0	0x0000FA08	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00000FFA	0x0000FA28	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001004	0x0000FA48	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001005	0x0000FA68	0x0001C658	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001006	0x0000FA88	0x0001C65E	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001007	0x0000FAA8	0x0001C664	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001008	0x0000FAC8	0x0001C66A	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001009	0x0000FAE8	0x0001C670	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000100A	0x0000FB08	0x0001C676	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000100B	0x0000FB28	0x0001C67C	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000100C	0x0000FB48	0x0001C682	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000100D	0x0000FB68	0x0001C688	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000100E	0x0000FB88	0x0001C68E	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000100F	0x0000FBA8	0x0001C694	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001010	0x0000FBC8	0x0001C69A	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001011	0x0000FBE8	0x0001C6A0	-1	0	-1	9	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001012	0x0000FC08	0x0001C6A6	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001013	0x0000FC28	0x0001C6AC	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001014	0x0000FC48	0x0001C6B2	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001015	0x0000FC68	0x0001C6B8	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001016	0x0000FC88	0x0001C6BE	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001017	0x0000FCA8	0x0001C6C4	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001018	0x0000FCC8	0x0001C6CA	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001019	0x0000FCE8	0x0001C6D0	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000101A	0x0000FD08	0x0001C6D6	-1	0	-1	9	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000101B	0x0000FD28	0x0001C6DC	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000101C	0x0000FD48	0x0001C6E2	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000101D	0x0000FD68	0x0001C6E8	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000101E	0x0000FD88	0x0001C6EE	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x0000101F	0x0000FDA8	0x0001C6F4	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001020	0x0000FDC8	0x0001C6FA	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001021	0x0000FDE8	0x0001C700	-1	0	-1	4	0	0	0	0	1	1	1	0	1	0	0	0		-1	-1	0		256	0		 68af 5b50
0x00001022	0x0000FE08	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000102C	0x0000FE28	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000102D	0x0000FE48	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001036	0x0000FE68	0x00000000	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001040	0x0000FE88	0x00000000	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001041	0x0000FEA8	0x00000000	-1	0	-1	4	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000104A	0x0000FEC8	0x00000000	1	0	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001054	0x0000FEE8	0x00000000	1	3	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001055	0x0000FF08	0x00000000	1	3	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001056	0x0000FF28	0x00000000	1	3	-1	4	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001068	0x0000FF48	0x0001C706	-1	0	-1	304	0	1	0	0	0	1	1	0	0	1	0	0		-1	-1	0		256	0		 52d5 304f 5e8a
0x00001069	0x0000FF68	0x0001C70E	-1	0	-1	304	0	1	0	0	0	1	1	0	0	1	0	0		-1	-1	0		256	0		 52d5 304f 5e8a
0x0000106A	0x0000FF88	0x0001C716	-1	0	-1	304	0	1	0	0	0	1	1	0	0	1	0	0		-1	-1	0		256	0		 52d5 304f 5e8a
0x00001077	0x0000FFA8	0x0001C71E	1	0	-1	9	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58f7
0x000010CC	0x0000FFC8	0x0001C722	18	3	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 67f1
0x000010CD	0x0000FFE8	0x0001C726	18	3	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 67f1
0x000010CE	0x00010008	0x0001C72A	18	3	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 67f1
0x000010CF	0x00010028	0x0001C72E	18	3	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 67f1
0x000010D0	0x00010048	0x0001C732	18	3	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 67f1
0x000010D1	0x00010068	0x0001C736	18	3	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 67f1
0x000010FE	0x00010088	0x0001C73A	1	0	-1	404	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 969c 5bb3 6728
0x000010FF	0x000100A8	0x0001C742	1	0	-1	404	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 969c 5bb3 6728
0x00001100	0x000100C8	0x0001C74A	1	0	-1	404	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 969c 5bb3 6728
0x00001101	0x000100E8	0x0001C752	1	0	-1	404	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 969c 5bb3 6728
0x00001108	0x00010108	0x0001C75A	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7834 58ca 6728
0x00001109	0x00010128	0x0001C762	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7834 58ca 6728
0x0000110A	0x00010148	0x0001C76A	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 7834 58ca 6728
0x00001112	0x00010168	0x0001C772	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 679d
0x00001130	0x00010188	0x0001C776	1	0	-1	3	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58f7
0x00001131	0x000101A8	0x0001C77A	1	0	-1	3	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58f7
0x00001132	0x000101C8	0x0001C77E	1	0	-1	4	0	0	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 8eca 8f2a
0x00001133	0x000101E8	0x0001C784	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 8eca 8f2a
0x00001134	0x00010208	0x00000000	-1	0	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001135	0x00010228	0x00000000	-1	90	-1	9	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001136	0x00010248	0x0001C78A	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 677f
0x00001137	0x00010268	0x0001C792	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 677f
0x00001138	0x00010288	0x0001C79A	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 677f
0x00001139	0x000102A8	0x0001C7A2	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 6249
0x0000113A	0x000102C8	0x0001C7AA	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 6249
0x0000113B	0x000102E8	0x0001C7B2	1	0	-1	4	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 58ca 308c 677f
0x0000113C	0x00010308	0x00000000	-1	0	-1	1	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001144	0x00010328	0x00000000	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001145	0x00010348	0x00000000	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001146	0x00010368	0x00000000	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001147	0x00010388	0x00000000	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001148	0x000103A8	0x00000000	-1	0	-1	4	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000114E	0x000103C8	0x00000000	1	90	-1	1	0	1	0	0	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001153	0x000103E8	0x00000000	-1	0	-1	3	0	0	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001154	0x00010408	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001155	0x00010428	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001156	0x00010448	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001157	0x00010468	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001158	0x00010488	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x00001159	0x000104A8	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000115A	0x000104C8	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000115D	0x000104E8	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000115E	0x00010508	0x00000000	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 ae88 0001
0x0000116C	0x00010528	0x0001C7BA	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 30dd 30ea 5287 30dc 30b9
0x0000116D	0x00010548	0x0001C7C6	-1	0	-1	3	0	1	0	0	1	1	1	0	0	0	0	0		-1	-1	0		256	0		 30dd 30ea 5287 30dc 30b9
0x0000119E	0x00010568	0x0001C7D2	1	0	-1	3	0	1	0	1	1	1	0	0	0	0	0	0		-1	-1	0		256	0		 96a0 3057 6249
